N	4gram	Tiupa_Narr_1	Hudozhes
1	в то же время	4	6
2	одно и то же	2	3
3	состоит в том что	2	3
4	одного и того же	1	3
5	в той или иной	1	2
6	в том числе и	1	2
7	и в то же	1	2
8	в войне и мире	2	2
9	и не могло быть	1	2
10	последовательно вводятся автором в	1	1
11	мы имеем дело с	2	1
12	писал бахтин может ощущаться	1	1
13	друга местом временем действия	1	1
14	оно живет в готовом	1	1
15	деталей в пределах кадрового	1	1
16	поименованное в тексте а	1	1
17	лишь поименованное в тексте	1	1
18	текста так и не	1	1
19	тривиальная в общеязыковом отношении	1	1
20	так и не происходит	1	1
21	с кротким мягким взглядом	1	1
22	что душевная характеристика душечки	1	1
23	таков что душевная характеристика	1	1
24	мягким взглядом очень здоровая	1	1
25	тихая добродушная жалостливая барышня	1	1
26	а не все что	1	1
27	на мягкую белую шею	1	1
28	ее полные розовые щеки	1	1
29	была тихая добродушная жалостливая	1	1
30	вдруг заслоняется крупным планом	1	1
31	самая тривиальная в общеязыковом	1	1
32	это была тихая добродушная	1	1
33	восприятие определений таков что	1	1
34	заслоняется крупным планом заключительного	1	1
35	восприятия в каждый малый	1	1
36	или движется один отдельный	1	1
37	автором в кадры повествования	1	1
38	во втором эпизоде в	1	1
39	даже самая тривиальная в	1	1
40	кадры читательского восприятия в	1	1
41	в том случае если	1	1
42	по тем или иным	1	1
43	бы то ни было	1	1
44	не все что может	1	1
45	все что может или	1	1
46	лишь в самом начале	1	1
47	и строго отграниченная система	1	1
48	бы место лишь в	1	1
49	нем звучит один голос	1	1
50	на ее полные розовые	1	1
51	задаваемый читателю ракурс видения	1	1
52	в смерти чиновника или	1	1
53	с темной родинкой и	1	1
54	место лишь в самом	1	1
55	кадры повествования а читателем	1	1
56	щеки на мягкую белую	1	1
57	читателя находится или движется	1	1
58	характеристика душечки постепенно углубляемая	1	1
59	вводятся автором в кадры	1	1
60	бахтин может ощущаться завершенная	1	1
61	глядя на ее полные	1	1
62	готовом стабильно дифференцированном и	1	1
63	раз в том что	1	1
64	белую шею с темной	1	1
65	а в то же	1	1
66	кадра входит лишь поименованное	1	1
67	определений таков что душевная	1	1
68	состоит как раз в	1	1
69	состав такого кадра входит	1	1
70	жалостливая барышня с кротким	1	1
71	в готовом стабильно дифференцированном	1	1
72	добродушная жалостливая барышня с	1	1
73	в кадры читательского восприятия	1	1
74	читаем это была тихая	1	1
75	взглядом очень здоровая порядок	1	1
76	самом начале этой цепочки	1	1
77	от друга местом временем	1	1
78	в кадры повествования а	1	1
79	в пределах кадрового единства	1	1
80	может ощущаться завершенная и	1	1
81	единства фразы устанавливает задаваемый	1	1
82	времени в поле зрения	1	1
83	друг от друга местом	1	1
84	местом временем действия и	1	1
85	ощущаться завершенная и строго	1	1
86	отрезок времени в поле	1	1
87	как раз в том	1	1
88	войне и мире толстого	1	1
89	еще и потому что	1	1
90	было и не могло	1	1
91	временем действия и составом	1	1
92	мягкую белую шею с	1	1
93	поле зрения читателя находится	1	1
94	читателю ракурс видения в	1	1
95	устанавливает задаваемый читателю ракурс	1	1
96	входит лишь поименованное в	1	1
97	кадрового единства фразы устанавливает	1	1
98	полные розовые щеки на	1	1
99	читательского восприятия в каждый	1	1
100	насыщенный деталями кадр внутреннего	1	1
101	движется один отдельный кадр	1	1
102	живет в готовом стабильно	1	1
103	деталями кадр внутреннего зрения	1	1
104	каждый малый отрезок времени	1	1
105	барышня с кротким мягким	1	1
106	зрения читателя находится или	1	1
107	очень здоровая порядок фокусирующих	1	1
108	фразы устанавливает задаваемый читателю	1	1
109	душевная характеристика душечки постепенно	1	1
110	в нем звучит один	1	1
111	что может или пожелает	1	1
112	розовые щеки на мягкую	1	1
113	казалось бы место лишь	1	1
114	тексте а не все	1	1
115	не было и не	1	1
116	в каждый малый отрезок	1	1
117	или пожелает представить себе	1	1
118	пределах кадрового единства фразы	1	1
119	такого кадра входит лишь	1	1
120	действия и составом участников	1	1
121	стабильно дифференцированном и оцененном	1	1
122	может или пожелает представить	1	1
123	то же время они	1	1
124	в поле зрения читателя	1	1
125	строго отграниченная система смыслов	1	1
126	находится или движется один	1	1
127	в тексте а не	1	1
128	в слове писал бахтин	1	1
129	кротким мягким взглядом очень	1	1
130	у себя в комнате	1	1
131	малый отрезок времени в	1	1
132	темной родинкой и т.д	1	1
133	слове писал бахтин может	1	1
134	дифференцированном и оцененном мире	1	1
135	шею с темной родинкой	1	1
136	души вдруг заслоняется крупным	1	1
137	завершенная и строго отграниченная	1	1
138	в самом начале этой	1	1
