N	3gram	Bakhtin_Fr_2	Istorich
1	с другой стороны	3	7
2	в этом случае	1	5
3	до сих пор	4	5
4	в том что	1	5
5	как мы видели	2	5
6	мы видели что	1	3
7	если бы она	1	2
8	по отношению к	1	2
9	что в них	1	2
10	таким образом и	1	2
11	с одной стороны	3	2
12	во всяком случае	2	2
13	о том что	3	2
14	не только не	1	2
15	но все же	2	2
16	мы имеем в	1	2
17	как и в	1	2
18	мы знаем что	1	1
19	мы здесь имеем	1	1
20	но прежде всего	3	1
21	время от времени	1	1
22	в чем же	1	1
23	и той же	1	1
24	можно найти достаточно	1	1
25	подобно тому как	2	1
26	все же остальное	1	1
27	так в одной	1	1
28	в силу того	1	1
29	бы это был	1	1
30	как если бы	1	1
31	с точки зрения	5	1
32	и насилия в	1	1
33	еще тем что	1	1
34	но и в	4	1
35	на самом же	1	1
36	только то что	2	1
37	но здесь мы	1	1
38	и в обряде	2	1
39	что в нем	1	1
40	не менее если	1	1
41	менее если не	1	1
42	не только в	5	1
43	роль в жизни	1	1
44	приведем несколько примеров	1	1
45	мы уже говорили	5	1
46	в тех случаях	1	1
47	силу того что	1	1
48	итоги мы можем	1	1
49	подводя итоги мы	1	1
50	и прежде всего	1	1
51	в них и	1	1
52	на самом деле	1	1
53	не может быть	4	1
54	не только на	1	1
55	можно сказать что	2	1
56	и вступает в	1	1
57	также и в	1	1
58	на то что	1	1
59	тех случаях когда	1	1
60	в большинстве случаев	1	1
61	после того как	1	1
62	одной и той	1	1
63	еще не окончательно	1	1
64	друг с другом	1	1
65	не только то	1	1
66	самом же деле	1	1
