N	3gram	Voloshinov_1	Istorich
1	с другой стороны	2	8
2	о том что	1	5
3	так же как	1	4
4	с одной стороны	2	4
5	мы имеем в	1	4
6	тем не менее	3	4
7	в том что	4	4
8	этой точки зрения	3	3
9	с этой стороны	2	3
10	не может быть	7	3
11	в данном случае	2	3
12	то время как	1	2
13	но и в	1	2
14	может идти только	1	2
15	и здесь мы	1	2
16	до сих пор	3	2
17	но тем не	2	2
18	таким образом мы	1	2
19	в то время	1	2
20	но все же	1	2
21	как и в	1	2
22	мы увидим что	1	2
23	с точки зрения	2	1
24	и др все	1	1
25	по отношению к	11	1
26	в самом деле	1	1
27	еще не вполне	1	1
28	нам кажется что	1	1
29	же как и	1	1
30	то же самое	2	1
31	в нем и	1	1
32	они должны быть	1	1
33	в зависимости от	2	1
34	сама по себе	1	1
35	бы то ни	3	1
36	и та же	1	1
37	но все это	1	1
38	только там где	1	1
39	можно было бы	1	1
40	как мы уже	1	1
41	как если бы	4	1
42	и не в	3	1
43	говорит о том	1	1
44	на передний план	1	1
45	то ни было	3	1
46	и тот же	1	1
47	это один и	1	1
48	это не так	2	1
49	имеем дело с	1	1
50	все же не	1	1
51	вопросу о том	1	1
52	одна и та	1	1
53	и она не	1	1
54	от того в	1	1
55	один и тот	1	1
56	более или менее	1	1
57	но уже в	1	1
58	сих пор мы	1	1
59	или может быть	1	1
60	не может получить	1	1
61	для нас не	1	1
62	она не может	1	1
