N	3gram	Vygotskiy__3	Problema
1	и т д	4	10
2	то же самое	8	9
3	для того чтобы	8	8
4	в данном случае	2	8
5	на то что	12	8
6	о том что	3	5
7	в том что	11	5
8	на самом деле	2	4
9	только то что	2	4
10	и в своей	1	3
11	мы никогда не	1	3
12	более или менее	1	3
13	и если мы	1	3
14	с точки зрения	9	3
15	до сих пор	5	3
16	указывает на то	3	3
17	может быть и	1	3
18	то что он	2	3
19	во всяком случае	2	3
20	то что в	2	3
21	не только не	1	3
22	можно сказать что	1	3
23	с другой стороны	5	3
24	по этому поводу	1	3
25	вовсе не является	1	3
26	о том как	2	2
27	но как мы	1	2
28	но это только	1	2
29	как это мы	1	2
30	в самом деле	18	2
31	как мы увидим	2	2
32	это вовсе не	1	2
33	но если мы	1	2
34	то и другое	3	2
35	и то что	3	2
36	чем перейти к	1	2
37	и что в	1	2
38	так как они	1	2
39	и в этом	3	2
40	мы говорили выше	1	2
41	о которых мы	5	2
42	не может быть	1	2
43	того или иного	1	2
44	здесь не только	1	2
45	и как бы	2	2
46	мы увидим ниже	2	2
47	имел в виду	1	2
48	не потому что	1	2
49	с тем что	1	2
50	и в самом	10	2
51	или вернее сказать	1	2
52	можно было бы	1	2
53	подобно тому как	1	2
54	таким образом что	1	1
55	ни о каких	1	1
56	и может быть	1	1
57	а в известном	1	1
58	а между тем	1	1
59	а не к	1	1
60	в нем то	1	1
61	и насколько она	1	1
62	вместе с тем	2	1
63	как же быть?	1	1
64	не так уж	1	1
65	если бы оно	1	1
66	это все равно	1	1
67	внимание на то	1	1
68	которых мы говорили	2	1
69	не имеют никакого	1	1
70	совсем другое и	1	1
71	никогда не можем	1	1
72	и во всех	2	1
73	что все эти	1	1
74	в этом отношении	1	1
75	и т п	5	1
76	чтобы указать на	1	1
77	в сущности говоря	7	1
78	обратить внимание на	1	1
79	в основе своей	1	1
80	не то что	2	1
81	одно и то	2	1
82	как раз в	1	1
83	все это является	1	1
84	то время как	2	1
85	и о его	1	1
86	если бы мы	1	1
87	чтобы иллюстрировать эту	1	1
88	и то же	2	1
89	в которой они	1	1
90	и ничего не	1	1
91	это было бы	1	1
92	потому что она	1	1
93	в нас чувство	1	1
94	перед нами в	1	1
95	а вовсе не	2	1
96	мы говорили уже	1	1
97	того о чем	1	1
98	и до наших	1	1
99	мы уже видели	1	1
100	не было бы	1	1
101	вступает в свои	1	1
102	в свои права	1	1
103	том что такое	1	1
104	что в этой	2	1
105	заключается в том	6	1
106	в то время	2	1
107	в том чтобы	1	1
108	одного из них	2	1
109	и ни о	1	1
110	понять что же	1	1
111	мы можем сказать	1	1
112	она не только	1	1
113	и как мы	1	1
114	и все прочие	2	1
115	имеют никакого отношения	1	1
116	к тому что	2	1
117	в том и	1	1
118	никакого отношения к	1	1
119	не только то	1	1
120	мы уже указывали	1	1
121	никак не может	1	1
122	в разговоре с	1	1
123	к тому же	1	1
124	в котором самое	1	1
125	как мы видели	2	1
126	потому что эта	1	1
127	и в другом	2	1
