N	2gram	Tiupa_Hudo_1	Analitik
1	не только	16	22
2	тогда как	13	20
3	и в	19	18
4	как и	2	14
5	так и	11	14
6	в этом	11	14
7	и его	12	13
8	но и	10	13
9	том что	8	12
10	о блудном	1	12
11	в качестве	24	12
12	и не	15	12
13	в частности	13	12
14	при этом	13	11
15	коммуникативного события	2	11
16	блудном сыне	1	11
17	то есть	18	10
18	а в	12	10
19	как бы	9	10
20	повести белкина	1	9
21	что в	6	9
22	в тексте	9	9
23	может быть	14	9
24	со стороны	2	9
25	а не	9	9
26	в том	18	9
27	со своей	3	8
28	с его	6	8
29	всего лишь	4	8
30	своего рода	5	8
31	в миропорядке	8	8
32	блудного сына	1	8
33	не случайно	3	8
34	и даже	1	8
35	по отношению	9	7
36	в русской	3	7
37	как раз	3	7
38	в его	9	7
39	с другой	7	7
40	но не	11	7
41	отношению к	9	7
42	белкина как	1	6
43	еще не	3	6
44	в этой	2	6
45	он не	4	6
46	в их	5	6
47	не в	7	6
48	к тому	4	6
49	для него	4	6
50	о том	2	6
51	художественного целого	3	6
52	текста в	3	6
53	художественное целое	2	6
54	того же	2	5
55	той же	1	5
56	мы имеем	6	5
57	как правило	2	5
58	в самом	5	5
59	заключительной повести	1	5
60	в случае	1	5
61	лишь в	4	5
62	в слове	3	5
63	креативная компетенция	1	5
64	однако в	4	5
65	в мире	21	5
66	или иной	7	5
67	в сущности	1	5
68	что и	2	5
69	между тем	4	5
70	уже не	4	5
71	в конце	1	5
72	никогда не	2	5
73	и т.п	4	5
74	в свою	3	5
75	прежде всего	4	5
76	я в	11	5
77	не является	4	5
78	такого рода	10	5
79	в результате	1	5
80	другой стороны	5	5
81	представляет собой	10	5
82	этого текста	2	4
83	принадлежит к	3	4
84	и на	2	4
85	столь же	1	4
86	что он	3	4
87	отнюдь не	2	4
88	в своем	2	4
89	и как	3	4
90	по пути	4	4
91	и к	3	4
92	таким образом	3	4
93	приводит к	5	4
94	в итоге	2	4
95	коммуникативной стратегии	2	4
96	в притче	2	4
97	состоит в	16	4
98	по себе	2	4
99	тем самым	4	4
100	картина мира	5	4
101	картины мира	3	4
102	в одном	2	4
103	имеем дело	2	4
104	ли не	1	4
105	не менее	3	4
106	свою очередь	2	4
