N	3gram	Trubetskoy_1	Komedia
1	к тому же	1	10
2	в том что	7	5
3	за то что	1	4
4	вместе с тем	3	4
5	о том что	2	4
6	для того чтобы	6	4
7	по отношению к	1	3
8	в том числе	1	3
9	в связи с	1	3
10	то же время	10	3
11	в то же	10	3
12	в силу этого	1	2
13	нельзя отрицать что	1	2
14	до сих пор	5	2
15	бы то ни	4	2
16	то ни было	1	2
17	во всяком случае	6	2
18	к тому что	2	2
19	можно было бы	3	2
20	друг с другом	14	2
21	надо признать что	2	2
22	речь идет о	1	2
23	должны были бы	1	1
24	к участию в	1	1
25	сводится к тому	1	1
26	само собой разумеется	1	1
27	одной из этих	1	1
28	в самом деле	1	1
29	в том же	1	1
30	как видно из	1	1
31	с точки зрения	9	1
32	только в том	2	1
33	том случае если	3	1
34	с самого начала	1	1
35	о том чтобы	2	1
36	том числе и	1	1
37	основе его лежит	1	1
38	ни у кого	1	1
39	точно так же	2	1
40	в том случае	4	1
41	и во всяком	2	1
42	как бы то	1	1
43	той или иной	3	1
44	то хотя бы	1	1
45	та или другая	1	1
46	без зазрения совести	1	1
47	таким же образом	2	1
48	в полной мере	1	1
49	и в том	2	1
50	не может быть	4	1
51	между тем у	1	1
52	она могла бы	1	1
53	того или иного	2	1
54	более или менее	4	1
55	что он не	2	1
56	в основе его	1	1
57	в свою очередь	1	1
58	у него на	1	1
59	речь шла о	1	1
60	но все же	1	1
61	друг от друга	2	1
62	тем более что	1	1
63	в большинстве случаев	2	1
64	с другом и	2	1
65	тем не менее	1	1
66	том что для	1	1
