N	3gram	Losev_Vesc_1	Vladivir
1	в том что	4	9
2	во всяком случае	2	6
3	в то время	1	6
4	тем не менее	3	6
5	и то что	3	5
6	по крайней мере	4	4
7	содержит в себе	4	4
8	как мы знаем	1	4
9	дело в том	2	3
10	более или менее	1	3
11	с точки зрения	3	3
12	в то же	1	3
13	не в том	1	3
14	в конце концов	2	3
15	так или иначе	4	3
16	о том что	4	3
17	даже больше того	4	2
18	между прочим и	1	2
19	на то что	2	2
20	можно было бы	1	2
21	как бы его	1	2
22	только и может	1	2
23	сам по себе	3	2
24	в данном случае	2	2
25	в том чтобы	1	2
26	не только в	4	2
27	в свою очередь	4	2
28	а в том	1	2
29	не то что	1	2
30	само по себе	1	2
31	заключается в том	1	2
32	мы будем говорить	1	2
33	в своем месте	1	2
34	по существу же	1	1
35	но что это	1	1
36	что иное как	7	1
37	не может не	1	1
38	да и в	1	1
39	иной раз уже	1	1
40	оно может быть	1	1
41	и во всяком	1	1
42	и в частности	1	1
43	равно как и	2	1
44	материю и в	1	1
45	мы уже сказали	1	1
46	но то что	1	1
47	но даже и	2	1
48	крайней мере в	1	1
49	как раз и	1	1
50	и кроме того	1	1
51	тот же самый	1	1
52	до сих пор	1	1
53	все дело заключается	1	1
54	бы то ни	4	1
55	только то что	2	1
56	в этом отношении	1	1
57	в собственном смысле	2	1
58	кроме того что	1	1
59	и все существующее	1	1
60	необходимо сказать даже	1	1
61	от всего прочего	5	1
62	что все это	1	1
63	было также и	1	1
64	и не в	1	1
65	вместе с тем	1	1
66	также и для	1	1
67	и тем не	1	1
68	не то в	1	1
69	но что значит	1	1
70	в ней не	1	1
71	было бы вообще	1	1
72	в самом начале	1	1
73	в подлинном смысле	1	1
74	было бы и	3	1
75	сказать даже больше	2	1
76	а в с	1	1
77	не содержит в	1	1
78	остановиться только на	1	1
79	совершенно ясно и	1	1
80	заключается не в	1	1
81	и как бы	1	1
82	то время как	1	1
83	с ним и	1	1
84	бы его ни	1	1
85	в с а	1	1
86	от нас в	1	1
87	для этого нужно	2	1
88	не может быть	6	1
89	и даже вообще	1	1
90	в свое время	2	1
91	всего прочего и	1	1
92	и того что	1	1
93	ничего не было	1	1
94	их может только	1	1
95	то что я	2	1
96	в той же	1	1
97	у него и	1	1
98	нужно было бы	1	1
99	но и она	1	1
100	случае мы не	1	1
101	но только в	1	1
102	здесь как и	1	1
103	содержат в себе	1	1
104	это значит что	19	1
105	нельзя было сказать	1	1
106	в самом деле	4	1
107	с этой стороны	1	1
108	можно сказать что	3	1
109	нужно сказать что	1	1
110	только тогда когда	2	1
111	также и то	1	1
112	в последние годы	2	1
113	именно в смысле	1	1
114	вещей но это	1	1
115	то в чем	1	1
116	смысла и больше	1	1
117	и больше ничего	8	1
118	не что иное	7	1
119	как бы мы	1	1
120	для того чтобы	2	1
121	в себе в	2	1
122	взятый сам по	1	1
123	в отрыве от	2	1
124	и т д	19	1
