N	4gram	Potebnia_M_3	Psycholo
1	заключается в том что	1	7
2	одной и той же	2	4
3	и в самом деле	1	4
4	только в том случае	1	4
5	в том что он	2	3
6	в том что она	1	3
7	в то время как	1	2
8	в то же время	5	2
9	бросается в глаза что	1	1
10	но и в том	1	1
11	в том смысле что	1	1
12	одно и то же	5	1
13	одна и та же	1	1
14	друг с другом и	1	1
15	но опыт показывает что	1	1
16	на каждом шагу в	1	1
17	и в том что	2	1
18	что в то время	3	1
19	а между тем в	1	1
20	слова в этом отношении	1	1
21	в силу того что	1	1
22	в произведении искусства и	1	1
23	не само по себе	1	1
24	один и тот же	1	1
25	может и не иметь	1	1
26	вместе с тем и	2	1
