N	3gram	Medvedev_F_1	Psycholo
1	в том что	1	11
2	с точки зрения	13	9
3	мы видим что	1	7
4	мы увидим что	1	7
5	все то что	1	6
6	заключается в том	1	6
7	с самого начала	1	6
8	до сих пор	6	5
9	и т п	4	5
10	с одной стороны	4	5
11	с другой стороны	1	5
12	и т д	8	4
13	и в этом	2	3
14	как если бы	2	3
15	она должна быть	1	3
16	не можем не	1	2
17	а вовсе не	2	2
18	на самом деле	6	2
19	должен был бы	1	2
20	и во всех	1	2
21	как мы увидим	2	2
22	вместе с тем	1	2
23	в данном случае	1	2
24	смысле этого слова	3	2
25	и как бы	1	2
26	все более и	2	2
27	во всяком случае	4	2
28	в лучшем случае	3	2
29	мы не можем	2	2
30	в свою очередь	6	2
31	более и более	2	2
32	к тому что	1	2
33	по аналогии с	3	2
34	все же в	1	2
35	как мы видели	2	2
36	совсем не так	1	1
37	но все же	1	1
38	идет о самом	1	1
39	более или менее	6	1
40	как и всякое	1	1
41	и может быть	1	1
42	в том и	1	1
43	его в сторону	1	1
44	том и заключается	1	1
45	того или иного	2	1
46	а не из	1	1
47	как и все	2	1
48	в зависимости от	2	1
49	в ней как	1	1
50	в отличие от	1	1
51	между этими двумя	1	1
52	прав когда он	1	1
53	точном смысле этого	1	1
54	в этом отношении	1	1
55	и заключается что	1	1
56	несмотря на их	1	1
57	может быть и	3	1
58	согласиться с тем	1	1
59	с этой точки	1	1
60	так сказать в	1	1
61	в применении к	2	1
62	здесь нет и	1	1
63	где она была	1	1
64	в двух направлениях	1	1
65	дело идет о	2	1
66	в своей основе	1	1
67	в той же	1	1
68	состоит в том	1	1
69	как один из	1	1
70	если бы оно	2	1
71	в точном смысле	1	1
72	в целом ряде	2	1
73	автор все время	1	1
74	здесь не оказывается	1	1
75	самом деле в	1	1
76	не могла не	1	1
77	этой точки зрения	1	1
78	и к ней	1	1
79	было дано в	1	1
80	по сравнению с	1	1
81	каждого из этих	1	1
82	в том чтобы	2	1
83	хотя бы в	1	1
84	не только не	2	1
85	к тому чтобы	1	1
86	каждой из них	1	1
87	и вступает в	1	1
88	нет у нас	1	1
89	в предисловии к	1	1
90	не может быть	5	1
91	на то чтобы	1	1
92	в высшей степени	1	1
93	не в этом	1	1
94	и здесь не	1	1
