N	2gram	Tiupa_Anal_2	Myshleni
1	в том	12	42
2	том что	12	35
3	таким образом	2	25
4	в этом	18	24
5	точки зрения	4	24
6	в качестве	11	21
7	и в	16	20
8	что в	2	19
9	заключается в	1	18
10	то же	4	16
11	не только	16	15
12	то что	7	15
13	мышления и	1	14
14	как мы	3	13
15	в их	3	12
16	при этом	10	12
17	может быть	6	12
18	с другой	6	12
19	потому что	1	12
20	с точки	2	11
21	в его	2	11
22	так же	2	11
23	этого слова	3	11
24	в целом	8	11
25	мы должны	1	11
26	и то	3	10
27	на основе	2	10
28	в себе	7	10
29	в отношении	1	10
30	того что	2	10
31	мы видим	1	10
32	только в	4	10
33	так как	1	10
34	того же	4	9
35	и как	1	9
36	как и	14	9
37	между тем	2	9
38	мы могли	1	9
39	что и	3	9
40	тот же	1	9
41	с одной	5	9
42	слова в	1	9
43	одной стороны	4	9
44	как это	6	9
45	другой стороны	2	9
46	но и	12	9
47	и тем	4	8
48	было бы	3	8
49	этом смысле	2	8
50	тогда когда	1	8
51	и что	1	8
52	вместе с	2	8
53	и не	12	8
54	в результате	3	8
55	самом деле	1	7
56	один и	1	7
57	и тот	1	7
58	в своей	2	7
59	и более	1	7
60	тем самым	4	7
61	с другом	1	7
62	могут быть	10	7
63	же самое	1	7
64	тем что	3	7
65	этом отношении	3	7
66	а не	10	7
67	как бы	10	7
68	друг с	1	7
69	в самом	6	6
70	той же	2	6
71	и на	6	6
72	тому же	4	6
73	одно и	1	6
74	те же	2	6
75	к одному	1	6
76	на каждом	1	6
77	по своей	1	6
78	к тому	7	6
79	можно было	3	6
80	в силу	1	6
81	его в	2	6
82	уже в	1	6
83	не может	4	6
84	такого рода	2	6
85	слово в	1	6
86	сказать что	2	6
87	речь идет	2	5
88	мы уже	1	5
89	как в	4	5
90	перед нами	1	5
91	и к	5	5
92	в действительности	3	5
93	все эти	1	5
94	на то	2	5
95	это не	1	5
96	только не	4	5
97	и его	4	5
98	не является	1	5
99	никогда не	3	5
100	так и	15	5
101	если бы	3	5
102	о том	7	5
103	не совпадают	1	5
104	в частности	16	5
105	слова и	1	5
106	тем же	1	4
107	в сущности	4	4
108	в своем	4	4
109	как уже	3	4
110	его к	1	4
111	в нашем	3	4
112	и те	1	4
113	как он	1	4
114	ключ к	3	4
115	состоит в	8	4
116	первую очередь	1	4
117	с этой	1	4
118	в первую	1	4
119	в ходе	4	4
120	и при	1	4
121	которые в	1	4
122	не в	4	4
123	тому что	1	4
124	что с	2	4
125	роль в	2	4
126	только что	1	4
127	в сознании	4	4
128	по выражению	2	4
129	из них	3	4
130	в речи	3	4
131	обратимся к	1	4
132	и для	2	4
133	для нас	1	4
134	к этому	2	4
135	этой точки	1	4
136	как известно	1	3
137	идет о	1	3
138	на место	1	3
139	в виду	1	3
140	но скорее	1	3
141	столь же	4	3
142	в чем	1	3
143	тем как	1	3
144	себе и	1	3
145	отнюдь не	8	3
146	когда он	1	3
147	следующим образом	1	3
148	но в	6	3
149	в которой	1	3
150	представляет собой	8	3
151	в этой	9	3
152	на его	3	3
153	на этом	4	3
154	что все	2	3
155	в совершенно	1	3
156	по смыслу	1	3
157	обоих случаях	2	3
158	ни в	1	3
159	в один	4	3
160	в этих	2	3
161	одним и	1	3
162	равной мере	1	3
163	нас к	2	3
164	не менее	4	3
165	в обоих	2	3
166	и является	4	3
167	связи с	1	3
168	и другой	1	3
169	мышления которое	1	3
170	приводит к	3	3
171	внимание на	2	3
172	и во	2	3
173	один из	2	3
174	одной из	3	3
175	но не	4	3
176	в какой	1	3
177	одни и	1	3
178	себя в	2	3
179	так что	3	3
180	в равной	1	3
181	не означает	1	3
182	со стороны	3	3
183	на этот	2	3
184	именно в	3	3
185	только к	1	3
186	в связи	1	3
187	по существу	2	3
188	этом случае	4	3
189	научного мышления	1	3
190	формой мышления	1	3
191	бы в	3	3
192	совершенно не	1	3
193	по одному	1	3
194	точно так	1	3
195	также и	1	2
196	переход от	1	2
197	относятся к	1	2
198	между двумя	4	2
199	едва ли	3	2
200	мы имеем	3	2
201	с более	1	2
202	они могут	1	2
203	место в	3	2
204	между этими	1	2
205	отличие от	2	2
206	и речи	1	2
207	как говорит	2	2
208	стороны и	1	2
209	слова он	1	2
210	привести к	1	2
211	из этих	1	2
212	в известном	1	2
213	не есть	2	2
214	в наших	1	2
215	вообще не	2	2
216	в нем	1	2
217	всех остальных	1	2
218	раз в	1	2
219	содержит в	3	2
220	свое время	1	2
221	подобно тому	3	2
222	в каждом	1	2
223	а затем	2	2
224	же не	2	2
225	и второй	2	2
226	входит в	1	2
227	в ином	1	2
228	к которым	1	2
229	далеко не	1	2
230	такой же	1	2
231	и тогда	1	2
232	нисколько не	1	2
233	со всей	1	2
234	или иному	1	2
235	таким же	1	2
236	в следующем	1	2
237	в отличие	2	2
238	том же	1	2
239	что этот	1	2
240	что те	1	2
241	может служить	1	2
242	не имеет	2	2
243	на котором	2	2
244	в противоречие	1	2
245	это слово	1	2
246	же слова	1	2
247	уже и	2	2
248	что на	3	2
249	мы узнаем	2	2
250	ли не	2	2
251	отличается от	1	2
252	указывает на	1	2
253	он видит	1	2
254	что при	1	2
255	и он	2	2
256	свою очередь	1	2
257	и сами	1	2
258	данном случае	5	2
259	никак не	2	2
260	еще не	2	2
261	где каждый	1	2
262	они возникают	1	2
263	является по	1	2
264	и здесь	1	2
265	и т.д	3	2
266	всем протяжении	1	2
267	а также	7	2
268	может не	1	2
269	к нему	1	2
270	вслед за	2	2
271	что здесь	1	2
272	настоящего исследования	1	2
273	на всем	1	2
274	вопроса о	1	2
275	по законам	1	2
276	целого ряда	1	2
277	для него	4	2
278	представить себе	1	2
279	тогда как	19	2
280	у него	4	2
281	которые могут	1	2
282	только на	3	2
283	и тех	1	2
284	с той	2	2
285	прежде всего	3	2
286	если не	1	2
287	противоречие с	1	2
288	в данном	8	2
289	целом ряде	1	2
290	тому как	3	2
291	самого себя	1	2
292	том смысле	1	2
293	даже в	2	2
294	в начале	1	2
295	тому или	1	2
296	и т.п	8	2
297	а в	3	2
298	нам не	1	2
299	в свою	1	2
300	не знает	3	2
301	в свое	1	2
302	а другой	1	2
303	это в	1	2
304	который не	1	2
305	в таком	2	2
306	и наиболее	1	1
307	слова которые	1	1
308	выражения в	1	1
309	получает в	1	1
310	тех же	1	1
311	в приведенном	1	1
312	способно привести	1	1
313	отношения между	1	1
314	на две	3	1
315	и больше	1	1
316	его не	1	1
317	а как	2	1
318	который в	1	1
319	между его	1	1
320	совпадает с	4	1
321	говорить о	6	1
322	что иное	1	1
323	я не	1	1
324	но даже	1	1
325	ему в	3	1
326	что оба	1	1
327	когда речь	1	1
328	собой в	2	1
329	игре на	1	1
330	иное как	1	1
331	быть в	1	1
332	во всех	4	1
333	как правило	4	1
334	совсем не	1	1
335	то он	1	1
336	не все	1	1
337	по отношению	4	1
338	отличаются от	1	1
339	включающий в	1	1
340	и я	2	1
341	что хотя	1	1
342	на смену	3	1
343	нож и	1	1
344	в акте	1	1
345	независимо от	1	1
346	что касается	3	1
347	однако не	1	1
348	как внешнее	1	1
349	уже содержит	1	1
350	имеет в	1	1
351	следует сказать	1	1
352	но эта	2	1
353	оказывается как	1	1
354	бы не	1	1
355	не оставляет	1	1
356	к самому	1	1
357	за порогом	1	1
358	мышлением что	1	1
359	но на	1	1
360	так сказать	1	1
361	по-видимому не	1	1
362	в статье	1	1
363	он не	2	1
364	в первой	3	1
365	себе не	2	1
366	действительности и	1	1
367	переходит от	2	1
368	означает в	1	1
369	принадлежащих к	1	1
370	что одно	1	1
371	характер в	1	1
372	и по	1	1
373	его можно	1	1
374	прежде чем	1	1
375	или иных	2	1
376	без исключения	1	1
377	что она	2	1
378	может остаться	1	1
379	в одну	2	1
380	только дело	1	1
381	распространяется на	1	1
382	нам остается	1	1
383	слова или	1	1
384	на этой	2	1
385	является по-видимому	1	1
386	столь различных	2	1
387	чем выше	1	1
388	то все	1	1
389	этот раз	1	1
390	эту особенность	1	1
391	обнаруживается и	1	1
392	которой он	1	1
393	ведет к	1	1
394	ситуации но	1	1
395	в такой	1	1
396	это делает	1	1
397	с потенциальным	1	1
398	не столько	3	1
399	не как	1	1
400	своего рода	12	1
401	взгляд на	1	1
402	предполагает не	2	1
403	в основном	1	1
404	вообще но	1	1
405	обнаруживается в	1	1
406	в одном	2	1
