N	2gram	Tiupa_Narr_1	formyVre
1	и в	11	50
2	то есть	9	33
3	в романе	2	32
4	в этом	12	25
5	в нем	4	24
6	человека в	2	17
7	и его	10	16
8	в литературе	4	16
9	прежде всего	4	15
10	как мы	2	14
11	и не	23	14
12	в его	6	13
13	как раз	6	13
14	так и	5	12
15	то же	8	11
16	мы уже	1	11
17	таким образом	1	11
18	может быть	15	11
19	и как	3	10
20	но в	7	10
21	времени и	9	10
22	с его	4	9
23	роль в	2	9
24	не только	31	9
25	в то	4	9
26	ничего не	2	9
27	же время	4	9
28	в том	8	9
29	в конце	2	9
30	в особенности	2	9
31	и т	1	8
32	того же	1	8
33	и на	5	8
34	в самом	6	8
35	жизни в	2	8
36	его жизни	3	8
37	но и	27	8
38	как и	13	8
39	жизни и	6	8
40	это время	1	7
41	так сказать	2	7
42	времени в	2	7
43	не было	3	7
44	героя и	2	7
45	например в	1	6
46	между двумя	5	6
47	во всех	1	6
48	как в	4	6
49	с этим	1	6
50	все же	4	6
51	лишь в	3	6
52	это не	3	6
53	и того	2	6
54	в их	1	6
55	так как	1	6
56	с ее	2	6
57	в ее	1	6
58	связи с	2	6
59	в жизни	3	6
60	у него	7	6
61	то что	9	6
62	человеческой жизни	2	6
63	в частности	14	6
64	не может	8	6
65	так же	1	6
66	в результате	2	6
67	и все	3	6
68	отношению к	3	5
69	и до	1	5
70	еще не	4	5
71	но не	4	5
72	отнюдь не	2	5
73	и у	1	5
74	не в	6	5
75	он не	3	5
76	значение в	1	5
77	жизни но	2	5
78	хронотопа в	1	5
79	одного и	1	5
80	того чтобы	4	5
81	точки зрения	5	5
82	не могло	2	5
83	могут быть	1	5
84	но все	1	5
85	в пределах	2	5
86	в образе	1	5
87	если бы	7	5
88	до нас	1	5
89	в пространстве	3	5
90	для того	3	5
91	в связи	2	5
92	наряду с	1	5
93	что в	3	5
94	и то	3	4
95	мы и	1	4
96	в ней	4	4
97	в своем	3	4
98	раз в	2	4
99	но на	1	4
100	чтобы они	1	4
101	и с	3	4
102	том что	7	4
103	в котором	1	4
104	не имеет	2	4
105	потому что	5	4
106	к себе	4	4
107	здесь не	2	4
108	было и	2	4
109	могло быть	1	4
110	только в	12	4
111	между этими	1	4
112	и т.п	8	4
113	до конца	2	4
114	в присутствии	2	4
115	в той	2	4
116	своей жизни	1	4
117	все это	1	4
118	между собой	2	4
119	и для	2	4
120	том числе	1	4
121	мы не	3	3
122	в сущности	2	3
123	событий и	1	3
124	в виду	1	3
125	значение и	1	3
126	по отношению	3	3
127	хотя и	4	3
128	со своей	1	3
129	в себе	6	3
130	при этом	19	3
131	одно и	2	3
132	его в	1	3
133	входит в	2	3
134	с другими	1	3
135	для них	2	3
136	и уже	1	3
137	между ними	2	3
138	в этих	2	3
139	что было	1	3
140	их в	3	3
141	но они	3	3
142	друг друга	2	3
143	жизни не	1	3
144	этом отношении	3	3
145	к тому	6	3
146	нас в	2	3
147	нем не	1	3
148	что и	1	3
149	в форме	2	3
150	один из	6	3
151	одной из	1	3
152	во времени	9	3
153	и ее	3	3
154	с одной	1	3
155	со всеми	1	3
156	в качестве	14	3
157	только на	2	3
158	же в	2	3
159	в начале	3	3
160	в одном	4	3
161	до сих	2	3
162	именно в	3	3
163	мы еще	1	3
164	что не	2	3
165	с тем	1	3
166	а не	13	3
167	мира в	4	3
168	на фоне	1	3
169	вместе с	2	3
170	и потому	1	3
171	да и	2	3
172	сих пор	2	3
173	или в	6	3
174	еще более	1	3
175	а в	13	3
176	не знает	1	3
177	сказать что	2	3
178	имеет место	4	3
179	они не	1	3
180	к этому	1	3
181	в таком	2	3
182	во всяком	2	3
183	также и	3	2
184	обычно в	1	2
185	же как	1	2
186	тех же	1	2
187	к своей	1	2
188	в строгом	1	2
189	той же	1	2
190	жизни по	1	2
191	принадлежит к	1	2
192	на себя	4	2
193	жизни это	1	2
194	момент в	1	2
195	в различных	1	2
196	в чем	2	2
197	природы и	1	2
198	эпизоды в	3	2
199	как если	2	2
200	на другой	5	2
201	мы будем	1	2
202	а только	1	2
203	друг на	2	2
204	не входит	1	2
205	в центре	3	2
206	для всех	1	2
207	встречи с	2	2
208	и к	1	2
209	мир и	1	2
210	в целом	3	2
211	тому же	6	2
212	в нашем	3	2
213	как бы	6	2
214	как он	1	2
215	всей его	1	2
216	и еще	2	2
217	не как	1	2
218	новое и	1	2
219	уже не	8	2
220	его от	1	2
221	и по	1	2
222	ее по	1	2
223	об этом	6	2
224	ясно что	1	2
225	с большей	1	2
226	жизни то	1	2
227	на друга	2	2
228	автора и	1	2
229	и всей	1	2
230	для него	4	2
231	в своей	5	2
232	с точки	1	2
233	оказывается что	1	2
234	в отличие	2	2
235	в которых	1	2
236	точку зрения	1	2
237	необходимо чтобы	1	2
238	по себе	4	2
239	раз и	1	2
240	дело в	2	2
241	этот тип	1	2
242	никогда не	4	2
243	это то	1	2
244	к ней	1	2
245	и является	2	2
246	во всем	1	2
247	так называемый	1	2
248	человека так	1	2
249	не столь	2	2
250	числе и	1	2
251	той или	5	2
252	оно не	2	2
253	здесь также	1	2
254	как по	1	2
255	и вообще	1	2
256	с ним	2	2
257	или иной	4	2
258	в глаза	1	2
259	а также	6	2
260	в значительной	1	2
261	во втором	6	2
262	там где	1	2
263	того что	4	2
264	быть и	2	2
265	в стороне	1	2
266	уже в	1	2
267	в данной	1	2
268	мировую литературу	1	2
269	его и	2	2
270	отношение к	1	2
271	к ним	2	2
272	не о	2	2
273	отличие от	2	2
274	тем что	1	2
275	существенную роль	1	2
276	и даже	2	2
277	даже не	1	2
278	о своей	2	2
279	с другой	2	2
280	не обязательно	1	2
281	далеко не	1	2
282	еще и	1	2
283	соответствии с	4	2
284	в соответствии	5	2
285	одной стороны	1	2
286	и стал	2	2
287	на литературу	1	2
288	он только	1	2
289	время оно	1	2
290	что мы	2	2
291	с помощью	1	2
292	другой день	3	2
293	его на	1	2
294	этого момента	1	2
295	в данном	11	2
296	к жизни	2	2
297	на минуту	1	2
298	слова и	1	2
299	но для	3	2
300	в более	1	2
301	не является	3	2
302	одна из	4	2
303	в мировой	1	2
304	началом и	1	2
305	как она	2	2
306	человек и	1	2
307	в исторический	1	2
308	для нас	1	2
309	у них	1	2
310	хотя бы	2	2
311	становления в	1	2
312	или не	4	2
313	была бы	1	2
314	совершенно не	1	2
315	в свою	2	2
316	в которой	1	2
317	и наиболее	1	1
318	одним из	1	1
319	и через	2	1
320	пространстве его	1	1
321	идет о	3	1
322	и есть	1	1
323	ему что	1	1
324	которое мы	1	1
325	тем же	2	1
326	сохраняется но	1	1
327	в зависимости	2	1
328	по его	1	1
329	приобрели бы	1	1
330	из всех	1	1
331	мы имеем	3	1
332	нами был	1	1
333	и само	1	1
334	субъект действия	1	1
335	входит как	1	1
336	не вполне	2	1
337	и чужого	2	1
338	из того	1	1
339	не происходит	1	1
340	не совсем	1	1
341	зависимости от	2	1
342	и он	6	1
343	и много	1	1
344	он был	1	1
345	он сам	3	1
346	события в	2	1
347	самом деле	3	1
348	данном случае	8	1
349	но как	3	1
350	преимущественно как	1	1
351	в спальню	1	1
352	свою жизнь	1	1
353	же времени	1	1
354	же мало	1	1
355	и я	1	1
356	к истинному	1	1
357	человеческого бытия	1	1
358	о жизни	1	1
359	мотивов в	1	1
360	что касается	2	1
361	перед нами	5	1
362	в событие	2	1
363	в полном	1	1
364	и наконец	1	1
365	и сам	1	1
366	самом начале	1	1
367	он на	1	1
368	творчества от	1	1
369	не приходится	1	1
370	та же	2	1
371	из жизни	1	1
372	в разнообразных	1	1
373	что это	1	1
374	ни один	1	1
375	бы не	1	1
376	из этих	4	1
377	тоже не	1	1
378	в этой	6	1
379	и тот	1	1
380	видим и	1	1
381	мира но	1	1
382	на то	2	1
383	не могла	2	1
384	человек не	1	1
385	стремится к	1	1
386	к герою	1	1
387	заключительные замечания	1	1
388	она входит	1	1
389	что еще	1	1
390	в корне	1	1
391	именно этим	1	1
392	в человеческой	1	1
393	домов и	1	1
394	значительной степени	1	1
