N	2gram	Losev_Vesc_1	Myslijsy
1	потому что	16	52
2	и в	21	39
3	в языке	1	33
4	может быть	16	27
5	в том	8	26
6	только в	14	25
7	не может	17	22
8	что в	9	22
9	не только	36	21
10	так как	7	21
11	а не	19	21
12	в нем	2	20
13	но и	18	20
14	и не	29	18
15	язык есть	2	17
16	том что	8	16
17	так что	5	16
18	в этом	4	15
19	не в	5	15
20	если бы	5	14
21	в себе	14	13
22	таким образом	8	13
23	так и	3	13
24	было бы	14	12
25	есть только	7	11
26	мы не	6	10
27	по себе	13	10
28	и что	15	10
29	то что	27	10
30	что не	5	10
31	не есть	49	10
32	и понимания	2	9
33	но в	5	9
34	как и	8	9
35	тогда когда	5	9
36	могут быть	1	9
37	для нас	2	9
38	мысли и	3	9
39	тем что	2	9
40	но не	5	8
41	в мысли	3	8
42	в слове	2	8
43	точки зрения	5	8
44	в одном	2	8
45	того что	8	8
46	со стороны	5	8
47	вместе с	1	8
48	в ней	12	7
49	в истории	1	7
50	с этим	3	7
51	это не	5	7
52	в этих	1	7
53	должны быть	4	7
54	то и	4	7
55	с другой	6	7
56	должно быть	6	7
57	и т	19	6
58	то же	6	6
59	независимо от	5	6
60	все же	4	6
61	и как	8	6
62	при этом	1	6
63	и по	1	6
64	от нее	2	6
65	между собою	6	6
66	не менее	3	6
67	тем не	3	6
68	что на	2	6
69	языка в	1	6
70	что и	3	6
71	еще не	8	6
72	как бы	12	6
73	в первом	2	5
74	с в	2	5
75	то это	3	5
76	во всех	2	5
77	только тогда	3	5
78	то в	4	5
79	с тем	5	5
80	несмотря на	1	5
81	и его	2	5
82	язык и	1	5
83	во втором	2	5
84	в его	2	5
85	для всех	1	5
86	языка как	2	5
87	вовсе не	10	5
88	что человек	1	5
89	души и	1	5
90	зависит от	1	5
91	языка не	1	5
92	так же	1	5
93	и потому	5	5
94	быть только	3	5
95	но это	10	5
96	и для	9	5
97	из себя	3	5
98	а в	4	5
99	другой стороны	2	5
100	вопрос о	1	4
101	есть нечто	6	4
102	с но	2	4
103	бы ни	2	4
104	а только	3	4
105	из этих	1	4
106	т д	19	4
107	мы видели	1	4
108	том смысле	1	4
109	тем самым	1	4
110	однако в	1	4
111	в то	3	4
112	а так	2	4
113	никогда не	2	4
114	и притом	3	4
115	во всем	1	4
116	к тому	3	4
117	свою очередь	4	4
118	остается только	1	4
119	объективности и	1	4
120	бы в	5	4
121	с нею	18	4
122	для него	4	4
123	само по	1	4
124	в более	1	4
125	не было	1	4
126	и даже	6	4
127	в действительности	7	4
128	прежде всего	9	4
129	что мы	14	4
130	тому как	4	4
131	самого себя	1	4
132	быть не	4	4
133	слова и	5	4
134	в смысле	12	4
135	от того	3	4
136	мы видим	2	4
137	в свою	4	4
138	в своих	1	4
139	того же	5	3
140	только потому	1	3
141	должна быть	4	3
142	что если	1	3
143	и то	10	3
144	явлений и	1	3
145	очевидно что	1	3
146	сама по	3	3
147	относится к	5	3
148	что как	1	3
149	в своем	6	3
150	хотя и	4	3
151	в самом	9	3
152	что это	13	3
153	думать что	1	3
154	подобно тому	4	3
155	не из	2	3
156	то ни	4	3
157	что все	2	3
158	той же	2	3
159	и с	8	3
160	а его	1	3
161	заключается в	1	3
162	и тем	3	3
163	в жизни	3	3
164	в этой	3	3
165	во внимание	1	3
166	не мог	1	3
167	восприятия и	1	3
168	не так	1	3
169	в своей	5	3
170	и без	3	3
171	с точки	3	3
172	бытия и	2	3
173	тому что	2	3
174	она не	4	3
175	для того	2	3
176	и другое	4	3
177	с и	1	3
178	находятся в	1	3
179	как она	4	3
180	оно не	3	3
181	для себя	5	3
182	и это	14	3
183	том как	1	3
184	с ним	8	3
185	разница между	1	3
186	и во	3	3
187	с одной	3	3
188	из которого	1	3
189	судить о	4	3
190	если мы	8	3
191	только на	3	3
192	есть уже	1	3
193	одно из	1	3
194	и их	7	3
195	никто не	1	3
196	представить себе	1	3
197	могло бы	1	3
198	нужно было	2	3
199	но оно	1	3
200	в самой	2	3
201	одной стороны	3	3
202	и след	5	3
203	этим последним	1	3
204	к которому	1	3
205	оно и	4	3
206	и от	3	3
207	она может	4	3
208	об отношении	1	3
209	о котором	1	3
210	то не	4	3
211	и все	5	3
212	мы должны	2	3
213	хотя в	1	3
214	сказать что	17	3
215	по поводу	1	3
216	во всяком	3	3
217	в применении	1	2
218	чтобы не	1	2
219	но тогда	3	2
220	и есть	26	2
221	есть не	14	2
222	в сущности	4	2
223	себя а	1	2
224	бы то	4	2
225	которое он	1	2
226	то мы	2	2
227	ощущения и	1	2
228	то он	1	2
229	мы будем	1	2
230	одном и	1	2
231	не все	1	2
232	для всякого	2	2
233	тогда как	1	2
234	что дух	1	2
235	что именно	1	2
236	в течение	1	2
237	могли бы	1	2
238	на что	1	2
239	в которой	1	2
240	образом и	1	2
241	думаем что	1	2
242	но без	1	2
243	есть как	3	2
244	в гумбольдт	1	2
245	бы только	1	2
246	на то	4	2
247	но на	2	2
248	не могла	1	2
249	и если	2	2
250	все ее	1	2
251	теории и	1	2
252	по крайней	4	2
253	мы можем	4	2
254	in der	2	2
255	к одному	3	2
256	оно должно	1	2
257	в понятии	4	2
258	и более	1	2
259	из него	1	2
260	с этой	4	2
261	могла бы	3	2
262	когда уже	1	2
263	мог бы	5	2
264	жизни человека	1	2
265	но уже	3	2
266	о которых	1	2
267	что природа	1	2
268	бы было	1	2
269	переходим к	1	2
270	в один	1	2
271	и того	2	2
272	одного и	1	2
273	но если	8	2
274	таким же	1	2
275	слова в	2	2
276	но он	2	2
277	это будет	3	2
278	если и	1	2
279	к языку	1	2
280	от нас	1	2
281	и всегда	1	2
282	дело в	4	2
283	к новым	1	2
284	что иное	7	2
285	того чтобы	3	2
286	нам и	1	2
287	только не	2	2
288	следовательно и	1	2
289	в разных	4	2
290	связанное с	1	2
291	к ней	2	2
292	ее с	5	2
293	из того	2	2
294	как будто	1	2
295	не потому	6	2
296	в движении	1	2
