N	2gram	Vygotskiy__1	Mirosoze
1	и в	31	46
2	в нем	2	22
3	у него	4	22
4	может быть	22	21
5	в этом	12	20
6	не только	13	18
7	и не	16	18
8	никогда не	8	18
9	для него	1	18
10	но и	2	15
11	не может	17	15
12	человека в	1	14
13	как и	16	13
14	ведет к	1	13
15	а не	13	13
16	не есть	3	13
17	прежде всего	4	12
18	потому что	10	12
19	не было	3	11
20	в ней	1	11
21	у нас	4	11
22	но в	3	10
23	та же	3	10
24	в себе	4	10
25	он не	3	10
26	не в	11	9
27	и есть	5	8
28	отношение к	2	8
29	в своем	3	8
30	так как	18	8
31	она не	5	8
32	как бы	5	8
33	но это	3	8
34	человека и	2	7
35	связана с	1	7
36	в мире	1	7
37	как в	9	7
38	и к	3	7
39	в этой	3	7
40	человек не	1	7
41	хотя бы	1	7
42	и потому	2	7
43	и для	5	7
44	что он	7	7
45	вопрос о	3	6
46	там и	1	6
47	что это	6	6
48	не могу	1	6
49	и здесь	2	6
50	так же	12	6
51	того что	10	6
52	и там	2	6
53	жизни и	3	6
54	по преимуществу	1	5
55	то же	5	5
56	есть не	2	5
57	я не	1	5
58	друг к	1	5
59	совсем не	3	5
60	в самом	11	5
61	бы и	2	5
62	привести к	1	5
63	и вот	3	5
64	что она	6	5
65	что все	3	5
66	к другу	1	5
67	в своей	3	5
68	в конце	3	5
69	есть прежде	1	5
70	во всем	3	5
71	и его	7	5
72	к тому	4	5
73	и это	3	5
74	те же	4	5
75	это не	1	5
76	один из	4	5
77	в его	6	5
78	для того	6	5
79	то что	32	5
80	образ и	2	5
81	тот кто	2	5
82	и все	5	5
83	в духе	1	5
84	к чему	2	4
85	мысль что	3	4
86	с его	1	4
87	на деле	3	4
88	думать что	1	4
89	в жизни	2	4
90	том что	16	4
91	тому что	4	4
92	того чтобы	7	4
93	только и	1	4
94	перед ним	1	4
95	должны быть	3	4
96	они и	1	4
97	должен быть	1	4
98	что у	3	4
99	так и	3	4
100	означает что	2	4
101	в русском	2	4
102	уже не	2	4
103	что и	13	4
104	в свою	1	4
105	до конца	6	4
106	т е	3	4
107	человека не	3	4
108	что в	23	4
109	все что	3	4
110	смысле слова	3	3
111	же как	4	3
112	это и	3	3
113	той же	3	3
114	и на	1	3
115	иное как	1	3
116	в чем	2	3
117	человеку и	1	3
118	духа и	1	3
119	как он	2	3
120	идеи и	1	3
121	не бывает	1	3
122	в каждом	3	3
123	не будет	3	3
124	и с	2	3
125	на все	1	3
126	его в	2	3
127	на почве	2	3
128	ни в	9	3
129	в них	2	3
130	он же	2	3
131	все равно	1	3
132	одна и	1	3
133	и тогда	2	3
134	в такой	2	3
135	можно ли	2	3
136	принадлежат к	2	3
137	того как	1	3
138	что иное	1	3
139	людей и	1	3
140	только с	1	3
141	себя и	2	3
142	не существует	2	3
143	было в	1	3
144	если бы	6	3
145	с ним	2	3
146	о том	7	3
147	и во	2	3
148	что они	2	3
149	в том	30	3
150	только в	14	3
151	есть в	7	3
152	не так	1	3
153	от того	3	3
154	до сих	3	3
155	в творчестве	1	3
156	тогда только	1	3
157	жизни в	1	3
158	тех которые	1	3
159	и нет	1	3
160	сих пор	3	3
161	и от	2	3
162	теряет свою	1	3
163	природа человека	2	3
164	сказать что	7	3
165	не что	1	3
166	в своих	4	3
167	те которые	1	3
168	он также	1	2
169	который должен	1	2
170	от этой	1	2
171	когда человек	1	2
172	с таким	11	2
173	его не	2	2
174	науки и	1	2
175	который был	1	2
176	но она	1	2
177	принадлежит к	1	2
178	для нашей	1	2
179	который может	1	2
180	во всех	1	2
181	то он	1	2
182	есть по	1	2
183	не хотел	1	2
184	она есть	1	2
185	в центре	1	2
186	выйти из	1	2
187	как к	2	2
188	хотя и	3	2
189	говорит что	5	2
190	в действительности	1	2
191	увидим что	2	2
192	есть ли	2	2
193	то в	1	2
194	в которой	4	2
195	и тот	2	2
196	и те	1	2
197	и если	4	2
198	на его	1	2
199	этого вопроса	2	2
200	не к	1	2
201	одной и	4	2
202	тут не	1	2
203	этом он	1	2
204	не всегда	2	2
205	чем в	1	2
206	должно быть	1	2
207	в этих	4	2
208	точки зрения	15	2
209	другим и	1	2
210	нас не	1	2
211	и той	3	2
212	что есть	2	2
213	стоит в	1	2
214	тогда когда	5	2
215	ничего не	2	2
216	связи с	1	2
217	как будто	5	2
218	не до	1	2
219	в основе	2	2
220	которая есть	1	2
221	оно не	1	2
222	приходит к	2	2
223	мысль о	1	2
224	быть может	1	2
225	по себе	9	2
226	через этот	1	2
227	вот почему	1	2
228	и поэтому	2	2
229	и та	1	2
230	и что	8	2
231	как ее	1	2
232	в сущности	10	2
233	нас в	2	2
234	к нему	2	2
235	чтобы получить	1	2
236	все время	4	2
237	подобно тому	5	2
