N	2gram	Vygotskiy__1	Problemy
1	и в	23	35
2	как бы	11	31
3	и не	9	27
4	что он	7	24
5	в его	14	21
6	но в	5	19
7	как и	14	18
8	не может	12	18
9	о себе	1	17
10	в нем	1	16
11	то же	8	15
12	с самим	1	15
13	и все	5	15
14	в сущности	6	14
15	в этом	17	14
16	и его	6	14
17	для него	2	14
18	может быть	14	14
19	но и	14	14
20	все это	6	14
21	он не	5	13
22	что я	1	13
23	и с	9	12
24	в другом	7	12
25	прежде всего	10	12
26	и к	4	12
27	в то	7	11
28	слова и	5	11
29	самом деле	3	10
30	не только	16	10
31	не в	4	10
32	же время	2	10
33	то что	17	10
34	на самом	1	9
35	в отношении	10	9
36	мы уже	1	8
37	я не	3	8
38	все же	3	8
39	самого начала	8	8
40	как мы	5	8
41	с самого	8	8
42	так и	5	8
43	и слово	2	8
44	и для	1	8
45	потому что	6	8
46	еще не	1	7
47	на них	1	7
48	с его	4	7
49	себе и	2	7
50	и наконец	2	7
51	самим собой	1	7
52	лишь в	6	7
53	там где	2	7
54	таким образом	26	7
55	для себя	4	7
56	в виде	2	7
57	вовсе не	3	7
58	так же	16	7
59	что же	1	7
60	точки зрения	26	7
61	а в	2	7
62	отношении к	1	7
63	отношению к	7	7
64	и на	8	6
65	но не	4	6
66	по отношению	7	6
67	что они	3	6
68	в самом	7	6
69	что у	2	6
70	в плане	1	6
71	в слове	2	6
72	к тому	4	6
73	он с	1	6
74	в одном	4	6
75	и что	5	6
76	только в	6	6
77	слова в	1	6
78	что в	14	6
79	и то	3	5
80	как в	4	5
81	в себе	6	5
82	внутренней речи	9	5
83	на протяжении	1	5
84	в конце	2	5
85	даже в	2	5
86	во время	1	5
87	на него	2	5
88	и это	3	5
89	в том	24	5
90	так что	1	5
91	и даже	2	5
92	когда я	1	5
93	к своему	1	5
94	как к	1	5
95	этого слова	4	5
96	он как	2	4
97	он в	3	4
98	в чем	4	4
99	та же	1	4
100	что это	3	4
101	но на	1	4
102	на его	1	4
103	и вот	2	4
104	друг с	4	4
105	последнее слово	1	4
106	но все	2	4
107	из своего	1	4
108	в них	2	4
109	в эту	1	4
110	в своей	4	4
111	в такой	3	4
112	друг другу	3	4
113	по себе	5	4
114	слово без	1	4
115	никогда не	2	4
116	и без	1	4
117	он хочет	1	4
118	во всем	3	4
119	как раз	4	4
120	как будто	1	4
121	и делает	1	4
122	его за	1	4
123	той или	1	4
124	внутреннюю речь	3	4
125	сознания и	3	4
126	еще в	1	4
127	все его	1	4
128	между тем	9	4
129	его мысль	1	4
130	говорит он	15	4
131	наконец в	2	4
132	все время	6	4
133	и у	1	4
134	всяком случае	3	4
135	так как	7	4
136	у него	1	4
137	тем что	6	4
138	или иной	1	4
139	с другой	10	4
140	с другом	4	4
141	что не	1	4
142	до конца	1	4
143	а не	3	4
144	его внутренней	1	4
145	по своему	1	4
146	человек и	1	4
147	бы в	5	4
148	во всяком	3	4
149	как его	1	3
150	за собой	2	3
151	высшей степени	4	3
152	говорить о	2	3
153	и со	1	3
154	в виду	1	3
155	почти на	2	3
156	во всех	3	3
157	в общем	3	3
158	за пределы	2	3
159	в одной	3	3
160	с этим	6	3
161	когда он	2	3
162	его к	1	3
163	в целом	20	3
164	все эти	4	3
165	ее как	1	3
166	и кто	1	3
167	одно и	2	3
168	к другу	2	3
169	было бы	4	3
170	этом смысле	1	3
171	в высшей	4	3
172	с тем	7	3
173	такой же	3	3
174	в котором	4	3
175	к одному	1	3
176	раз и	1	3
177	ничего не	3	3
178	и мысли	2	3
179	только с	1	3
180	и т.д	5	3
181	с ее	1	3
182	не могу	3	3
183	в ее	2	3
184	внутренняя речь	4	3
185	и говорит	1	3
186	под влиянием	2	3
187	время не	1	3
188	что и	1	3
189	это не	1	3
190	в форме	1	3
191	слов и	1	3
192	друг к	1	3
193	того что	15	3
194	нуждается в	2	3
195	словом и	2	3
196	со всеми	2	3
197	человека с	2	3
198	уже не	2	3
199	уже в	3	3
200	из них	1	3
201	а с	4	3
202	слова которое	1	3
203	слов в	1	3
204	должно быть	2	3
205	которой он	1	3
206	не мог	1	3
207	и от	3	3
208	это как	1	3
209	конце концов	1	3
210	мы должны	5	3
211	только что	4	3
212	том что	21	3
213	сказать что	11	3
214	другой стороны	9	3
215	каждое слово	1	3
216	например в	1	2
217	сам по	3	2
218	показать что	2	2
219	в первом	2	2
220	не хочет	1	2
221	он ничего	1	2
222	мы говорили	3	2
223	время как	4	2
224	в ней	1	2
225	в которых	3	2
226	мы наблюдали	1	2
227	быть в	1	2
228	столь же	6	2
229	что его	2	2
230	должна была	1	2
231	с которыми	1	2
232	отличие от	1	2
233	не просто	1	2
234	в своем	3	2
235	им в	1	2
236	мы можем	6	2
237	и слова	1	2
238	хотя и	2	2
