N	2gram	Losev_Prob_4	StatiiOP
1	и в	20	25
2	в этом	9	24
3	у пушкина	3	22
4	пушкина в	1	21
5	в том	20	20
6	что он	8	19
7	может быть	9	19
8	тем что	3	19
9	что в	3	19
10	что это	2	16
11	том что	12	15
12	в этой	4	14
13	не только	24	12
14	в его	3	12
15	то что	15	12
16	в этих	5	11
17	так что	6	11
18	таким образом	8	10
19	прежде всего	11	10
20	и не	28	10
21	у него	1	9
22	но и	14	9
23	и т	4	8
24	все это	9	8
25	о том	5	8
26	это было	2	8
27	т е	1	8
28	в своих	1	8
29	с этим	4	7
30	это не	7	7
31	было бы	14	7
32	в то	4	7
33	не может	5	7
34	точки зрения	14	7
35	и на	3	6
36	как в	5	6
37	из этих	1	6
38	не в	13	6
39	только в	23	6
40	т п	1	6
41	в конце	2	6
42	в области	3	6
43	в россии	1	6
44	как бы	4	6
45	а в	4	6
46	как на	1	6
47	в году	1	5
48	то же	7	5
49	независимо от	3	5
50	говорит что	2	5
51	но в	8	5
52	на то	1	5
53	он не	2	5
54	об этом	6	5
55	ни в	17	5
56	мы имеем	6	5
57	в котором	2	5
58	потому что	15	5
59	и это	2	5
60	так и	10	5
61	в них	5	5
62	с другой	7	5
63	а не	7	5
64	такого рода	7	5
65	того что	1	5
66	другой стороны	6	5
67	что эти	1	4
68	в которой	2	4
69	время как	2	4
70	из которых	3	4
71	в чем	2	4
72	относится к	2	4
73	все же	2	4
74	не было	3	4
75	и к	3	4
76	то в	2	4
77	в целом	1	4
78	на его	2	4
79	в каждом	1	4
80	мировой литературе	1	4
81	этом смысле	3	4
82	и тем	7	4
83	в жизни	3	4
84	с тем	4	4
85	как и	6	4
86	этой трагедии	1	4
87	у нас	14	4
88	по крайней	6	4
89	с точки	11	4
90	ничего не	1	4
91	к ней	2	4
92	в каком	6	4
93	связана с	1	4
94	отличается от	4	4
95	в ней	7	4
96	и с	7	4
97	если бы	8	4
98	можно сказать	5	4
99	а также	6	4
100	к нему	3	4
101	мы видим	1	4
102	всего в	1	4
103	в качестве	10	4
104	и др	1	4
105	в начале	3	4
106	всяком случае	4	4
107	отношение к	1	4
108	то время	2	4
109	крайней мере	6	4
110	xix века	2	4
111	это есть	3	4
112	что здесь	6	4
113	в смысле	5	4
114	и для	4	4
115	но это	6	4
116	сказать что	7	4
117	была бы	2	4
118	в своей	4	4
119	из этого	3	4
120	это в	1	4
121	можно назвать	2	4
122	во всяком	8	4
123	по мнению	1	3
124	говорить о	2	3
125	он был	3	3
126	с его	2	3
127	кроме того	4	3
128	и наконец	4	3
129	все эти	16	3
130	и если	5	3
131	всех этих	6	3
132	от нее	1	3
133	что этот	1	3
134	в другом	3	3
135	нет в	2	3
136	о которых	2	3
137	несмотря на	4	3
138	нет никакого	3	3
139	в их	1	3
140	и более	3	3
141	тому что	1	3
142	во время	1	3
143	это слово	1	3
144	связи с	3	3
145	и далее	1	3
146	и здесь	1	3
147	что все	1	3
148	и что	2	3
149	по этому	2	3
150	нельзя сказать	1	3
151	пушкин хотел	1	3
152	и его	10	3
153	вот что	1	3
154	уже не	5	3
155	уже в	4	3
156	не так	3	3
157	для него	3	3
158	так как	5	3
159	как раз	4	3
160	не является	10	3
161	связан с	1	3
162	писателя и	1	3
163	что для	1	3
164	одной стороны	1	3
165	до конца	1	3
166	в рассказе	1	3
167	что мы	3	3
168	его как	1	3
169	в связи	3	3
170	с этой	1	3
171	между прочим	3	3
172	в мировой	1	3
173	в стихотворении	2	3
174	тем более	4	3
175	другое дело	2	3
176	конце концов	1	3
177	все они	3	3
178	в виде	22	3
179	в какой	4	3
180	это произведение	3	3
181	самом деле	3	2
182	такое же	1	2
183	этого стихотворения	1	2
184	того же	2	2
185	в каждой	3	2
186	не был	1	2
187	во всех	4	2
188	тем как	1	2
189	важно отметить	1	2
190	россии и	1	2
191	то он	2	2
192	но как	3	2
193	если в	1	2
194	не просто	16	2
195	себе отчет	2	2
196	нет и	2	2
197	что они	2	2
198	что именно	2	2
199	им в	1	2
200	в самом	2	2
201	имеем в	3	2
202	т д	3	2
203	не как	1	2
204	том чтобы	2	2
205	представляет собою	1	2
206	и по	2	2
207	но все	3	2
208	и может	2	2
209	то есть	27	2
210	заключается в	2	2
211	отчет в	4	2
212	известно что	1	2
213	он и	1	2
214	между собою	2	2
215	жизни но	1	2
216	с не	1	2
217	мы не	7	2
218	и тогда	2	2
219	нас не	1	2
220	эту комедию	2	2
221	в такой	1	2
222	стихах и	1	2
223	которые в	1	2
224	в прямом	1	2
225	тем не	10	2
226	если я	1	2
227	для этого	2	2
228	не была	1	2
229	сам он	1	2
230	этой области	1	2
231	если и	3	2
232	в отношении	4	2
233	не менее	10	2
234	но они	2	2
235	что эта	1	2
236	самого начала	1	2
237	как о	3	2
238	дело не	3	2
239	и прочие	1	2
240	к этим	1	2
241	так чтобы	2	2
242	не имеет	4	2
243	этот тип	1	2
244	никогда не	1	2
245	этих двух	1	2
246	на себе	3	2
247	существуют в	2	2
248	исторического процесса	1	2
249	этот образ	1	2
250	под пером	1	2
251	могут быть	1	2
252	к тому	3	2
253	для его	2	2
254	для того	3	2
255	утверждать что	1	2
256	как мы	3	2
257	с ее	2	2
258	в виду	6	2
259	нужно сказать	1	2
260	без всякого	4	2
261	на основе	1	2
262	каждый раз	5	2
263	с самого	1	2
264	или в	5	2
265	времени и	4	2
266	здесь нет	3	2
267	внимание на	1	2
268	одного из	1	2
269	с одной	1	2
270	что его	4	2
271	и во	4	2
272	пером пушкина	1	2
273	этому поводу	1	2
274	и только	4	2
275	все время	2	2
276	еще не	7	2
277	и ее	4	2
278	есть в	7	2
279	и у	1	2
280	то и	5	2
281	что если	1	2
282	при помощи	10	2
283	а то	2	2
284	мы находим	2	2
285	вовсе не	21	2
286	отходит от	1	2
287	заметить что	1	2
288	или иной	13	2
289	до сих	1	2
290	в предисловии	1	2
291	что не	4	2
292	но есть	1	2
293	каком смысле	2	2
294	не на	1	2
295	этот человек	1	2
296	ни на	3	2
297	вместе с	5	2
298	но не	5	2
299	для искусства	3	2
300	предисловии к	1	2
301	том смысле	2	2
302	в это	2	2
303	сих пор	1	2
304	это был	1	2
305	в результате	8	2
306	и ни	5	2
307	только что	2	2
308	одной из	4	2
309	в свою	1	2
310	к этой	1	2
311	гораздо более	1	2
312	значения этого	1	1
313	как известно	1	1
314	за пределы	2	1
315	одним из	1	1
316	также и	13	1
317	сам по	6	1
318	и то	2	1
319	смысле слова	15	1
320	на самом	5	1
321	говорилось выше	1	1
