N	4gram	Vinokur_Ku_3	Formalny
1	в то же время	1	7
2	и не может быть	1	3
3	и т п в	3	2
4	и в то же	1	2
5	одним и тем же	2	2
6	и тем не менее	3	1
7	в той мере в	1	1
8	одних и тех же	1	1
9	материала не выходит за	1	1
10	одного и того же	2	1
11	пределы формы оно тоже	1	1
12	в связи с общим	1	1
13	не потому что он	1	1
14	за пределы формы оно	1	1
15	той мере в какой	1	1
16	один и тот же	2	1
17	а то и просто	1	1
18	у нас в россии	1	1
19	не выходит за пределы	1	1
20	во-первых с точки зрения	1	1
21	о материале и приеме	1	1
22	с этой точки зрения	1	1
23	не в том что	2	1
24	говорить о языке как	1	1
25	выходит за пределы формы	1	1
26	в каком можно говорить	1	1
27	одной и той же	1	1
28	и пр и пр	1	1
29	в собственном смысле слова	1	1
30	т е она не	1	1
31	ни в коем случае	1	1
32	в самом деле ведь	1	1
33	во-вторых с точки зрения	1	1
34	в зависимости от того	3	1
35	можно говорить как о	1	1
36	с точки зрения ее	1	1
37	можно говорить о языке	1	1
38	с нашей точки зрения	1	1
39	и т п т	1	1
40	понятие материала не выходит	1	1
41	т п т е	1	1
