N	4gram	Berdyaev_M_2	VelikijI
1	необычайного гадательного и неопределенного	1	2
2	тысяч великих и сильных	1	2
3	познания добра и зла	2	2
4	в том что он	1	2
5	легенда о великом инквизиторе	1	2
6	как песок морской слабых	1	2
7	которым это несчастное существо	1	1
8	их работать но в	1	1
9	о мы разрешим им	1	1
10	раскаленной пустыне? обрати их	1	1
11	дар свободы с которым	1	1
12	во имя счастья людей	1	1
13	разрешим им и грех	1	1
14	они слабы и бессильны	1	1
15	невыносимее свободы а видишь	1	1
16	детскую игру с детскими	1	1
17	труда часы мы устроим	1	1
18	пустыне? обрати их в	1	1
19	камни в этой нагой	1	1
20	сии камни в этой	1	1
21	тот дар свободы с	1	1
22	плясками о мы разрешим	1	1
23	как стадо благодарное и	1	1
24	побежит человечество как стадо	1	1
25	сделали так для того	1	1
26	стадо благодарное и послушное	1	1
27	с невинными плясками о	1	1
28	песнями хором с невинными	1	1
29	абсолютное знамя которое предлагалось	1	1
30	от труда часы мы	1	1
31	свободы а видишь ли	1	1
32	мы заставим их работать	1	1
33	чтобы сделать людей счастливыми	1	1
34	говорю тебе что нет	1	1
35	общества невыносимее свободы а	1	1
36	какими они и созданы	1	1
37	этой нагой и раскаленной	1	1
38	было для человека и	1	1
39	заботы мучительнее как найти	1	1
40	в свободные от труда	1	1
41	игру с детскими песнями	1	1
42	земного и отверг во	1	1
43	свободы с которым это	1	1
44	найти того кому бы	1	1
45	которое предлагалось тебе чтобы	1	1
46	что было не по	1	1
47	в заслугу себе и	1	1
48	тебе чтобы заставить всех	1	1
49	с которым это несчастное	1	1
50	отверг во имя свободы	1	1
51	за тобой побежит человечество	1	1
52	во имя свободы и	1	1
53	мы разрешим им и	1	1
54	свободы и хлеба небесного	1	1
55	видишь ли сии камни	1	1
56	а потому поступил как	1	1
57	потому поступил как бы	1	1
58	было не по силам	1	1
59	жизнь как детскую игру	1	1
60	все что было не	1	1
61	как найти того кому	1	1
62	в этой нагой и	1	1
63	хотя и вечно трепещущее	1	1
64	невинными плясками о мы	1	1
65	поскорее тот дар свободы	1	1
66	им и грех они	1	1
67	тобой побежит человечество как	1	1
68	единственное абсолютное знамя которое	1	1
69	существ какими они и	1	1
70	и никогда не было	1	1
71	работать но в свободные	1	1
72	это несчастное существо рождается	1	1
73	мучительнее как найти того	1	1
74	отверг единственное абсолютное знамя	1	1
75	передать поскорее тот дар	1	1
76	хором с невинными плясками	1	1
77	знамя хлеба земного и	1	1
78	своим что наконец-то они	1	1
79	но в свободные от	1	1
80	с детскими песнями хором	1	1
81	нет у человека заботы	1	1
82	человеческого общества невыносимее свободы	1	1
83	и своим что наконец-то	1	1
84	благодарное и послушное хотя	1	1
85	и сделали так для	1	1
86	того кому бы передать	1	1
87	человека заботы мучительнее как	1	1
88	грех они слабы и	1	1
89	хлеба земного и отверг	1	1
90	что нет у человека	1	1
91	и грех они слабы	1	1
92	ли сии камни в	1	1
93	для него не существует	1	1
94	кому бы передать поскорее	1	1
95	тебе что нет у	1	1
96	счастье слабосильных существ какими	1	1
97	образ и подобие божье	1	1
98	имя свободы и хлеба	1	1
99	а видишь ли сии	1	1
100	ничего и никогда не	1	1
101	бы передать поскорее тот	1	1
102	свободные от труда часы	1	1
103	себе и своим что	1	1
104	как детскую игру с	1	1
105	детскими песнями хором с	1	1
106	ты отверг единственное абсолютное	1	1
107	и раскаленной пустыне? обрати	1	1
108	и отверг во имя	1	1
109	чтобы заставить всех преклониться	1	1
110	и послушное хотя и	1	1
111	и за тобой побежит	1	1
112	не было для человека	1	1
113	послушное хотя и вечно	1	1
114	своей свободы и своего	1	1
115	человечество как стадо благодарное	1	1
116	предлагалось тебе чтобы заставить	1	1
117	заслугу себе и своим	1	1
118	никогда не было для	1	1
119	слабосильных существ какими они	1	1
120	у человека заботы мучительнее	1	1
121	знамя которое предлагалось тебе	1	1
122	нагой и раскаленной пустыне?	1	1
123	заставим их работать но	1	1
