N	3gram	Vygotskiy__2	Problemy
1	с точки зрения	18	8
2	до сих пор	1	7
3	по отношению к	5	5
4	сам по себе	1	5
5	как и все	1	4
6	в отличие от	3	4
7	сама по себе	2	4
8	не может быть	6	4
9	друг с другом	2	4
10	в самом деле	4	4
11	в той или	1	3
12	более или менее	2	3
13	можно было бы	5	3
14	мы уже говорили	3	3
15	к тому же	1	3
16	с другой стороны	1	3
17	той или иной	1	3
18	как и в	1	3
19	в этом смысле	2	2
20	том что он	1	2
21	друг на друга	1	2
22	того и другого	1	2
23	на этот вопрос	5	2
24	как если бы	1	2
25	друг к другу	1	2
26	никогда не может	1	2
27	на то что	6	2
28	друг от друга	2	2
29	о том как	1	1
30	каждая из этих	1	1
31	если бы он	1	1
32	точки зрения и	1	1
33	на ту же	1	1
34	прежде всего как	1	1
35	мере того как	1	1
36	иметь в виду	1	1
37	дело в том	1	1
38	отношению к себе	1	1
39	в этом последнем	1	1
40	в том числе	3	1
41	в том и	1	1
42	по мере того	1	1
43	то же самое	2	1
44	в том же	2	1
45	одной стороны и	2	1
46	в этом пункте	2	1
47	точку зрения на	1	1
48	что с точки	1	1
49	в сущности в	1	1
50	хотя бы и	2	1
51	сами по себе	1	1
52	что он не	2	1
53	у него в	1	1
54	бы то ни	1	1
55	правильнее будет сказать	1	1
56	ибо и в	1	1
57	в собственном смысле	3	1
58	было бы привести	1	1
59	но в ином	1	1
60	том числе и	3	1
61	за ней в	1	1
62	рано или поздно	1	1
63	или даже в	1	1
64	же относится и	1	1
65	в результате такого	1	1
66	что он так	1	1
67	первостепенное значение для	1	1
68	дело идет о	1	1
69	то ни было	1	1
70	образом как и	1	1
71	мы не знаем	1	1
72	с одной стороны	7	1
73	на этот раз	1	1
74	смысле этого слова	3	1
75	в связи с	6	1
76	если мы не	1	1
77	не входит в	1	1
78	до некоторой степени	1	1
79	то что он	2	1
80	перед нами в	1	1
81	собственном смысле слова	3	1
82	во всяком случае	6	1
83	бы привести еще	1	1
84	переходит в речь	1	1
85	рядом друг с	1	1
86	вместо того чтобы	1	1
87	о том что	4	1
88	речи и в	1	1
89	здесь не только	1	1
90	только на то	1	1
91	мысли но в	1	1
92	он прежде всего	1	1
93	в такой форме	1	1
94	не может не	1	1
95	само по себе	2	1
96	на самом деле	2	1
97	не опирается на	1	1
98	этой точки зрения	1	1
99	не только не	1	1
100	еще один пример	1	1
101	можно сказать что	1	1
102	сверх того что	1	1
103	после того как	1	1
104	как мы уже	3	1
105	таким образом и	1	1
106	в том что	21	1
107	в результате получается	1	1
108	все это не	1	1
109	точки зрения того	1	1
110	мы увидим что	2	1
111	сказать что это	1	1
112	следует за ней	1	1
113	в своей жизни	1	1
114	не в одном	1	1
