N	2gram	Medvedev_F_2	Myslijsy
1	потому что	2	52
2	и в	38	39
3	в языке	6	33
4	может быть	23	27
5	в том	11	26
6	только в	6	25
7	не может	14	22
8	что в	7	22
9	не только	9	21
10	так как	4	21
11	а не	6	21
12	в нем	13	20
13	но и	13	20
14	и не	20	18
15	языка и	12	17
16	что язык	1	16
17	том что	2	16
18	так что	1	16
19	в этом	27	15
20	не в	15	15
21	если бы	5	14
22	в себе	1	13
23	таким образом	20	13
24	так и	8	13
25	было бы	6	12
26	есть только	2	11
27	мы не	3	10
28	как в	4	10
29	по себе	7	10
30	то что	6	10
31	что не	4	10
32	не есть	3	10
33	речи и	3	10
34	но в	4	9
35	как и	9	9
36	могут быть	6	9
37	для нас	1	9
38	тем что	8	9
39	но не	2	8
40	в слове	5	8
41	точки зрения	8	8
42	язык в	2	8
43	того что	3	8
44	со стороны	2	8
45	вместе с	6	8
46	язык как	8	7
47	в ней	6	7
48	в истории	6	7
49	с этим	5	7
50	это не	2	7
51	в этих	2	7
52	на язык	2	7
53	должны быть	1	7
54	то и	3	7
55	с другой	3	7
56	должно быть	2	7
57	и т	14	6
58	языка с	1	6
59	то же	6	6
60	независимо от	4	6
61	все же	8	6
62	и как	3	6
63	бы не	1	6
64	при этом	9	6
65	и по	2	6
66	от нее	4	6
67	не менее	1	6
68	тем не	1	6
69	что на	2	6
70	в каком	1	6
71	языка в	9	6
72	что и	8	6
73	в природе	1	6
74	как бы	4	6
75	в первом	7	5
76	то это	3	5
77	во всех	5	5
78	только тогда	1	5
79	то в	2	5
80	не следует	4	5
81	с тем	11	5
82	несмотря на	1	5
83	не имеет	2	5
84	и его	21	5
85	если же	2	5
86	язык и	7	5
87	между тем	2	5
88	во втором	7	5
89	в его	10	5
90	для всех	1	5
91	языка как	11	5
92	вовсе не	11	5
93	зависит от	1	5
94	языка не	2	5
95	так же	1	5
96	но это	2	5
97	и для	5	5
98	из себя	1	5
99	язык не	1	5
100	а в	6	5
101	другой стороны	4	5
102	в таком	2	5
103	на деле	1	4
104	вопрос о	1	4
105	а только	2	4
106	с духом	1	4
107	все остальные	2	4
108	увидим что	1	4
109	из этих	3	4
110	т д	5	4
111	в каждом	1	4
112	этом смысле	2	4
113	мы видели	4	4
114	и языка	1	4
115	том смысле	3	4
116	т п	9	4
117	тем самым	2	4
118	бы быть	1	4
119	в то	5	4
120	не по	2	4
121	а так	1	4
122	никогда не	2	4
123	же время	5	4
124	и притом	1	4
125	во всем	1	4
126	не могут	7	4
127	к тому	4	4
128	смысле в	1	4
129	свою очередь	1	4
130	бы в	5	4
131	говорит он	5	4
132	слов и	1	4
133	слова для	1	4
134	с нею	2	4
135	то на	1	4
136	и других	2	4
137	для него	7	4
138	в более	1	4
139	не было	6	4
140	и даже	4	4
141	в действительности	1	4
142	прежде всего	15	4
143	там где	4	4
144	слова и	7	4
145	в смысле	1	4
146	при таком	1	4
147	от него	2	4
148	в свою	1	4
149	языка то	2	4
150	в своих	1	4
151	того же	1	3
152	только потому	1	3
153	но тем	1	3
154	противном случае	1	3
155	должна быть	5	3
156	что если	1	3
157	и то	2	3
158	столь же	2	3
159	очевидно что	2	3
160	сама по	1	3
161	при известных	2	3
162	в своем	1	3
163	в противном	1	3
164	хотя и	3	3
165	в самом	16	3
166	что это	3	3
167	думать что	1	3
168	что слово	1	3
169	он не	6	3
170	не из	1	3
171	то ни	2	3
172	той же	1	3
173	и с	9	3
174	и тем	2	3
175	в них	1	3
176	в этой	6	3
177	восприятия и	4	3
178	не так	2	3
179	и при	1	3
180	в своей	7	3
181	и без	1	3
182	с точки	7	3
183	о языке	4	3
184	бытия и	1	3
185	друг другу	1	3
186	тому что	2	3
187	слова мы	1	3
188	она не	2	3
189	для того	3	3
190	и другое	2	3
191	самого начала	2	3
192	только из	1	3
193	на него	1	3
194	сколько и	1	3
195	не могло	1	3
196	или же	2	3
197	этих последних	1	3
198	как она	2	3
199	оно не	4	3
200	для себя	1	3
201	и это	2	3
202	но при	1	3
203	с самого	2	3
204	столько же	1	3
205	когда в	1	3
206	том как	1	3
207	в словах	1	3
208	с ним	2	3
209	разница между	2	3
210	и во	1	3
211	есть создание	1	3
212	в организме	1	3
213	мы увидим	1	3
214	но как	2	3
215	с одной	1	3
216	судить о	1	3
217	если мы	5	3
218	языка а	5	3
219	только на	3	3
220	каким образом	1	3
221	или даже	2	3
222	языка но	2	3
223	и понимание	1	3
224	звука в	5	3
225	и их	3	3
226	никто не	1	3
227	эти явления	2	3
228	нужно было	2	3
229	с другим	1	3
230	что для	2	3
231	связи с	13	3
232	все более	2	3
233	но оно	1	3
234	одной стороны	1	3
235	к которому	1	3
236	и от	2	3
237	и все	3	3
238	мы должны	1	3
239	хотя в	1	3
240	сказать что	2	3
241	как на	1	3
242	во всяком	5	3
243	в применении	2	2
244	и обособление	1	2
245	одним из	1	2
246	язык может	2	2
247	совершенно справедливо	1	2
248	но тогда	1	2
249	и есть	1	2
250	тем же	3	2
251	их и	1	2
252	а как	3	2
253	есть не	1	2
254	в сущности	4	2
255	становится объектом	1	2
256	бы то	1	2
257	одним словом	4	2
258	то он	1	2
259	мы будем	1	2
260	значение и	3	2
261	за пределы	1	2
262	что во	1	2
263	что именно	2	2
264	более и	1	2
265	в одних	1	2
266	сознания в	1	2
267	мысль в	1	2
268	его к	1	2
269	на что	1	2
270	в которой	2	2
271	в целом	3	2
272	ни одна	2	2
273	что к	1	2
274	языка к	3	2
275	на то	1	2
276	но на	1	2
277	не могла	1	2
278	по крайней	1	2
279	так сказать	3	2
280	он должен	1	2
281	как увидим	2	2
282	к одному	1	2
283	в понятии	2	2
284	и более	2	2
285	из него	2	2
286	но все	3	2
287	значительной степени	3	2
288	могла бы	1	2
289	вывести из	1	2
290	предмета а	1	2
291	он есть	1	2
292	само собою	2	2
293	для них	3	2
294	чем в	1	2
295	язык но	1	2
296	только тем	2	2
297	но если	1	2
298	основное понятие	1	2
299	быть названы	1	2
300	в их	6	2
301	и понятия	1	2
302	слова в	3	2
303	и звук	2	2
304	же язык	1	2
305	историческое и	1	2
306	но он	1	2
307	не могли	2	2
308	это будет	1	2
309	если и	1	2
310	к языку	1	2
311	эти формы	1	2
312	дело в	1	2
313	что иное	1	2
314	которых и	1	2
315	того чтобы	3	2
316	вытекает из	1	2
317	к ней	1	2
318	ее с	2	2
319	из того	1	2
320	как будто	1	2
321	в общество	1	2
322	сравнительно с	1	2
323	его с	3	2
324	имеет место	1	2
325	ничего общего	1	2
326	как мы	7	2
327	не будет	2	2
328	только при	1	2
329	в собственном	1	2
330	уже с	1	2
331	только то	1	2
332	и может	3	2
333	с языком	1	2
334	времени и	2	2
335	и которые	1	2
336	мы в	2	2
337	для этого	2	2
338	стремление к	1	2
339	в виду	2	2
340	иное как	1	2
341	из основных	1	2
342	этого языка	1	2
343	и должно	5	2
344	о том	1	2
345	когда язык	1	2
346	одного из	3	2
347	тела не	1	2
348	все в	1	2
349	и только	5	2
350	крайней мере	1	2
351	еще более	5	2
352	что бы	1	2
353	в теории	4	2
354	и следовательно	1	2
355	в другую	1	2
356	не зная	1	2
357	как объект	1	2
358	как например	2	2
359	стороны других	1	2
360	этот вопрос	2	2
361	известных условиях	2	2
362	для нее	2	2
363	по этому	2	2
364	уже не	7	2
365	не можем	1	2
366	указания на	1	2
367	вопроса о	2	2
368	в единстве	2	2
369	же в	1	2
370	предположение что	1	2
371	при помощи	2	2
372	но совершенно	2	2
373	к ним	1	2
374	в других	7	2
375	даже и	4	2
376	перейти к	1	2
377	таком виде	1	2
378	точке зрения	2	2
379	у нас	1	2
380	на этот	1	2
381	таком случае	1	2
382	под влиянием	1	2
383	если не	1	2
384	связь с	1	2
385	язык то	1	2
386	их к	3	2
387	применении к	2	2
388	можно думать	1	2
389	не создает	1	2
390	что же	5	2
391	и о	2	2
392	как предмет	2	2
393	о его	1	2
394	к новому	1	2
