N	3gram	Trubetskoy_1	Istorich
1	с другой стороны	1	7
2	до сих пор	5	5
3	в том что	3	5
4	тем не менее	3	5
5	мы видим что	1	4
6	в данном случае	1	3
7	в связи с	3	3
8	мы видели что	1	3
9	состоит в том	1	2
10	с одним из	2	2
11	не совсем так	1	2
12	по отношению к	1	2
13	точно так же	3	2
14	что и в	1	2
15	с одной стороны	7	2
16	ни один из	1	2
17	во всяком случае	6	2
18	но тем не	1	2
19	в то время	1	2
20	о том что	4	2
21	в одном из	1	2
22	не только не	1	2
23	но все же	4	2
24	мы имеем в	1	2
25	к тому же	4	2
26	есть один из	1	1
27	что в этом	1	1
28	имеется и в	1	1
29	из этих трех	1	1
30	отношение к нашей	1	1
31	в том числе	5	1
32	в соответствии с	1	1
33	с этой точки	2	1
34	с точки зрения	6	1
35	но далеко не	1	1
36	сами по себе	1	1
37	случае мы имеем	1	1
38	имеющие отношение к	1	1
39	только то что	1	1
40	дни и ночи	1	1
41	с тем что	1	1
42	в таком случае	1	1
43	за тем чтобы	1	1
44	дней после смерти	1	1
45	утверждать что в	1	1
46	с тех пор	2	1
47	вместе с тем	8	1
48	может быть и	2	1
49	смысле этого слова	1	1
50	обстоит дело с	1	1
51	мы видели выше	1	1
52	так или иначе	3	1
53	мы уже говорили	1	1
54	но этим дело	1	1
55	сих пор не	1	1
56	но вместе с	2	1
57	так же как	3	1
58	этой точки зрения	2	1
59	а так как	3	1
60	но они не	1	1
61	и вместе с	4	1
62	в свою очередь	1	1
63	это и есть	1	1
64	ничего общего с	2	1
65	не может быть	1	1
66	с самого начала	2	1
67	в связь с	1	1
68	можно сказать что	2	1
69	на то что	2	1
70	после того как	1	1
71	друг с другом	5	1
72	может быть в	1	1
