N	3gram	Voloshinov_1	formyVre
1	с точки зрения	5	8
2	в связи с	2	7
3	для того чтобы	7	7
4	не только в	3	5
5	то же время	7	4
6	в то же	9	4
7	как мы уже	2	4
8	и в особенности	1	3
9	и в то	2	3
10	но и в	3	3
11	и в этом	1	3
12	в большинстве случаев	1	3
13	в том что	1	3
14	в другом месте	1	2
15	прежде всего в	3	2
16	равно как и	2	2
17	то же самое	4	2
18	в этом случае	3	2
19	в дальнейшем мы	1	2
20	до сих пор	1	2
21	и во всех	1	2
22	в последнем счете	1	2
23	и та же	1	2
24	не было бы	2	2
25	одна и та	1	2
26	в этом отношении	2	2
27	связи с этим	2	2
28	мы имеем в	1	2
29	это же самое	1	1
30	в так называемой	2	1
31	себя дома и	1	1
32	особое место в	1	1
33	и того же	1	1
34	в форме диалога	1	1
35	мы будем говорить	2	1
36	не может не	1	1
37	можно условно назвать	1	1
38	в виду что	1	1
39	в скрытой форме	1	1
40	и чаще всего	1	1
41	на самом деле	3	1
42	все больше и	2	1
43	и не только	2	1
44	тот или иной	1	1
45	в конце концов	3	1
46	как мы увидим	2	1
47	же самое время	2	1
48	вместе с тем	2	1
49	влияние на развитие	1	1
50	одно и то	3	1
51	того чтобы не	1	1
52	мы увидим дальше	1	1
53	но мы можем	1	1
54	как и в	1	1
55	на первый взгляд	1	1
56	и то же	3	1
57	но при этом	2	1
58	по сравнению с	1	1
59	и никак не	1	1
60	в дальнейшей истории	1	1
61	в действительной жизни	2	1
62	и так далее	4	1
63	с другой стороны	1	1
64	хлеб и вино	1	1
65	не может быть	2	1
66	того что было	1	1
67	но в то	2	1
68	здесь как бы	1	1
69	потому что идеология	1	1
70	во всех своих	3	1
71	и как бы	1	1
72	с точкой зрения	1	1
73	в свою очередь	4	1
74	о том что	2	1
75	в самый момент	1	1
76	с самого начала	4	1
77	может показаться что	2	1
78	но все же	2	1
79	можно сказать что	2	1
80	одного и того	1	1
81	уже не только	1	1
82	больше и больше	2	1
83	это как бы	1	1
84	к тому что	2	1
85	как бы в	3	1
86	вовсе не является	1	1
87	он сказал что	1	1
88	мы наблюдаем в	1	1
89	как мы видели	3	1
90	той или иной	3	1
91	в точном смысле	2	1
