N	3gram	Vygotskiy__6	DiskursI
1	в том что	19	13
2	по отношению к	10	9
3	с одной стороны	1	9
4	в отличие от	1	4
5	той или иной	1	3
6	не может быть	2	3
7	и как бы	1	3
8	в свою очередь	1	3
9	с другой стороны	2	3
10	мы имеем дело	2	2
11	и того же	4	2
12	том что в	1	2
13	подобно тому как	1	2
14	в том числе	1	2
15	то же самое	6	2
16	сами по себе	1	2
17	том числе и	1	2
18	в данном случае	1	2
19	не только в	1	2
20	состоит в том	2	2
21	едва ли не	1	2
22	хотя и в	2	2
23	но отнюдь не	1	2
24	можно сказать что	6	2
25	только в том	1	2
26	одного и того	4	2
27	в этом случае	2	1
28	нет и не	1	1
29	в которой он	1	1
30	не только по	1	1
31	легко показать на	1	1
32	на самом деле	1	1
33	в своем собственном	1	1
34	в котором он	1	1
35	в этом смысле	2	1
36	внимание на то	1	1
37	как раз и	1	1
38	о том как	1	1
39	он не может	1	1
40	в этом пункте	1	1
41	с точки зрения	10	1
42	том что всякое	1	1
43	не могли быть	1	1
44	полностью совпадает с	1	1
45	до сих пор	3	1
46	и не может	2	1
47	как и все	1	1
48	сам по себе	1	1
49	может и должен	1	1
50	что он не	1	1
51	в первую очередь	3	1
52	только то что	2	1
53	к существенным недоразумениям	1	1
54	из того что	3	1
55	что с помощью	1	1
56	вместе с тем	2	1
57	во всех областях	1	1
58	как мы видели	4	1
59	что во всех	1	1
60	содержит в себе	1	1
61	в равной мере	1	1
62	один из наиболее	1	1
63	включающее в себя	1	1
64	имеем дело с	1	1
65	потому что в	1	1
66	что представляет собой	1	1
67	в связи с	2	1
68	а не как	1	1
69	в этом направлении	1	1
70	определенного рода в	2	1
71	в этом отношении	3	1
72	которое может быть	1	1
73	значение в истории	1	1
74	они и не	1	1
75	до известной степени	2	1
76	не может существовать	2	1
77	с самого начала	7	1
78	к одному и	1	1
79	заключается в том	5	1
80	не может стать	1	1
81	на то что	4	1
82	один из важнейших	1	1
83	по аналогии с	1	1
84	в другом случае	1	1
85	в том и	1	1
86	по мере развития	1	1
87	тех или иных	1	1
88	том и в	1	1
89	тем не менее	1	1
90	заключать в себе	1	1
91	может быть в	1	1
92	как и в	1	1
93	в каждой сфере	1	1
94	в том или	1	1
95	которые в целом	1	1
96	и в другом	1	1
