N	2gram	Ircho_Kome_3	FransuaR
1	и в	22	40
2	и его	6	17
3	прежде всего	5	16
4	в этом	8	15
5	не только	5	13
6	в его	8	13
7	и не	21	13
8	вовсе не	4	12
9	что в	5	12
10	как и	3	11
11	но и	4	11
12	в прологе	1	10
13	таким образом	12	10
14	как мы	2	10
15	в сущности	2	9
16	он не	5	9
17	в них	3	9
18	может быть	6	9
19	и все	2	9
20	и до	1	8
21	той же	1	8
22	и на	2	8
23	отношение к	5	8
24	все эти	1	8
25	и с	4	8
26	во время	6	8
27	в эпоху	2	8
28	в том	12	8
29	у него	4	8
30	но в	5	8
31	то же	7	7
32	в своем	8	7
33	на площади	1	7
34	он и	2	7
35	в виду	2	7
36	в ту	1	7
37	до нас	4	7
38	в одном	2	7
39	во всех	2	6
40	в самом	9	6
41	в этих	1	6
42	в то	6	6
43	же время	5	6
44	связи с	5	6
45	и других	1	6
46	мы еще	1	6
47	до конца	4	6
48	он говорит	2	6
49	в своей	5	6
50	к этому	6	6
51	здесь и	2	5
52	в нем	3	5
53	со всеми	1	5
54	вернемся к	1	5
55	в основе	2	5
56	и для	4	5
57	те же	1	5
58	мы видим	1	5
59	то что	4	5
60	не было	2	5
61	а не	4	5
62	в связи	4	5
63	как раз	6	5
64	в своих	2	5
65	жизни и	1	4
66	из всех	2	4
67	в ней	4	4
68	в истории	1	4
69	в нашем	1	4
70	в мире	2	4
71	еще вернемся	1	4
72	было бы	3	4
73	ни в	10	4
74	том что	13	4
75	в их	2	4
76	того чтобы	6	4
77	в области	2	4
78	мы встречаем	1	4
79	о том	8	4
80	и о	2	4
81	роль в	2	4
82	особенно в	1	4
83	и здесь	4	4
84	а также	2	4
85	и во	2	4
86	один из	3	4
87	только на	1	4
88	из них	5	4
89	так как	11	4
90	и даже	3	4
91	до сих	9	4
92	не видит	1	4
93	и потому	1	4
94	сих пор	9	4
95	в основном	1	4
96	все это	5	4
97	видно что	2	4
98	самом деле	6	3
99	только для	2	3
100	он был	4	3
101	с его	3	3
102	по отношению	5	3
103	отличие от	2	3
104	в этой	3	3
105	и как	1	3
106	и наконец	1	3
107	и к	3	3
108	в себе	4	3
109	при этом	7	3
110	для понимания	2	3
111	смех и	1	3
112	об этом	7	3
113	в отличие	1	3
114	их в	3	3
115	для этого	1	3
116	вплоть до	2	3
117	дело не	2	3
118	так много	1	3
119	во всем	1	3
120	и мысли	3	3
121	они были	1	3
122	но все	4	3
123	правда не	1	3
124	здесь не	2	3
125	в ее	3	3
126	можно было	2	3
127	если бы	8	3
128	в другом	2	3
129	никак не	1	3
130	между тем	2	3
131	нуждается в	2	3
132	что и	8	3
133	еще не	6	3
134	только в	1	3
135	человеческой натуры	2	3
136	так и	4	3
137	в начале	3	3
138	одно из	1	3
139	не так	3	3
140	мы находим	1	3
141	в конце	7	3
142	тем что	5	3
143	в других	3	3
144	для того	6	3
145	сказать что	1	3
146	жизнь в	1	3
147	в частности	3	3
148	не может	3	3
149	вместе с	9	3
150	ко всем	1	3
151	как в	2	3
152	такого рода	1	3
153	как бы	3	3
154	хотя он	1	3
155	и от	1	3
156	а в	7	3
157	между ними	2	3
158	к этой	2	3
159	они не	1	3
160	том числе	1	3
161	одним из	2	2
162	например в	1	2
163	он считает	1	2
164	того же	6	2
165	тем же	3	2
166	мы не	2	2
167	по адресу	1	2
168	на тему	1	2
169	хотя бы	4	2
170	которые он	1	2
171	на них	3	2
172	не был	1	2
173	за него	1	2
174	но не	1	2
175	эпизод с	1	2
176	тут же	4	2
177	в течение	3	2
178	что он	8	2
179	все же	4	2
180	в этот	1	2
181	в которой	3	2
182	в целом	3	2
183	из этих	1	2
184	выражение в	1	2
185	раз в	2	2
186	говорят о	1	2
187	и если	2	2
188	на его	2	2
189	как он	3	2
190	в первой	1	2
191	и еще	3	2
192	не к	1	2
193	на этом	1	2
194	здесь мы	1	2
195	для всей	1	2
196	для характеристики	1	2
197	этом образе	1	2
198	ни одной	2	2
199	далеко не	3	2
200	точки зрения	4	2
201	в котором	2	2
202	его современников	1	2
203	представление о	2	2
204	его отношение	1	2
205	одном из	1	2
206	но он	1	2
207	том же	1	2
208	не менее	5	2
209	ее не	1	2
210	о таких	1	2
211	он с	1	2
212	до того	2	2
213	этом отношении	2	2
214	ему не	3	2
215	представляется нам	1	2
216	во хмелю	1	2
217	числе и	1	2
218	и это	2	2
219	и сам	5	2
220	времени и	1	2
221	одного из	3	2
222	здесь нет	4	2
223	по сравнению	2	2
224	можно сказать	1	2
225	в риме	1	2
226	от смерти	1	2
227	основе своей	1	2
228	с другой	4	2
229	нас в	1	2
230	язык и	1	2
231	это не	2	2
232	к нему	5	2
233	который в	3	2
234	но как	1	2
235	и ее	2	2
236	об их	1	2
237	больше чем	2	2
238	в эти	1	2
239	образов в	1	2
240	конечно не	3	2
241	и у	1	2
242	уже в	2	2
243	в нашей	1	2
244	мы знаем	2	2
245	не находит	1	2
246	как его	1	2
247	не были	1	2
248	чем он	1	2
249	нового времени	2	2
250	что для	2	2
251	о чем	7	2
252	мы остановимся	1	2
253	с помощью	4	2
254	теперь он	1	2
255	все то	1	2
256	площади и	1	2
257	с этим	3	2
258	к жизни	1	2
259	сравнению с	2	2
260	вот я	1	2
261	из этой	2	2
262	в состоянии	1	2
263	встречаем в	1	2
264	потому что	10	2
265	хотя в	1	2
266	одной из	3	2
267	отношению к	3	2
268	из этого	2	2
269	это в	2	2
270	все что	3	2
271	отношения к	2	1
272	и т	4	1
273	не думает	1	1
274	с жизнью	1	1
275	домашней утвари	1	1
276	это делает	1	1
277	за меня	1	1
278	по части	1	1
279	и какова	1	1
280	под открытым	1	1
281	от своей	2	1
282	не хочет	5	1
283	которую они	1	1
284	из его	2	1
285	над ней	3	1
286	особенно часто	1	1
287	г в	2	1
288	а уж	1	1
289	мы имеем	1	1
290	с более	1	1
291	в поход	1	1
292	оружия в	1	1
293	принадлежит к	1	1
294	требует от	1	1
295	не совсем	2	1
296	в числе	1	1
297	и он	2	1
298	так давно	1	1
299	на которых	1	1
300	приобрел в	1	1
301	меньше чем	2	1
302	и людьми	1	1
303	между собой	4	1
304	не найдем	1	1
305	бы то	2	1
306	за свое	1	1
307	тем как	1	1
308	бы этот	1	1
309	боги не	2	1
310	важный для	1	1
311	и приобрел	1	1
312	и всякий	1	1
313	не входит	1	1
314	и нуждается	1	1
315	свою жизнь	1	1
316	изображает как	1	1
317	в комментариях	1	1
318	готов отказаться	1	1
319	нет и	4	1
320	что они	2	1
321	относится к	1	1
322	и я	2	1
323	в одной	1	1
324	все остальные	2	1
325	перед нами	1	1
326	когда он	4	1
327	не являются	1	1
328	от этого	1	1
329	следует остановиться	1	1
330	представляет собой	3	1
331	за это	1	1
332	в тех	1	1
333	право на	1	1
334	им в	1	1
335	и тот	3	1
336	имеем в	1	1
337	после чего	2	1
338	если он	2	1
339	не могла	3	1
340	все они	1	1
341	этом свидетельствует	1	1
342	из нашего	1	1
343	при виде	3	1
344	моменты которые	1	1
345	он должен	1	1
346	не как	2	1
347	том чтобы	1	1
348	в первом	1	1
349	свое время	1	1
350	подобно тому	1	1
351	что ни	3	1
352	и по	1	1
353	в образе	2	1
354	больше всего	1	1
355	то ни	3	1
356	а затем	2	1
357	чем я	1	1
358	есть все	1	1
359	а как	2	1
360	его в	8	1
361	это было	1	1
362	с другими	2	1
363	моменты в	1	1
364	и тем	1	1
365	из первых	1	1
366	действий и	1	1
367	по всему	3	1
368	сто лет	3	1
369	для них	1	1
370	все равно	3	1
371	этого не	1	1
372	с тем	4	1
373	несмотря на	4	1
374	из фрагментов	1	1
375	чем в	3	1
376	в развитии	2	1
377	очень важный	1	1
378	это нечто	1	1
379	такой же	1	1
380	над его	2	1
381	остается в	2	1
382	вошел в	1	1
383	на первый	1	1
384	этом случае	2	1
385	и их	1	1
386	при изучении	1	1
387	таким же	1	1
388	этой связи	2	1
389	знает в	1	1
390	в отношении	4	1
391	первый план	1	1
392	с точки	3	1
393	бы к	1	1
394	из которой	2	1
395	к одному	1	1
396	то его	1	1
397	знаем что	1	1
398	них есть	1	1
399	и вина	1	1
400	обвиняет в	1	1
401	античной литературы	2	1
402	образом и	1	1
403	которые в	1	1
404	не в	4	1
405	такую же	1	1
406	друг другу	1	1
407	своего времени	1	1
408	в прошлом	1	1
409	как видим	2	1
410	этой работы	1	1
411	сам он	2	1
412	и вся	1	1
413	тому что	2	1
414	них не	1	1
415	самого начала	4	1
416	взгляды на	1	1
417	ничего не	3	1
418	и притом	1	1
419	на себе	1	1
420	не нуждается	1	1
421	и далеко	1	1
422	которого и	1	1
423	о них	1	1
424	остановимся здесь	1	1
425	никогда не	3	1
426	судя по	3	1
427	а для	1	1
428	от окружающих	1	1
429	характера как	1	1
430	и весь	1	1
431	что их	2	1
432	всего на	1	1
433	в стороне	1	1
434	к концу	2	1
435	по своей	1	1
436	ему и	2	1
437	прежде чем	3	1
438	что на	1	1
439	всего в	1	1
440	бы он	3	1
441	вероятно в	1	1
442	все еще	2	1
443	полным правом	1	1
444	отказаться от	2	1
445	нас от	1	1
446	другом контексте	1	1
447	свою очередь	6	1
448	вина и	1	1
449	в себя	1	1
450	с самого	4	1
451	в пределах	2	1
452	он так	3	1
453	за то	2	1
454	не с	2	1
455	было в	1	1
456	во многом	1	1
457	она была	2	1
458	том как	3	1
459	жизнь и	1	1
460	мы в	1	1
461	и отец	2	1
462	на что	1	1
463	с ним	5	1
464	могла не	1	1
465	очень удачно	1	1
466	с полным	3	1
467	этих условиях	1	1
468	того он	1	1
469	настоящее время	1	1
470	за пределами	2	1
471	и что	6	1
472	правда у	1	1
473	наконец на	1	1
474	там же	1	1
475	все его	1	1
476	что эта	2	1
477	путь к	1	1
478	в согласии	1	1
479	которых в	1	1
480	лет спустя	1	1
481	от них	1	1
482	она здесь	1	1
483	этот момент	1	1
484	во втором	1	1
485	на одном	1	1
486	который и	1	1
487	и только	1	1
488	в другой	1	1
489	не надо	1	1
490	ко второму	1	1
491	все время	2	1
492	в описании	1	1
493	которой в	1	1
494	и она	1	1
495	после смерти	1	1
496	в поздней	1	1
497	что здесь	1	1
498	этого материала	1	1
499	всякого рода	1	1
500	он стал	1	1
501	дело с	3	1
502	и две	1	1
503	не имеет	3	1
504	образ как	1	1
505	с одной	3	1
506	в качестве	2	1
507	лишь бы	1	1
508	так что	6	1
509	за мной	1	1
510	предвещает мне	1	1
511	к какому	1	1
512	слышим мы	1	1
513	лет до	2	1
514	это либо	1	1
515	участие в	1	1
516	следует что	3	1
517	всяком случае	3	1
518	у лукиана	1	1
519	с этими	1	1
520	к первой	1	1
521	открытым небом	1	1
522	ее на	1	1
523	а именно	1	1
524	с той	1	1
525	такое же	2	1
526	показывает что	1	1
527	чем за	1	1
528	а они	1	1
529	что не	3	1
530	говорит о	1	1
531	ничем не	4	1
532	положений и	1	1
533	превращается в	1	1
534	ей не	1	1
535	века он	1	1
536	не на	1	1
537	однако и	1	1
538	отнюдь не	4	1
539	на глазах	1	1
540	не всегда	1	1
541	под влиянием	2	1
542	так же	4	1
543	и особенно	2	1
544	до этого	2	1
545	как это	5	1
546	относятся к	1	1
547	его на	2	1
548	античной комедии	1	1
549	из которых	2	1
550	установления истины	1	1
551	к своему	2	1
552	дает своему	1	1
553	не могут	2	1
554	которые как	1	1
555	находит в	1	1
556	для обозначения	2	1
557	в сборнике	1	1
558	правда он	2	1
559	по содержанию	1	1
560	тому как	1	1
561	прямое отношение	1	1
562	первом случае	1	1
563	быть только	1	1
564	этот рассказ	1	1
565	да и	1	1
566	лет после	1	1
567	на свете	1	1
568	в уже	2	1
569	персонажей в	1	1
570	в это	1	1
571	материал для	1	1
572	в свое	2	1
573	что между	1	1
574	вот что	1	1
575	которые начиная	1	1
576	ко времени	1	1
577	была речь	1	1
578	но так	1	1
579	тесным образом	1	1
580	в смысле	1	1
581	здесь прежде	1	1
582	нисколько не	3	1
583	под названием	1	1
584	с еще	1	1
585	не удалось	1	1
586	пор еще	1	1
587	в военной	1	1
588	или в	1	1
589	в результате	2	1
590	в ноги	1	1
591	которого они	1	1
592	о котором	1	1
593	это как	1	1
594	в настоящее	1	1
595	это может	1	1
596	ни к	1	1
597	места в	1	1
598	ни было	2	1
599	пока же	1	1
600	г и	2	1
601	даже при	2	1
602	себе и	1	1
603	изменилось в	1	1
604	к самому	1	1
605	пор не	2	1
606	в свою	7	1
607	это касается	1	1
608	не знает	3	1
609	другой стороны	2	1
610	но этот	1	1
611	из своей	1	1
612	в голову	1	1
613	как на	1	1
614	в таком	2	1
615	во всяком	3	1
