N	2gram	Vygotskiy__3	VrazhdaK
1	у тургенева	1	11
2	не только	12	9
3	в этом	13	8
4	и в	38	8
5	и что	18	8
6	но и	5	7
7	и все	10	7
8	то что	35	7
9	что в	20	7
10	все же	8	6
11	но в	3	6
12	в нем	4	6
13	как и	8	6
14	в котором	6	6
15	и с	1	6
16	в начале	1	6
17	и даже	4	6
18	в романе	1	6
19	то же	10	5
20	в то	3	5
21	между тем	7	5
22	у него	4	5
23	не было	1	5
24	и не	10	5
25	в ней	15	4
26	что он	11	4
27	в истории	2	4
28	целый ряд	2	4
29	при этом	4	4
30	это не	1	4
31	несмотря на	5	4
32	все это	3	4
33	в виду	4	4
34	с ним	2	4
35	о том	6	4
36	для нас	8	4
37	может быть	19	4
38	как бы	14	4
39	в своих	4	4
40	так же	2	4
41	речь идет	4	3
42	одним из	1	3
43	я не	5	3
44	он был	3	3
45	в чем	1	3
46	с его	1	3
47	в своем	5	3
48	и как	8	3
49	раз в	4	3
50	на то	16	3
51	его в	3	3
52	он не	6	3
53	далеко не	3	3
54	и уже	2	3
55	том что	14	3
56	но он	2	3
57	в русской	2	3
58	и его	6	3
59	и о	3	3
60	что у	7	3
61	и во	2	3
62	в его	5	3
63	в том	25	3
64	и у	1	3
65	чтобы он	2	3
66	в конце	2	3
67	тем что	3	3
68	относился к	1	3
69	о себе	1	3
70	эти слова	2	3
71	наряду с	3	3
72	имел в	1	3
73	мысль на	1	3
74	к этому	3	3
75	отношения к	2	2
76	же как	1	2
77	и то	8	2
78	и он	1	2
79	столь же	2	2
80	но как	2	2
81	отнюдь не	2	2
82	в известном	1	2
83	в той	5	2
84	в этой	13	2
85	в себе	4	2
86	в нашей	1	2
87	их в	2	2
88	таким образом	12	2
89	в одну	1	2
90	мне и	1	2
91	в глазах	1	2
92	в них	3	2
93	а с	2	2
94	мы знаем	1	2
95	не мог	4	2
96	в эту	2	2
97	точки зрения	16	2
98	в своей	5	2
99	и ее	2	2
100	с точки	9	2
101	место в	3	2
102	в повести	1	2
103	одна из	4	2
104	никогда не	4	2
105	в момент	1	2
106	к себе	2	2
107	на это	3	2
108	и это	8	2
109	на основе	1	2
110	еще не	1	2
111	этот момент	1	2
112	пришел к	1	2
113	по мнению	2	2
114	что ж	1	2
115	уже не	2	2
116	при помощи	4	2
117	из них	6	2
118	для него	2	2
119	отношение к	1	2
120	к ним	3	2
121	как раз	8	2
122	как же	2	2
123	о чем	1	2
124	этот рассказ	3	2
125	не может	7	2
126	вместе с	5	2
127	но это	3	2
128	же в	2	2
129	а в	7	2
130	в свою	4	2
131	это в	1	2
132	ну что	1	1
133	себя как	2	1
134	а между	1	1
135	как известно	1	1
136	от этой	2	1
137	у гоголя	1	1
138	что образ	2	1
139	того же	3	1
140	не имел	1	1
141	которые до	1	1
142	это и	1	1
143	этот характер	1	1
144	идет о	4	1
145	и есть	1	1
146	ему что	1	1
147	а от	1	1
148	которую они	2	1
149	по преимуществу	2	1
150	он придал	1	1
151	едва ли	3	1
152	в их	1	1
153	по его	3	1
154	из всех	3	1
155	полагает что	3	1
156	той же	2	1
157	с необычайным	2	1
158	что уже	1	1
159	он как	1	1
160	равно как	1	1
161	совпадает с	2	1
162	что характер	1	1
163	событий и	1	1
164	составляет самую	1	1
165	красивым и	1	1
166	а другие	1	1
167	утверждаю что	1	1
168	по своему	4	1
169	одним словом	2	1
170	совершенно прав	2	1
171	совсем не	3	1
172	но не	1	1
173	в сторону	1	1
174	не все	1	1
175	тут же	1	1
176	я только	1	1
177	что они	4	1
178	рассказ этот	1	1
179	и я	2	1
180	как говорит	1	1
181	из которого	1	1
182	независимо от	1	1
183	как в	4	1
184	с этим	8	1
185	для всех	2	1
186	как к	2	1
187	что как	3	1
188	как нам	1	1
189	в мысли	1	1
190	и наконец	2	1
191	и глубокой	1	1
192	то в	1	1
193	поэтому он	1	1
194	в самом	25	1
195	что это	10	1
196	в целом	4	1
197	момент его	1	1
198	своей правоты	1	1
199	за это	1	1
200	что же	2	1
201	рассказ о	1	1
202	тому же	1	1
203	не могла	2	1
204	высшей степени	1	1
205	в первой	2	1
206	всех этих	2	1
207	в силу	2	1
208	свои собственные	1	1
209	в плане	3	1
210	из него	4	1
211	что ни	1	1
212	и этот	3	1
213	однако в	1	1
214	одно и	3	1
215	это конечно	1	1
216	не будет	1	1
217	из-за этого	1	1
218	есть все	1	1
219	конечно в	3	1
220	мировой литературе	1	1
221	их и	1	1
222	это было	1	1
223	заключается в	7	1
224	было бы	12	1
225	в итоге	1	1
226	в жизни	1	1
227	из первых	1	1
228	не ясно	1	1
