N	4gram	Bakhtin_sl_1	FransuaR
1	в то же время	12	6
2	но в то же	4	4
3	в той или иной	9	2
4	одной и той же	1	2
5	в большей или меньшей	3	2
6	большей или меньшей степени	3	2
7	дело в том что	1	1
8	мы имеем в виду	1	1
9	на мир и на	1	1
10	бы то ни было	1	1
11	имеет дело не с	2	1
12	и прежде всего в	1	1
13	или во всяком случае	2	1
14	всегда в той или	2	1
15	как мы уже сказали	2	1
16	ни с одним из	1	1
17	то же время он	1	1
18	именно для того чтобы	1	1
19	все дело в том	1	1
20	той или иной степени	9	1
21	в точном смысле слова	1	1
22	в узком смысле слова	1	1
