N	2gram	Bakhtin_Pr_2	UchenyiS
1	и в	45	14
2	а не	10	10
3	не только	16	10
4	прежде всего	11	8
5	и не	42	8
6	не может	24	7
7	вот почему	3	7
8	в этом	20	7
9	то что	5	7
10	может быть	18	6
11	то же	5	5
12	и только	1	5
13	в художественном	3	5
14	все это	5	5
15	хотя бы	5	5
16	перестает быть	3	5
17	художественного творчества	1	5
18	с другой	1	4
19	но и	15	4
20	в их	4	4
21	в этой	1	4
22	конечно не	6	4
23	вряд ли	1	3
24	это не	3	3
25	было бы	4	3
26	как и	14	3
27	для этого	3	3
28	в частности	1	3
29	в своей	6	3
30	или точнее	1	3
31	и т.д	3	3
32	и формы	1	3
33	этой области	2	3
34	в то	5	3
35	все же	4	3
36	но в	6	3
37	формы в	2	3
38	же время	3	3
39	в области	2	3
40	у нас	2	3
41	другой стороны	1	3
42	для него	9	3
43	не как	6	3
44	не о	2	3
45	что все	3	2
46	крайней мере	2	2
47	же не	1	2
48	именно как	1	2
49	одним из	3	2
50	и с	7	2
51	художественного произведения	1	2
52	и через	2	2
53	до сих	2	2
54	ее нельзя	1	2
55	а как	4	2
56	это было	2	2
57	самом деле	4	2
58	форму и	1	2
59	должна быть	3	2
60	к области	1	2
61	в некоторых	2	2
62	превращается в	4	2
63	мы не	1	2
64	о чем	1	2
65	на эту	1	2
66	если бы	2	2
67	что мы	1	2
68	ничего не	3	2
69	как таковой	1	2
70	если не	2	2
71	том что	7	2
72	мы и	3	2
73	меньшей степени	2	2
74	литературы и	1	2
75	на каждом	1	2
76	художественном творчестве	1	2
77	но конечно	1	2
78	с его	8	2
79	но не	6	2
80	в сторону	2	2
81	не все	1	2
82	в его	22	2
83	по крайней	2	2
84	по существу	1	2
85	что и	5	2
86	художественной формы	1	2
87	по себе	8	2
88	конце концов	3	2
89	сих пор	2	2
90	но это	2	2
91	этом смысле	5	2
92	в том	8	2
93	тех или	1	2
94	это уже	1	2
95	и для	2	2
96	что он	7	2
97	в себе	5	2
98	в самом	13	2
99	и у	2	2
100	только в	9	2
101	не в	8	2
102	как принцип	1	2
103	все они	4	2
104	не есть	2	2
105	этом отношении	2	2
106	или иных	1	2
107	его и	3	2
108	он выдвигает	1	2
109	бы и	3	2
110	всех этих	1	2
111	их и	3	2
112	не могут	1	2
113	могут быть	4	2
114	в конце	4	2
115	смысле этого	2	2
116	а о	3	2
117	как раз	6	2
118	тем что	2	2
119	что она	4	2
120	таким образом	11	2
121	художественного задания	1	2
122	даже и	2	2
123	т.е в	1	2
124	принцип единства	1	1
125	он прежде	2	1
126	для себя	3	1
127	бы уж	1	1
128	об этом	3	1
129	же как	4	1
130	человека и	2	1
131	европейской литературы	1	1
132	то есть	50	1
133	в виду	2	1
134	входит в	9	1
135	данном случае	1	1
136	самая попытка	1	1
137	своими собственными	1	1
138	только при	1	1
139	перестают быть	1	1
140	к следующему	1	1
141	с самим	2	1
142	и исторические	1	1
143	и прежде	2	1
144	или меньшей	1	1
145	и быть	1	1
146	в произведении	5	1
147	идет не	3	1
148	установка на	1	1
149	в пределах	4	1
150	и др	4	1
151	литературного жанра	1	1
152	принцип построения	1	1
153	сам автор	4	1
154	что для	2	1
155	слова а	1	1
156	никогда не	17	1
157	но прежде	1	1
158	так и	3	1
159	и вы	2	1
160	той же	1	1
161	достоевского и	2	1
162	в сфере	2	1
163	относится к	2	1
164	автор видит	1	1
165	отсюда и	1	1
166	выдвигает в	1	1
167	до конца	7	1
168	исторической поэтики	2	1
169	мы имеем	2	1
170	стихотворной речи	1	1
171	со своими	6	1
172	и вне	1	1
173	именно этот	1	1
174	дан в	1	1
175	жанра в	1	1
176	именно к	1	1
177	в словах	2	1
178	и даже	3	1
