N	2gram	Bakhtin_Pr_1	Narrotol
1	не только	9	32
2	может быть	26	25
3	но и	9	23
4	и не	42	20
5	то есть	46	19
6	и в	38	19
7	в том	8	18
8	в этом	15	17
9	не в	7	14
10	в частности	2	14
11	том что	3	14
12	а не	5	12
13	то что	8	11
14	а в	6	11
15	точки зрения	8	10
16	не может	27	10
17	при этом	5	9
18	в мире	3	9
19	так и	5	9
20	в его	43	9
21	в себе	4	8
22	с другой	7	8
23	не является	3	8
24	еще не	7	7
25	по отношению	21	7
26	как в	4	7
27	все же	6	7
28	как и	7	7
29	к тому	1	7
30	а также	1	7
31	с одной	3	7
32	одной стороны	3	7
33	высказывания в	1	6
34	с его	2	6
35	но не	12	6
36	точка зрения	3	6
37	в той	1	6
38	то в	1	6
39	на протяжении	1	6
40	тем самым	4	6
41	в себя	2	6
42	о том	4	6
43	что он	2	6
44	именно в	1	6
45	как это	2	6
46	отношению к	19	6
47	но в	4	6
48	не все	2	5
49	отличие от	5	5
50	отнюдь не	19	5
51	и как	8	5
52	уже не	1	5
53	в этой	1	5
54	далеко не	5	5
55	в отличие	5	5
56	по себе	1	5
57	в основе	5	5
58	и его	16	5
59	к себе	2	5
60	к нему	10	5
61	нуждается в	2	5
62	в форме	4	5
63	себя в	2	5
64	или иной	2	5
65	в данном	4	5
66	можно сказать	2	5
67	данном случае	4	4
68	все те	1	4
69	то же	5	4
70	из которых	2	4
71	здесь не	4	4
72	в противовес	1	4
73	в нем	15	4
74	в принципе	1	4
75	и с	17	4
76	было бы	8	4
77	и тем	3	4
78	жизненной позиции	1	4
79	связи с	2	4
80	той или	2	4
81	имеет место	5	4
82	основе своей	3	4
83	же время	3	4
84	во втором	1	4
85	только в	13	4
86	хотя бы	4	4
87	в особенности	2	4
88	что не	4	4
89	прежде всего	13	4
90	событие не	2	4
91	как бы	22	4
92	да и	3	4
93	отличается от	2	4
94	одной из	3	4
95	сказать что	4	4
96	другой стороны	4	4
97	это и	1	3
98	в первом	1	3
99	жизни как	1	3
100	и он	2	3
101	в ней	4	3
102	и на	3	3
103	бы то	3	3
104	в ее	4	3
105	если в	1	3
106	хотя и	3	3
107	что это	2	3
108	не есть	6	3
109	он не	3	3
110	то ни	3	3
111	особенно в	2	3
112	ни в	11	3
113	обратимся к	1	3
114	тем не	3	3
115	бы быть	1	3
116	бытия в	3	3
117	не менее	4	3
118	в то	4	3
119	тем что	2	3
120	одна из	2	3
121	на него	3	3
122	никогда не	5	3
123	на себя	1	3
124	этом отношении	2	3
125	могут быть	5	3
126	как мы	7	3
127	с ее	1	3
128	свою очередь	1	3
129	то или	2	3
130	в произведении	4	3
131	и самого	1	3
132	на том	1	3
133	не с	4	3
134	мог бы	1	3
135	о ней	1	3
136	столь же	2	3
137	в конечном	4	3
138	между тем	7	3
139	из них	1	3
140	к содержанию	17	3
141	не о	1	3
142	как событие	1	3
143	и даже	3	3
144	или иначе	1	3
145	в свою	2	3
146	не существует	1	3
147	что в	7	3
148	ни было	3	3
149	жизни в	1	3
150	жизни и	1	3
151	ни своей	1	2
152	отношения к	6	2
153	например в	3	2
154	и потому	4	2
155	самом деле	6	2
156	идет о	1	2
157	к другому	1	2
158	оно может	2	2
159	должна быть	4	2
160	который в	1	2
161	мы имеем	2	2
162	говорить о	3	2
163	имеют место	2	2
164	мифологическое мышление	1	2
165	иное как	1	2
166	время в	1	2
167	события в	1	2
168	во внешнем	1	2
169	но как	2	2
170	существенным образом	1	2
171	отношение к	10	2
172	нет и	3	2
173	или иное	2	2
174	независимо от	13	2
175	как к	2	2
176	в своем	5	2
177	в полном	1	2
178	что по	1	2
179	в противоположность	1	2
180	все эти	5	2
181	бы не	2	2
182	себя и	3	2
183	они в	1	2
184	не как	1	2
185	подобно тому	1	2
186	именно это	1	2
187	человека в	2	2
188	значительной степени	1	2
189	подход к	1	2
190	и ей	1	2
191	архитектоническая форма	7	2
192	зрения на	1	2
193	его в	9	2
194	того или	2	2
195	от одного	1	2
196	это не	5	2
197	истории и	1	2
198	в общей	1	2
199	несмотря на	3	2
200	на первый	2	2
201	с точки	6	2
202	однако в	1	2
203	вплоть до	1	2
204	а иногда	2	2
205	она не	2	2
206	события как	1	2
207	чтобы стать	4	2
208	что иное	1	2
209	не имеет	9	2
210	ничего не	6	2
211	как формы	1	2
212	имеем дело	3	2
213	личности в	1	2
214	здесь совершенно	3	2
215	оно не	3	2
216	говоря словами	1	2
217	приходит к	1	2
218	языка и	1	2
219	в пределах	6	2
220	приводит к	3	2
221	что у	1	2
222	можно было	4	2
223	или в	2	2
224	было в	1	2
225	с человеком	1	2
226	со словами	2	2
227	в значительной	2	2
228	лица и	2	2
229	во всей	1	2
230	и только	4	2
231	от всех	4	2
232	всякое событие	1	2
233	дело с	6	2
234	всех его	4	2
235	и ее	2	2
236	есть в	1	2
237	конечном счете	4	2
238	следует отметить	1	2
239	для него	1	2
240	или даже	1	2
241	сами по	1	2
242	событийный характер	1	2
243	событие в	2	2
244	одну из	1	2
245	к которому	4	2
246	и др	8	2
247	не было	2	2
248	не на	5	2
249	его как	3	2
250	как ни	1	2
251	точек зрения	1	2
252	о чем	1	2
253	не всегда	6	2
254	в область	3	2
255	тому как	1	2
256	по существу	2	2
257	жизненную позицию	1	2
258	события а	1	2
259	что мы	1	2
260	в культуре	2	2
261	и для	11	2
262	в связи	2	2
263	она может	3	2
264	в результате	1	2
265	мира и	1	2
266	которая в	1	2
267	в двух	2	2
268	и все	3	2
269	хотя в	1	2
270	все то	3	2
271	между ними	4	2
272	совершенно не	7	2
273	в иной	1	2
274	жизни а	1	2
275	или иного	2	2
276	первом случае	1	2
277	не что	1	2
278	этого слова	1	2
279	себе не	2	2
280	в какой	2	2
281	так же	1	2
282	в таком	3	2
283	они не	3	2
284	с природой	1	1
285	решении этой	1	1
286	также и	3	1
287	к их	1	1
288	становится в	1	1
289	на самом	4	1
290	он может	2	1
291	и есть	2	1
292	чего не	1	1
293	от самого	1	1
294	принципиальное различие	1	1
295	подхода к	2	1
296	она все	1	1
297	др в	2	1
298	едва ли	3	1
299	действительности и	3	1
300	и могут	1	1
301	есть не	2	1
302	им самим	1	1
303	бы уже	1	1
304	мир не	1	1
305	совпадает с	2	1
306	но она	2	1
307	и со	1	1
308	в целом	3	1
309	которое в	1	1
310	как не	1	1
311	события на	1	1
312	о роли	1	1
313	меньшей степени	1	1
314	к своему	2	1
315	себе а	1	1
316	в чем	2	1
317	и осмысленного	1	1
318	во всех	11	1
319	поэтики к	1	1
320	не довлеет	2	1
321	по своему	1	1
322	в столь	1	1
323	иметь в	1	1
324	видит в	1	1
325	мы будем	3	1
326	не входит	10	1
327	для обозначения	1	1
328	этому термину	1	1
329	с совершенно	2	1
330	при решении	2	1
331	иногда и	3	1
332	в едином	2	1
333	форме и	2	1
334	формы события	1	1
335	мере в	1	1
336	или особенно	1	1
337	исследований в	1	1
338	от содержания	2	1
339	в художественном	20	1
340	и где	1	1
