N	3gram	Tiupa_Teor_1	FransuaR
1	в то же	5	6
2	то же время	5	6
3	с точки зрения	3	5
4	не может быть	4	4
5	но прежде всего	1	3
6	но в то	1	3
7	с одной стороны	2	3
8	о том что	1	3
9	с другой стороны	5	3
10	о мире и	1	3
11	то есть для	1	2
12	можно сказать что	2	2
13	имеем в виду	3	2
14	только то что	1	2
15	в значительной степени	1	2
16	содержит в себе	1	2
17	и в то	1	2
18	и в художественном	1	2
19	подобно тому как	1	2
20	лишь в самом	2	1
21	типа так в	1	1
22	дело в том	1	1
23	по отношению к	4	1
24	серьезного отношения к	1	1
25	так и его	2	1
26	в одной из	1	1
27	до известной степени	2	1
28	ни в коем	2	1
29	при этом что	1	1
30	но он не	1	1
31	начало и конец	1	1
32	именно в этом	1	1
33	в коем случае	2	1
34	в художественном произведении	1	1
35	таким образом и	1	1
36	в области художественного	1	1
37	отношения к миру	1	1
38	шире и глубже	1	1
39	не могут быть	2	1
40	может быть названо	2	1
41	в целом ряде	1	1
42	того или иного	3	1
43	и теперь в	1	1
44	не только не	2	1
45	же время эти	1	1
46	мы имеем в	3	1
47	один из характернейших	1	1
48	в большинстве случаев	1	1
49	для того чтобы	1	1
50	в том что	8	1
51	как и в	2	1
