N	3gram	Propp_Isto_3	StatiiOP
1	в том что	5	11
2	не может быть	1	5
3	то обстоятельство что	1	5
4	с точки зрения	1	4
5	то время как	2	4
6	во всяком случае	2	4
7	с другой стороны	7	4
8	о том что	2	4
9	в то время	2	4
10	состоит в том	2	3
11	с тем что	1	3
12	в связи с	3	3
13	не только в	1	3
14	на то что	1	3
15	но и в	1	2
16	до сих пор	5	2
17	с одной стороны	2	2
18	заключается в том	1	2
19	с самого начала	1	2
20	но все же	2	2
21	мы имеем в	2	2
22	в его работе	1	2
23	в том смысле	1	2
24	тем не менее	5	2
25	независимо от того	1	2
26	и т д	15	2
27	можно сказать что	1	1
28	и пр но	1	1
29	со стороны ее	1	1
30	и той же	1	1
31	между прочим и	1	1
32	которые состояли из	1	1
33	на самом деле	1	1
34	к более поздним	1	1
35	т е не	1	1
36	во многих случаях	1	1
37	в течение лет	1	1
38	то же можно	1	1
39	то это означало	1	1
40	мы находим и	1	1
41	и в других	2	1
42	вместе с тем	1	1
43	этом мы имеем	1	1
44	можно было бы	1	1
45	что в них	2	1
46	с этой точки	1	1
47	в чем же	1	1
48	в некоторых случаях	3	1
49	так или иначе	1	1
50	в такой же	1	1
51	он попадает в	1	1
52	мы имеем здесь	1	1
53	этой точки зрения	1	1
54	и тем что	1	1
55	же можно сказать	1	1
56	это означало бы	1	1
57	не означает что	1	1
58	одной стороны он	1	1
59	случаях обычно в	1	1
60	в свою очередь	1	1
61	так как в	1	1
62	в одном из	2	1
63	не только не	2	1
64	обратимся теперь к	1	1
65	одной и той	1	1
66	об этом мы	1	1
67	так что она	2	1
68	как мы видели	5	1
