N	3gram	Bakhtin_KF_1	KulturaY
1	с точки зрения	9	16
2	для того чтобы	1	11
3	тем не менее	2	9
4	в том что	2	8
5	в зависимости от	1	7
6	той или иной	2	5
7	в том случае	1	4
8	и в этом	3	4
9	только тогда когда	1	4
10	на самом деле	3	3
11	того или иного	3	3
12	и тем не	1	3
13	не может быть	11	3
14	том случае когда	1	3
15	смысле этого слова	1	2
16	и того же	1	2
17	по отношению к	22	2
18	один и тот	1	2
19	только в том	1	2
20	в первом случае	1	2
21	и тот же	1	2
22	в известном смысле	1	2
23	потому что в	1	2
24	не в том	1	2
25	а не просто	1	2
26	то или иное	2	2
27	одного и того	1	2
28	если бы не	1	2
29	дело не в	1	2
30	что и в	1	2
31	уже не только	1	2
32	в этом его	2	1
33	ни о каких	1	1
34	а во втором	1	1
35	если он не	1	1
36	для этого конечно	1	1
37	но это уже	2	1
38	в целом есть	1	1
39	рядом с ними	1	1
40	ровно ничего не	1	1
41	слово может быть	1	1
42	в этом смысле	3	1
43	то же самое	1	1
44	и действительно есть	1	1
45	конечно уже не	1	1
46	характер и в	1	1
47	и в то	1	1
48	нужно помнить что	1	1
49	и для этой	1	1
50	но не потому	1	1
51	но для того	1	1
52	бы то ни	2	1
53	но в этом	1	1
54	тогда когда он	1	1
55	имеют в виду	1	1
56	важно однако что	1	1
57	лишь в процессе	1	1
58	для нее в	2	1
59	вместе с тем	1	1
60	но все они	1	1
61	свой смысл и	1	1
62	может быть и	1	1
63	ту или иную	1	1
64	хотя бы и	1	1
65	этом смысле можно	1	1
66	можно сказать только	1	1
67	не потому что	1	1
68	того чтобы знать	1	1
69	можно говорить об	1	1
70	не зависит от	1	1
71	отношению к таким	1	1
72	в одном случае	1	1
73	в противном случае	1	1
74	с нашей точки	1	1
75	а не как	1	1
76	это не значит	1	1
77	в этом ее	1	1
78	не может дать	2	1
79	слова в их	1	1
80	тем или иным	1	1
81	во всяком случае	1	1
82	не должно быть	1	1
83	когда мы говорим	1	1
84	и пр и	1	1
85	если мы возьмем	1	1
86	то же время	2	1
87	мы не можем	1	1
88	же самое что	1	1
89	никогда не может	1	1
90	в свою очередь	1	1
91	само по себе	1	1
92	в отвлечении от	5	1
93	со стороны ее	1	1
94	в конечном счете	1	1
95	это отнюдь не	1	1
96	тем самым оно	1	1
97	нашей точки зрения	1	1
98	мы говорим о	1	1
99	в ее целом	2	1
100	никто конечно не	1	1
101	в то же	2	1
102	в то или	1	1
103	к тому что	1	1
104	в том смысле	1	1
105	это не есть	3	1
106	месте и не	1	1
107	быть не может	1	1
108	а именно в	1	1
109	бы не было	1	1
110	с разных точек	1	1
111	еще не значит	1	1
112	не имеет смысла	1	1
113	и вопрос о	1	1
