N	3gram	Vygotskiy__4	VLabPisa
1	в этом отношении	7	13
2	с другой стороны	8	8
3	не может быть	1	8
4	по отношению к	1	7
5	в зависимости от	1	5
6	не могут быть	2	4
7	в связи с	3	4
8	можно сказать что	1	4
9	равно как и	1	4
10	в том что	31	4
11	о том как	1	3
12	вместе с тем	3	3
13	в этой области	2	3
14	мы видели что	2	3
15	о том что	3	3
16	к тому что	1	3
17	том отношении что	1	2
18	не может не	2	2
19	одной стороны и	2	2
20	по одному тому	1	2
21	чуть ли не	1	2
22	подобно тому как	2	2
23	в том числе	2	2
24	до сих пор	1	2
25	что все эти	1	2
26	только то что	1	2
27	можно было бы	5	2
28	это мы наблюдаем	1	2
29	одному тому что	1	2
30	одном и том	1	2
31	в том чтобы	2	2
32	с одной стороны	9	2
33	в конце концов	1	2
34	и том же	1	2
35	уже по одному	1	2
36	нет никаких оснований	1	2
37	во всяком случае	3	2
38	в том отношении	1	2
39	этой точки зрения	4	2
40	не только не	5	2
41	том числе и	2	2
42	мы знаем что	1	2
43	для того чтобы	5	2
44	если бы он	1	1
45	исследования не только	1	1
46	том смысле что	1	1
47	решение этой проблемы	1	1
48	и в результате	2	1
49	это то что	1	1
50	и ту же	1	1
51	в какой мере	1	1
52	что должно быть	1	1
53	то время как	1	1
54	идет дальше и	1	1
55	как один из	1	1
56	как это мы	2	1
57	в самом деле	6	1
58	но даже и	1	1
59	в этом смысле	8	1
60	образов и символов	1	1
61	в том же	1	1
62	же как и	4	1
63	с этой точки	4	1
64	и во всех	1	1
65	говоря уже о	1	1
66	что он не	1	1
67	но и в	2	1
68	только в том	2	1
69	то что в	1	1
70	целом но и	1	1
71	не отличается от	1	1
72	в результате уже	1	1
73	не заключается в	1	1
74	чем иным как	1	1
75	как если бы	1	1
76	не подлежит сомнению	1	1
77	одно и то	6	1
78	ни в какой	1	1
79	в этом же	1	1
80	в целом и	2	1
81	мы полагаем что	1	1
82	том что мы	1	1
83	не чем иным	1	1
84	того что мы	1	1
85	в данном случае	2	1
86	далеко не всегда	1	1
87	по этому вопросу	1	1
88	может быть даже	1	1
89	не только в	1	1
90	того обстоятельства что	2	1
91	толстой но и	1	1
92	из которых каждая	1	1
93	то же самое	7	1
94	и то же	6	1
95	так же как	5	1
96	по сравнению с	3	1
97	мы видим что	2	1
98	имеем дело с	1	1
99	оно может быть	2	1
100	все же не	1	1
101	в действительной жизни	1	1
102	но вместе с	2	1
103	того момента когда	1	1
104	не имеет ничего	1	1
105	это явствует из	1	1
106	что они не	1	1
107	в целом но	1	1
108	между этими двумя	2	1
109	в то время	1	1
110	не говоря уже	1	1
111	в свою очередь	2	1
112	ничего общего с	1	1
113	одной из основных	1	1
114	обратил внимание на	1	1
115	вопрос о том	1	1
116	мы говорим о	1	1
117	это особенно часто	1	1
118	лежит в основе	1	1
119	возникают у него	1	1
120	после того как	1	1
121	в том смысле	2	1
122	когда он однажды	1	1
123	мы встречаемся с	1	1
124	мы имеем дело	1	1
125	анализа и синтеза	1	1
126	одну и ту	1	1
127	может быть в	1	1
128	и как увидим	1	1
129	к тому же	1	1
130	только тогда когда	1	1
131	заключает в себе	1	1
