N	4gram	Bakhtin_Fr_5	Problema
1	в то же время	9	3
2	ни в коем случае	1	2
3	и в то же	1	2
4	между тем как в	1	2
5	дело в том что	2	1
6	подлежит конечно никакому сомнению	1	1
7	в нем не только	1	1
8	и с точки зрения	2	1
9	на самом же деле	1	1
10	в следующей главе посвященной	1	1
11	которой можно было бы	2	1
12	не что иное как	1	1
13	то же время она	1	1
14	но в то же	5	1
15	не подлежит конечно никакому	1	1
16	в его целом в	1	1
17	а также и в	1	1
18	по отношению к которому	1	1
19	есть не что иное	1	1
