N	2gram	Losev_Prob_1	FransuaR
1	и в	32	40
2	то есть	33	18
3	и его	3	17
4	прежде всего	10	16
5	в этом	19	15
6	в романе	1	15
7	мы уже	5	13
8	не только	17	13
9	в его	6	13
10	и не	31	13
11	вовсе не	35	12
12	что в	12	12
13	как и	3	11
14	но и	9	11
15	таким образом	6	10
16	как мы	7	10
17	в сущности	2	9
18	он не	3	9
19	в них	7	9
20	может быть	14	9
21	и все	7	9
22	и до	2	8
23	той же	1	8
24	и на	8	8
25	все эти	8	8
26	и с	2	8
27	во время	1	8
28	в том	9	8
29	но в	14	8
30	то же	10	7
31	в своем	5	7
32	он и	8	7
33	в виду	6	7
34	в ту	1	7
35	во всех	7	6
36	в самом	6	6
37	в этих	3	6
38	в то	6	6
39	связи с	5	6
40	и других	1	6
41	мы еще	1	6
42	он говорит	1	6
43	в своей	8	6
44	к этому	1	6
45	здесь и	1	5
46	в году	1	5
47	в нем	13	5
48	со всеми	2	5
49	в основе	1	5
50	и для	4	5
51	xx века	2	5
52	начала и	1	5
53	в литературе	4	5
54	мы видим	2	5
55	для него	2	5
56	то что	42	5
57	не было	4	5
58	а не	15	5
59	в связи	4	5
60	как раз	13	5
61	смысле слова	7	4
62	также и	11	4
63	жизни и	1	4
64	из всех	1	4
65	xix века	1	4
66	в истории	4	4
67	было бы	8	4
68	ни в	7	4
69	и вы	1	4
70	том что	12	4
71	в эту	2	4
72	в их	4	4
73	даже в	1	4
74	того чтобы	9	4
75	в области	2	4
76	у нас	14	4
77	о том	11	4
78	и о	8	4
79	особенно в	2	4
80	и здесь	6	4
81	а также	4	4
82	и во	3	4
83	один из	4	4
84	только на	4	4
85	из них	3	4
86	так как	11	4
87	и даже	11	4
88	до сих	3	4
89	здесь в	3	4
90	и потому	2	4
91	в данном	9	4
92	сих пор	3	4
93	в основном	1	4
94	все это	7	4
95	видно что	1	4
96	ни для	1	4
97	самом деле	6	3
98	на самом	6	3
99	и есть	6	3
100	только для	3	3
101	он был	1	3
102	с его	2	3
103	в этой	10	3
104	кроме того	2	3
105	и как	6	3
106	и к	1	3
107	в себе	15	3
108	но ведь	3	3
109	связанные с	1	3
110	при этом	6	3
111	всех этих	7	3
112	для понимания	1	3
113	об этом	10	3
114	на протяжении	1	3
115	но именно	3	3
116	эти моменты	1	3
117	мы видели	1	3
118	их в	4	3
119	для этого	3	3
120	я вас	1	3
121	вплоть до	1	3
122	в таких	2	3
123	дело не	1	3
124	одна из	1	3
125	о нем	3	3
126	начиная с	1	3
127	но все	3	3
128	правда не	1	3
129	и самое	1	3
130	здесь не	7	3
131	в ее	3	3
132	можно было	3	3
133	если бы	4	3
134	в другом	1	3
135	другими словами	3	3
136	никак не	4	3
137	между тем	2	3
138	во всей	3	3
139	в свете	1	3
140	и следовательно	3	3
141	еще не	9	3
142	только в	7	3
143	поэтому и	2	3
144	так и	12	3
145	же и	3	3
146	в начале	1	3
147	одно из	2	3
148	не так	1	3
149	мы находим	2	3
150	в конце	6	3
151	тем что	7	3
152	в других	5	3
153	для того	8	3
154	связан с	1	3
155	сказать что	13	3
156	для этой	1	3
157	не может	8	3
158	вместе с	2	3
159	как в	4	3
160	такого рода	7	3
161	как бы	14	3
162	хотя он	1	3
163	и от	1	3
164	но это	8	3
165	а в	4	3
166	к этой	1	3
167	одним из	1	2
168	например в	2	2
169	наших дней	1	2
170	того же	3	2
