N	3gram	Tiupa_Narr_1	KulturaY
1	для того чтобы	3	15
2	в том что	5	15
3	и т д	1	14
4	с точки зрения	1	9
5	по отношению к	3	8
6	в самом деле	2	7
7	только потому что	1	6
8	с другой стороны	1	6
9	о том что	2	5
10	в зависимости от	2	5
11	в этом отношении	3	5
12	по крайней мере	1	5
13	во всяком случае	2	5
14	до сих пор	2	4
15	тем не менее	3	4
16	состоит в том	2	3
17	мере того как	1	3
18	более или менее	1	3
19	в соответствии с	4	3
20	по мере того	1	3
21	в связи с	2	3
22	а с другой	1	3
23	в свою очередь	2	3
24	не может быть	4	3
25	и того же	1	2
26	на самом деле	1	2
27	на то что	2	2
28	и потому что	1	2
29	внимание на то	2	2
30	в ряде случаев	1	2
31	по большей части	3	2
32	то же время	4	2
33	и в самом	1	2
34	речь идет о	3	2
35	но все же	1	2
36	одного и того	1	2
37	в то же	4	2
38	к тому что	1	2
39	что иное как	1	1
40	точки зрения как	1	1
41	каждый из нас	1	1
42	всего тем что	1	1
43	но именно это	1	1
44	это уже не	1	1
45	так и не	2	1
46	с одной стороны	1	1
47	том случае если	1	1
48	и в то	1	1
49	сами по себе	2	1
50	в отличие от	2	1
51	при этом что	1	1
52	вследствие того что	1	1
53	в сущности говоря	1	1
54	со своей точки	1	1
55	то что обычно	1	1
56	не то что	1	1
57	в том случае	1	1
58	одно и то	2	1
59	в конечном итоге	1	1
60	едва ли не	1	1
61	в особенности в	1	1
62	в первом случае	3	1
63	не только в	6	1
64	и то же	2	1
65	значения и смысла	1	1
66	еще и потому	1	1
67	событие и его	1	1
68	но и с	1	1
69	само по себе	1	1
70	то же слово	1	1
71	в случае с	1	1
72	вовсе еще не	1	1
73	об этом и	1	1
74	самом деле в	1	1
75	том что на	1	1
76	с легкой руки	1	1
77	и все же	2	1
78	в стороне от	1	1
79	лишь в том	1	1
80	дело не с	1	1
81	и тем самым	4	1
82	слова должны были	1	1
83	рассказать о событии	1	1
84	той или иной	4	1
85	друг от друга	1	1
86	чтобы рассказать о	1	1
87	в этих случаях	1	1
88	во втором случае	1	1
89	ведь каждый из	1	1
90	на этот раз	1	1
91	точно так же	1	1
92	своей точки зрения	1	1
