N	2gram	Propp_Russ_1	Istorich
1	т е	17	29
2	в лес	1	27
3	что он	1	24
4	в сказке	1	21
5	и т	10	19
6	не только	22	18
7	т д	9	18
8	может быть	8	17
9	мы имеем	4	15
10	и в	36	15
11	так как	15	14
12	но и	16	14
13	так же	3	13
14	что в	19	12
15	то что	6	12
16	а в	9	12
17	в этом	12	11
18	об этом	9	11
19	в этих	3	11
20	мы знаем	1	11
21	и не	6	11
22	то же	3	10
23	что они	7	10
24	его в	1	10
25	этих случаях	1	10
26	еще не	4	9
27	все же	5	9
28	с тем	8	9
29	и здесь	2	9
30	потому что	10	9
31	должны были	2	8
32	он не	1	8
33	связи с	4	8
34	в сказках	1	8
35	один из	8	8
36	мы увидим	8	8
37	очень много	1	8
38	мы можем	2	8
39	мы видим	2	8
40	в нем	2	7
41	таким образом	6	7
42	том что	19	7
43	ничего не	3	7
44	смерти и	1	7
45	и пр	2	7
46	вместе с	10	7
47	мы здесь	1	6
48	но в	2	6
49	что это	3	6
50	и что	4	6
51	в его	2	6
52	что и	7	6
53	мы уже	1	6
54	так что	2	6
55	наряду с	1	6
56	как бы	5	6
57	видно что	6	6
58	в том	17	6
59	только в	4	6
60	точно так	1	6
61	же как	1	5
62	представляет собой	4	5
63	как в	5	5
64	с этим	2	5
65	и наконец	1	5
66	что она	2	5
67	но все	3	5
68	было бы	1	5
69	в иной	1	5
70	видим что	1	5
71	можно было	1	5
72	так и	7	5
73	она не	2	5
74	к нему	1	5
75	в одном	3	5
76	к которому	1	5
77	представления о	1	5
78	а не	2	5
79	в связи	4	5
80	не может	4	5
81	этом случае	5	5
82	к тому	4	5
83	эти случаи	1	4
84	что эти	1	4
85	увидим ниже	3	4
86	в ней	2	4
87	и на	10	4
88	в себе	1	4
89	этот случай	1	4
90	все эти	2	4
91	в этой	1	4
92	при этом	6	4
93	после этого	4	4
94	они должны	1	4
95	и с	2	4
96	показывает что	5	4
97	вопрос о	1	4
98	не будем	3	4
99	но они	3	4
100	дело не	1	4
101	того как	5	4
102	для нас	6	4
103	или на	3	4
104	что здесь	1	4
105	его и	2	4
106	при рождении	1	4
107	у него	2	4
108	тем что	4	4
109	с обрядом	1	4
110	и др	4	4
111	власть над	1	4
112	но это	4	4
113	в область	1	4
114	мы должны	2	4
115	и другие	13	4
116	они не	1	4
117	в русских	1	3
118	представлял собой	1	3
119	в доме	2	3
120	указать что	1	3
121	мы не	6	3
122	установить что	1	3
123	не совсем	4	3
124	он был	2	3
125	эта связь	1	3
126	когда он	2	3
127	увидим что	1	3
128	из этих	4	3
129	в очень	1	3
130	как он	2	3
131	на то	1	3
132	всех этих	2	3
133	подобно тому	1	3
134	здесь мы	1	3
135	уже знаем	1	3
136	должен был	1	3
137	д к	8	3
138	он и	1	3
139	в их	4	3
140	свет на	1	3
