N	2gram	Propp_Isto_5	Dialekti
1	т е	16	46
2	и не	11	30
3	и есть	1	19
4	а не	2	18
5	и т	20	17
6	ничего не	2	17
7	может быть	17	17
8	то что	7	16
9	т д	18	15
10	и в	25	15
11	как бы	2	14
12	точки зрения	2	14
13	не имеет	1	14
14	так как	11	14
15	что это	5	13
16	по себе	2	13
17	того что	2	13
18	это не	6	12
19	в этом	10	11
20	и вот	1	11
21	ясно что	5	11
22	в том	6	11
23	прежде всего	6	11
24	не может	6	11
25	и все	3	11
26	том что	8	10
27	в основе	1	10
28	потому что	7	10
29	то же	4	9
30	мы не	5	9
31	было бы	1	9
32	с точки	1	9
33	в виду	1	9
34	и что	8	9
35	уже не	11	9
36	и пр	3	9
37	значит что	2	9
38	все это	4	9
39	не в	6	8
40	в себе	1	8
41	не только	13	8
42	и это	4	8
43	и о	1	8
44	и ее	1	8
45	это значит	2	8
46	должна быть	1	7
47	и мы	2	7
48	как и	7	7
49	теперь мы	1	7
50	и вообще	3	7
51	и его	9	7
52	что оно	1	7
53	только в	7	7
54	что мы	2	7
55	или в	6	7
56	что он	22	7
57	что в	8	7
58	перед нами	2	6
59	и тем	4	6
60	если бы	2	6
61	в то	3	6
62	же время	1	6
63	что и	6	6
64	так что	2	6
65	вовсе не	2	6
66	и даже	1	6
67	а именно	4	6
68	нет ничего	1	6
69	в мифе	7	6
70	сказать что	2	6
71	ни на	1	6
72	что миф	2	5
73	той же	1	5
74	мы имеем	14	5
75	и на	8	5
76	быть в	1	5
77	только тогда	2	5
78	в своем	1	5
79	то в	2	5
80	на то	2	5
81	что она	1	5
82	в нем	7	5
83	есть не	1	5
84	в жизни	1	5
85	что такое	1	5
86	в ней	5	5
87	того чтобы	3	5
88	тогда когда	2	5
89	как таковой	1	5
90	я не	1	5
91	в каком	1	5
92	таким образом	9	5
93	как только	1	5
94	о том	7	5
95	в себя	3	5
96	другими словами	1	5
97	можно сказать	2	5
98	в свете	3	5
99	не говорит	1	5
100	для того	3	5
101	как же	1	5
102	знания и	1	5
103	и для	2	5
104	но если	1	5
105	также и	1	4
106	хотя бы	1	4
107	что они	1	4
108	в этой	3	4
109	в течение	2	4
110	и как	3	4
111	не как	4	4
112	в силу	1	4
113	подобно тому	1	4
114	и с	3	4
115	с тем	8	4
116	и уже	1	4
117	на другую	1	4
118	она не	2	4
119	видим что	5	4
120	что все	4	4
121	идет речь	1	4
122	еще не	8	4
123	в его	12	4
124	оказывается что	2	4
125	мы должны	4	4
126	мы видим	8	4
127	в одном	1	4
128	само по	1	4
129	отнюдь не	1	4
130	так же	5	4
131	в особенности	3	4
132	тому как	1	4
133	на свете	1	4
134	но это	7	4
135	один из	2	4
136	бы в	1	4
137	жизни и	2	4
138	но и	13	4
139	должны быть	1	4
140	себя как	1	3
141	то на	1	3
142	мы имели	1	3
143	едва ли	1	3
144	же что	1	3
145	то мы	1	3
146	а если	2	3
147	со стороны	2	3
148	в истории	4	3
149	как в	6	3
150	с этим	5	3
151	когда он	2	3
152	и наконец	1	3
153	как таковое	2	3
154	но в	1	3
155	от этого	4	3
156	та же	1	3
157	все эти	8	3
158	и если	1	3
159	на этом	3	3
160	об этом	2	3
161	мы уже	4	3
162	известно что	1	3
163	не всегда	4	3
164	в данном	3	3
165	смысл и	1	3
166	можно только	1	3
167	в своей	2	3
168	в их	1	3
169	она в	1	3
170	миф и	1	3
171	в предыдущем	1	3
172	только для	1	3
173	мы можем	2	3
174	найти в	1	3
175	могут быть	6	3
176	думает что	1	3
177	этот момент	1	3
178	д и	1	3
179	в виде	9	3
180	времени когда	1	3
181	при помощи	7	3
182	уже нет	1	3
183	эти две	1	3
184	что не	1	3
185	говорит о	2	3
186	на основании	1	3
187	и потому	2	3
188	из которых	2	3
189	что здесь	3	3
190	или другой	1	3
191	от него	1	3
192	или нет	1	3
193	с ним	4	3
194	в свою	3	3
195	совершенно не	2	3
196	есть и	1	3
197	только о	1	3
198	тем самым	1	3
199	к этому	2	3
200	можно назвать	1	3
201	человека и	2	2
202	тех же	2	2
203	что уже	1	2
204	вопрос о	2	2
205	категории и	1	2
206	сам по	1	2
207	думаю что	1	2
208	на нем	1	2
209	не нужно	1	2
210	во всех	2	2
211	только после	3	2
212	но как	1	2
213	себе и	1	2
214	чем же	1	2
215	не видно	1	2
216	все же	10	2
217	себе не	1	2
218	в самом	1	2
219	в которой	4	2
220	мы получаем	1	2
221	думать что	1	2
222	при этом	1	2
223	тем не	4	2
224	с этой	2	2
225	а это	1	2
226	но все	5	2
227	в глубине	1	2
228	когда уже	2	2
229	это было	2	2
230	показывает что	5	2
231	не мешает	1	2
232	том как	2	2
233	вне всякого	1	2
234	в котором	1	2
235	представление о	17	2
236	от себя	2	2
237	что с	1	2
238	что есть	1	2
239	не менее	4	2
240	но они	1	2
241	что эта	1	2
242	и другое	1	2
243	как о	1	2
244	того как	4	2
245	думают что	2	2
246	иметь в	1	2
247	никогда не	3	2
248	и по	2	2
249	во всем	2	2
250	не по	1	2
251	как будто	1	2
252	что на	1	2
253	а что	1	2
254	всегда есть	1	2
255	обряд и	3	2
256	и тогда	1	2
257	свою очередь	1	2
258	без всякого	1	2
259	в ее	4	2
260	совершенно ясно	4	2
261	мог бы	1	2
262	д все	1	2
263	для этого	1	2
264	даже не	1	2
265	находится в	2	2
266	о ней	1	2
267	о нем	3	2
268	ее в	2	2
269	но мы	3	2
270	никак не	1	2
271	и требует	3	2
272	эти два	1	2
273	я думаю	1	2
274	во всей	1	2
275	и только	1	2
276	одной из	1	2
277	сказали что	1	2
278	и так	1	2
279	или сам	1	2
280	в качестве	7	2
281	себя в	6	2
282	же и	1	2
283	конечно не	1	2
284	то и	1	2
285	в нашей	1	2
286	есть этот	1	2
287	не дает	1	2
288	из них	2	2
289	никто не	3	2
290	отличие от	1	2
291	тем что	10	2
292	в целях	3	2
293	не было	1	2
294	и из	3	2
295	что человек	1	2
296	другой стороны	8	2
297	е в	3	2
298	в частности	7	2
299	вместе с	22	2
300	как это	1	2
301	к своему	1	2
302	ни от	1	2
303	этой точки	1	2
304	мы еще	1	2
305	быть не	1	2
306	или другого	1	2
307	под собой	1	2
308	но для	2	2
309	показать как	1	2
310	и часто	1	2
311	не объясняет	2	2
312	тот кто	7	2
313	солнца и	1	2
314	главным образом	1	2
315	только что	1	2
316	отражается и	2	2
317	а как	2	2
318	еще ничего	1	2
319	что этот	2	2
320	и при	2	2
321	равно как	1	2
322	оно не	1	2
323	в свое	2	2
324	видим в	1	2
325	в противоположность	1	2
326	точно так	1	2
327	во всяком	1	2
328	все что	1	2
329	же как	4	1
330	потом и	1	1
331	по отдельным	1	1
332	в сердце	1	1
333	на самом	1	1
334	он может	2	1
335	вне связи	1	1
336	переход от	1	1
337	всего это	1	1
338	но тем	1	1
339	и должны	1	1
340	дело не	1	1
341	имеем и	1	1
342	когда это	1	1
343	в зависимости	1	1
344	его не	3	1
345	проста и	1	1
346	из того	1	1
347	то это	3	1
348	и он	6	1
349	это время	2	1
350	очень часто	1	1
351	как таковые	2	1
352	и этого	1	1
353	обряда и	2	1
354	на них	2	1
355	он сам	1	1
356	знаем что	6	1
357	всего этот	1	1
358	где же	1	1
359	или во	1	1
360	не требует	1	1
361	видели что	2	1
362	легко может	1	1
363	не то	1	1
364	и всякий	1	1
365	очевидно что	2	1
366	отношение к	1	1
367	и я	1	1
368	как говорит	1	1
369	трудно сказать	1	1
370	в одной	1	1
371	эта связь	2	1
372	по которому	3	1
373	стороны и	1	1
374	как к	1	1
375	пределах одной	1	1
376	остановиться на	1	1
377	целый ряд	1	1
378	это тоже	1	1
379	тот же	1	1
380	с вечера	1	1
381	с коня	1	1
382	за это	1	1
383	и основной	1	1
384	его а	1	1
385	что так	1	1
386	есть как	1	1
387	и тот	1	1
388	роль в	2	1
389	только один	3	1
390	если он	1	1
391	лет тому	1	1
392	как принцип	1	1
393	дальше и	1	1
394	как совершенно	1	1
395	целую главу	1	1
396	он не	4	1
397	еще раньше	1	1
398	чтобы они	1	1
399	всех этих	1	1
400	и еще	1	1
401	сердце и	1	1
402	и более	1	1
403	и начинается	1	1
404	ему на	1	1
405	неизвестно куда	1	1
406	но дело	1	1
407	в нее	6	1
408	связанные с	2	1
409	они должны	1	1
410	на ту	1	1
411	что перед	1	1
412	от земли	1	1
413	его в	9	1
414	входит в	5	1
415	с другими	4	1
416	или просто	1	1
417	знаем как	1	1
418	данном случае	2	1
419	чаще всего	1	1
420	еще одно	1	1
421	он является	1	1
422	о которых	2	1
423	его цель	1	1
424	смысле мы	1	1
425	одна и	1	1
426	для чего	1	1
427	мы видели	7	1
428	мифа о	2	1
429	нам из	1	1
430	ясно из	1	1
431	такой же	2	1
432	же я	1	1
433	птиц зверей	1	1
434	можно найти	2	1
435	он должен	1	1
436	на месте	1	1
437	в который	1	1
438	и процесс	1	1
439	место в	1	1
440	в отличие	1	1
441	в которых	3	1
442	входит не	1	1
443	миф о	5	1
444	данного мифа	1	1
445	бы мы	2	1
446	такую же	1	1
447	но он	2	1
448	их в	3	1
449	же может	1	1
450	даже в	2	1
451	в землю	2	1
452	народов и	1	1
453	кругом и	1	1
454	ее нужно	1	1
455	категория в	1	1
456	с которой	1	1
457	виду что	1	1
458	она могла	1	1
459	европа и	1	1
460	в иное	5	1
461	в процессе	1	1
462	он еще	1	1
463	и образуется	1	1
464	есть например	1	1
465	это мы	1	1
466	и всегда	1	1
467	и обрядом	1	1
468	сами и	1	1
469	одна из	2	1
470	мифе о	1	1
471	или как	2	1
472	связи с	8	1
473	прямо в	1	1
474	здесь же	1	1
475	должны иметь	1	1
476	это уже	2	1
477	в некотором	2	1
478	однако это	1	1
479	не знали	1	1
480	такие же	1	1
481	а в	3	1
482	обстоятельство что	1	1
483	к себе	1	1
484	просто на	2	1
485	человека в	3	1
486	на коня	1	1
487	зависимости от	1	1
488	его за	1	1
489	люди ходят	1	1
490	быть отнесены	1	1
491	они и	1	1
492	он видит	4	1
493	и они	2	1
494	с образом	1	1
495	некоторой степени	1	1
496	приходит к	1	1
497	получает свою	1	1
498	как мы	5	1
499	его почти	1	1
500	ли возможно	1	1
501	его это	1	1
502	нами выше	1	1
503	чтобы быть	1	1
504	можно сделать	1	1
505	в пределах	4	1
506	которых шла	1	1
507	в дальнейшем	4	1
508	этого они	2	1
509	на том	3	1
510	сына и	1	1
511	что может	1	1
512	переход к	1	1
513	достаточно и	1	1
514	здесь как	2	1
515	не обитает	1	1
516	вещи в	1	1
517	обычай у	1	1
518	чем выше	1	1
519	через него	1	1
520	к тем	1	1
521	это только	1	1
522	мы в	1	1
523	таких примеров	2	1
524	особенности повезло	1	1
525	человек по	1	1
526	образом в	2	1
527	уже сейчас	1	1
528	и здесь	7	1
529	также на	1	1
530	говорит об	1	1
531	с одной	7	1
532	были бы	1	1
533	мира а	1	1
534	после того	3	1
535	а кругом	1	1
536	все его	2	1
537	с целью	1	1
538	но когда	3	1
539	таковой в	1	1
540	должно было	2	1
541	новый дух	1	1
542	к нему	3	1
543	доходит до	1	1
544	не могло	1	1
545	это дерево	1	1
546	чтобы получить	1	1
547	от них	2	1
548	во втором	1	1
549	в другой	3	1
550	тело его	1	1
551	вслед за	1	1
552	и она	3	1
553	такие формы	1	1
554	в него	5	1
555	мало если	1	1
556	но так	2	1
557	одного из	1	1
558	но с	1	1
559	и цельности	1	1
560	не само	1	1
561	даже если	1	1
562	и внутри	1	1
563	их не	1	1
564	именно на	2	1
565	и у	1	1
566	уже в	2	1
567	существует целая	1	1
568	мы получим	1	1
569	положение что	1	1
570	однако так	1	1
571	существования и	1	1
572	а то	1	1
573	и других	2	1
574	его и	2	1
575	за ним	4	1
576	что данный	1	1
577	одно из	1	1
578	не так	1	1
579	себе в	1	1
580	все совершенно	1	1
581	другую сторону	1	1
582	в конце	1	1
583	чтобы она	2	1
584	свой смысл	1	1
585	с этими	1	1
586	ее не	1	1
587	до некоторой	1	1
588	и никакой	1	1
589	во-первых мы	1	1
590	и вместе	2	1
591	совершенно естественно	1	1
592	не были	1	1
593	возможно что	1	1
594	видно как	2	1
595	ней и	1	1
596	она и	1	1
597	или иной	1	1
598	и постепенно	1	1
599	мы это	1	1
600	с другой	9	1
601	совершенно точно	1	1
602	такое же	2	1
603	по всей	1	1
604	к ее	1	1
605	на ней	2	1
606	но есть	2	1
607	что для	1	1
608	естественно что	1	1
609	только по	1	1
610	превращается в	7	1
611	и оно	1	1
612	но знаем	1	1
613	дерево и	1	1
614	совершенно очевидно	1	1
615	в связи	4	1
616	нужно думать	1	1
617	нет никаких	1	1
618	но оно	3	1
619	человек в	1	1
620	в лесу	2	1
621	до этого	2	1
622	не удается	1	1
623	пространства и	1	1
624	и самые	1	1
625	их к	1	1
626	то обстоятельство	1	1
627	не ясна	1	1
628	находит в	2	1
629	это делается	4	1
630	еще нет	1	1
631	знать что	1	1
632	наряду с	4	1
633	слава тебе	2	1
634	я покажу	1	1
635	а потом	1	1
636	где не	1	1
637	каких именно	1	1
638	по существу	2	1
639	е на	2	1
640	ней не	1	1
641	в состоянии	1	1
642	в это	2	1
643	он от	1	1
644	нечистой силы	1	1
645	этом случае	7	1
646	жизни или	1	1
647	голове и	1	1
648	в наше	2	1
649	не знаем	3	1
650	но такой	1	1
651	потому не	1	1
652	что авторы	1	1
653	и от	1	1
654	в христианстве	1	1
655	это можно	1	1
656	е мы	1	1
657	мира и	1	1
658	пр чтобы	1	1
659	в другое	1	1
660	ее и	3	1
661	из себя	4	1
662	у них	1	1
663	стороны в	1	1
664	все они	1	1
665	на берегу	2	1
666	есть уже	1	1
667	хотя в	1	1
668	есть однако	1	1
669	находятся в	1	1
670	гораздо больше	1	1
671	к самым	1	1
672	не знает	1	1
673	миф содержит	1	1
674	остается на	1	1
675	что под	1	1
676	из этого	1	1
677	ней то	1	1
678	это она	1	1
679	в современной	1	1
680	как на	1	1
681	становится тем	1	1
682	а я	1	1
683	голову и	2	1
684	в своих	1	1
685	в птицу	2	1
686	во сне	2	1
