N	3gram	Propp_Isto_6	VerxiiNi
1	вместе с тем	3	8
2	с одной стороны	7	7
3	во всяком случае	2	6
4	более или менее	1	5
5	в том числе	1	5
6	до сих пор	4	5
7	друг с другом	1	5
8	а с другой	1	5
9	для того чтобы	1	5
10	о том что	4	4
11	том числе и	1	4
12	и вместе с	1	4
13	но все же	2	4
14	так или иначе	1	3
15	точно так же	2	3
16	так же как	1	3
17	всяком случае не	1	3
18	тем не менее	1	3
19	в том что	5	3
20	таким образом если	1	2
21	друг на друга	1	2
22	с этой точки	1	2
23	то или иное	1	2
24	но вместе с	1	2
25	между этими двумя	1	2
26	таким образом в	1	2
27	этой точки зрения	1	2
28	можно сказать что	1	2
29	на то что	1	2
30	влечет за собой	2	2
31	его уже не	1	1
32	она живет в	1	1
33	в прямом смысле	1	1
34	и в китае	1	1
35	по отношению к	2	1
36	в которых он	1	1
37	о том как	3	1
38	обстоит дело с	1	1
39	с представлением о	2	1
40	в таком случае	1	1
41	что все эти	1	1
42	с тем что	1	1
43	совершенно ясно что	1	1
44	от них в	1	1
45	но не всегда	1	1
46	к мысли о	1	1
47	между человеком и	1	1
48	и некоторые другие	1	1
49	все эти черты	1	1
50	о его существовании	1	1
51	в нем царит	1	1
52	в данном случае	3	1
53	не потому что	1	1
54	на задний план	1	1
55	смысле этого слова	1	1
56	но при этом	1	1
57	все же есть	1	1
58	мире как о	1	1
59	в индии в	1	1
60	мы уже говорили	1	1
61	в этом направлении	1	1
62	один из этих	1	1
63	все что связано	1	1
64	с другой стороны	8	1
65	как бы в	1	1
66	речь идет о	1	1
67	мы видели что	3	1
68	лицом к лицу	1	1
69	смотря по тому	1	1
70	что оно имеет	1	1
71	только то что	2	1
72	сих пор не	1	1
73	у него в	1	1
74	не может быть	3	1
75	в общих чертах	1	1
76	похожи друг на	1	1
77	в то время	3	1
78	всяком случае в	1	1
79	так и в	1	1
80	что связано с	1	1
81	несмотря на все	1	1
82	мы имеем в	4	1
83	после того как	2	1
84	и не потому	1	1
85	так как по	1	1
86	тем что в	1	1
87	в себе не	1	1
88	что и в	2	1
