N	3gram	Bakhtin_Pr_5	Formalny
1	с точки зрения	2	14
2	не может быть	3	14
3	на самом деле	9	12
4	в то же	10	7
5	то же время	10	7
6	во всяком случае	4	6
7	с другой стороны	3	5
8	а вовсе не	1	4
9	в самом деле	1	4
10	подобно тому как	2	4
11	и не может	2	4
12	в данном случае	1	4
13	бы то ни	3	4
14	то ни было	3	4
15	в большинстве случаев	2	4
16	для того чтобы	1	4
17	как мы знаем	2	4
18	может войти в	2	3
19	а не в	1	3
20	по отношению к	6	3
21	то же самое	1	3
22	все без исключения	1	3
23	в этом отношении	1	3
24	вместе с тем	1	3
25	в том что	2	3
26	раз и навсегда	1	3
27	заложенные в них	1	2
28	с таким же	1	2
29	так же и	1	2
30	в этом смысле	3	2
31	о том как	1	2
32	и во всяком	1	2
33	в нем и	1	2
34	мы увидим что	2	2
35	как и все	2	2
36	и в то	2	2
37	в отличие от	2	2
38	мы без труда	1	2
39	слова и его	2	2
40	в высшей степени	3	2
41	дело в том	1	2
42	мы видели что	1	2
43	всяком случае в	1	2
44	так и в	2	2
45	не только не	1	2
46	как бы ни	1	2
47	именно потому что	2	2
48	к тому что	1	2
49	тем не менее	1	2
50	смысле этого слова	2	2
51	в конце концов	3	2
52	как мы видели	1	2
53	в пределах одного	5	2
54	как и самое	1	1
55	под эту категорию	1	1
56	в нем происходит	1	1
57	и того же	1	1
58	так и не	1	1
59	здесь же нам	1	1
60	одних и тех	1	1
61	точки зрения на	1	1
62	сводится к тому	2	1
63	что же такое	1	1
64	и столь же	1	1
65	одним из средств	1	1
66	бы ни был	1	1
67	какого бы то	1	1
68	чего бы то	2	1
69	в том же	1	1
70	в этом случае	1	1
71	что же касается	1	1
72	в одних и	1	1
73	обойтись без этого	1	1
74	в том или	1	1
75	сам по себе	2	1
76	лишь в пределах	1	1
77	таким образом как	1	1
78	же время не	3	1
79	оставаясь в пределах	1	1
80	в этом произведении	1	1
81	друг на друга	2	1
82	но для этого	1	1
83	но путь к	1	1
84	такой же степени	2	1
85	к тому чтобы	2	1
86	возможно лишь в	1	1
87	нашли бы в	1	1
88	том или ином	1	1
89	в точке пересечения	1	1
90	к его внутреннему	1	1
91	со всех сторон	1	1
92	до сих пор	1	1
93	и тех же	1	1
94	в произведении нет	1	1
95	и в других	1	1
96	в значительной степени	1	1
97	и сводится к	1	1
98	но там где	1	1
99	так же не	1	1
100	все это и	1	1
101	еще не кончаются	1	1
102	за исключением этого	1	1
103	всех без исключения	1	1
104	и по отношению	1	1
105	один из моментов	1	1
106	они на самом	1	1
107	и вместе с	1	1
108	художественное произведение в	1	1
109	в такой же	2	1
110	и все эти	1	1
111	все более и	1	1
112	тоже не может	1	1
113	как впрочем и	1	1
114	мы не найдем	1	1
115	что они на	1	1
116	он и не	2	1
117	не может и	1	1
118	в его целом	2	1
119	потому что они	1	1
120	никогда не является	1	1
121	о том что	1	1
122	неразрывной связи с	1	1
123	мы можем сказать	2	1
124	и пр в	1	1
125	может и не	1	1
126	эту категорию и	1	1
127	можно было бы	2	1
128	с самого начала	8	1
129	и в самом	3	1
130	более и более	1	1
131	увидеть и понять	1	1
132	той или иной	4	1
133	в нем нет	1	1
134	героя в этом	1	1
135	но все же	2	1
136	сказать хотя бы	1	1
137	можно сказать что	1	1
138	одного и того	1	1
139	так как здесь	1	1
140	этого слова и	1	1
141	в целом это	1	1
142	мы уже указывали	1	1
143	самом деле все	1	1
144	в отношении к	7	1
145	сама по себе	1	1
146	и в том	1	1
147	друг с другом	4	1
148	и в нем	3	1
149	героя и его	2	1
150	есть в каждом	1	1
151	тот же принцип	1	1
152	как и в	1	1
153	можем сказать что	2	1
154	где может быть	1	1
155	мы еще не	1	1
156	этого слова в	2	1
