N	2gram	Vygotskiy__4	VrazhdaK
1	не только	15	9
2	в этом	24	8
3	и в	20	8
4	и что	8	8
5	но и	9	7
6	то что	15	7
7	что в	19	7
8	все же	5	6
9	но в	3	6
10	в нем	2	6
11	как и	9	6
12	и с	4	6
13	о нем	1	6
14	в начале	2	6
15	и даже	1	6
16	то же	16	5
17	в то	1	5
18	между тем	9	5
19	у него	2	5
20	и не	8	5
21	в ней	2	4
22	что он	6	4
23	в истории	10	4
24	целый ряд	5	4
25	при этом	12	4
26	это не	5	4
27	все это	1	4
28	в виду	3	4
29	с ним	1	4
30	о том	5	4
31	для нас	4	4
32	уже в	6	4
33	может быть	12	4
34	как бы	7	4
35	в своих	1	4
36	так же	11	4
37	речь идет	5	3
38	одним из	2	3
39	я не	1	3
40	в чем	3	3
41	в своем	4	3
42	и как	9	3
43	в этот	1	3
44	раз в	2	3
45	на то	5	3
46	его в	6	3
47	он не	1	3
48	далеко не	2	3
49	том что	35	3
50	но он	1	3
51	что есть	1	3
52	и его	5	3
53	связи с	3	3
54	по нашему	2	3
55	и во	3	3
56	в его	11	3
57	в том	42	3
58	давно уже	1	3
59	и у	2	3
60	в конце	1	3
61	тем что	7	3
62	в связи	3	3
63	эти слова	1	3
64	наряду с	3	3
65	имел в	1	3
66	мысль на	1	3
67	к этому	4	3
68	же как	6	2
69	и то	10	2
70	на место	3	2
71	и он	2	2
72	столь же	3	2
73	но как	2	2
74	тогда как	2	2
75	отнюдь не	3	2
76	в известном	2	2
77	в той	2	2
78	в этой	3	2
79	что к	1	2
80	в себе	10	2
81	в нашей	2	2
82	их в	2	2
83	таким образом	25	2
84	в одну	1	2
85	а с	2	2
86	мы знаем	1	2
87	на первый	4	2
88	точки зрения	24	2
89	в своей	7	2
90	и ее	1	2
91	с точки	11	2
92	место в	2	2
93	не менее	3	2
94	том же	2	2
95	никогда не	5	2
96	друга при	1	2
97	в момент	1	2
98	его с	1	2
99	мысли на	1	2
100	и это	2	2
101	же не	2	2
102	на основе	10	2
103	так в	1	2
104	еще не	2	2
105	а также	2	2
106	этот момент	1	2
107	тем более	1	2
108	по мнению	2	2
109	уже не	1	2
110	из них	4	2
111	для него	2	2
112	как раз	1	2
113	и т.п	2	2
114	с которым	2	2
115	о чем	1	2
116	не может	6	2
117	вместе с	8	2
118	в него	2	2
119	но это	1	2
120	же в	1	2
121	а в	2	2
122	в период	1	2
123	в свою	2	2
124	это в	2	2
125	как известно	3	1
126	также и	2	1
127	человека и	1	1
128	того же	9	1
129	шаг за	1	1
130	идет о	3	1
131	и есть	1	1
132	что слово	2	1
133	свое место	2	1
134	едва ли	2	1
135	уже по	1	1
136	в их	12	1
137	из всех	1	1
138	той же	6	1
139	разрешения на	1	1
140	что уже	2	1
141	развитие в	1	1
142	равно как	1	1
143	совпадает с	1	1
144	говорить о	1	1
145	ему в	1	1
146	собой в	1	1
147	его представления	1	1
148	первый план	4	1
149	материала это	1	1
150	влияния на	2	1
151	по своему	4	1
152	как правило	1	1
153	совершенно прав	3	1
154	совсем не	1	1
155	но не	3	1
156	не все	1	1
157	если в	1	1
158	и т.д	2	1
159	не хотел	1	1
160	чтобы потом	1	1
161	что они	14	1
162	и я	1	1
163	как говорит	2	1
164	они эти	1	1
165	независимо от	1	1
166	как в	5	1
167	с этим	5	1
168	дает нам	1	1
169	по которому	2	1
170	же самому	1	1
171	в мысли	2	1
172	не являются	3	1
173	себе не	1	1
174	то в	1	1
175	в самом	6	1
176	что это	2	1
177	в целом	11	1
178	только два	1	1
179	почти одновременно	1	1
180	тому же	6	1
181	во многих	2	1
182	как он	4	1
183	высшей степени	2	1
184	в первой	1	1
185	ключ к	4	1
186	при виде	1	1
187	в силу	6	1
188	этот процесс	6	1
189	в плане	1	1
190	из него	2	1
191	одно и	6	1
192	совпадают с	1	1
193	этом он	1	1
194	входя в	1	1
195	заключается в	18	1
196	было бы	8	1
197	задолго до	1	1
198	на характер	1	1
199	в высшей	2	1
200	эта попытка	1	1
201	не всегда	1	1
202	во внимание	1	1
203	которой он	1	1
204	в развитии	25	1
205	такой же	2	1
206	одного и	6	1
207	которую он	2	1
208	в этих	3	1
209	и их	1	1
210	всяком случае	3	1
211	впечатлений и	1	1
212	представление о	1	1
213	далее в	1	1
214	своего рода	1	1
215	тем не	1	1
216	доказывает что	1	1
217	есть еще	1	1
218	не могли	1	1
219	что этот	2	1
220	раз и	1	1
221	вплоть до	1	1
222	но они	2	1
223	тем самым	7	1
224	что эта	3	1
