N	3gram	Potebnia_M_1	FransuaR
1	то же время	3	9
2	в то же	3	9
3	для того чтобы	2	6
4	в том что	13	6
5	в этом отношении	1	5
6	в связи с	1	5
7	зрения на мир	1	4
8	так же как	1	4
9	на самом деле	1	4
10	как мы видели	1	4
11	до сих пор	1	3
12	потому что она	1	2
13	дело в том	2	2
14	как и во	1	2
15	с точки зрения	3	2
16	сказать что и	1	2
17	можно было бы	1	2
18	мысли и слова	1	2
19	между человеком и	2	2
20	не нуждается в	2	2
21	в то время	1	2
22	и не могут	1	2
23	не может быть	9	2
24	между словом и	1	2
25	не только для	2	2
26	и того же	2	1
27	что иное как	2	1
28	и его связь	1	1
29	несколько слов об	1	1
30	и телесной жизни	1	1
31	потому что в	4	1
32	к одной и	1	1
33	и той же	3	1
34	по отношению к	13	1
35	это нисколько не	1	1
36	что не может	3	1
37	так же необходимо	1	1
38	так как оно	1	1
39	свое значение и	1	1
40	сказать несколько слов	1	1
41	между тем как	1	1
42	то что в	1	1
43	истории то есть	1	1
44	но это не	1	1
45	в эту минуту	1	1
46	одном и том	2	1
47	мы видели что	1	1
48	и что в	3	1
49	там где он	1	1
50	и том же	2	1
51	и в этой	1	1
52	и даже по	1	1
53	и в самой	1	1
54	в нем есть	2	1
55	все то что	2	1
56	и таким образом	1	1
57	одной и той	3	1
58	в одном и	2	1
59	мы не можем	1	1
60	его связь с	1	1
61	не что иное	2	1
62	от того что	1	1
63	так и в	3	1
64	как и в	2	1
65	в свою очередь	4	1
66	на этом основании	1	1
67	о том что	1	1
68	а не его	1	1
69	на некоторое время	1	1
70	одного и того	2	1
71	не менее он	1	1
72	друг от друга	2	1
73	то время когда	1	1
74	после того как	1	1
75	но дело в	2	1
76	тем не менее	6	1
77	что и в	3	1
78	только тогда когда	4	1
