N	2gram	Losev_Dial_4	Problema
1	и не	30	28
2	не только	8	24
3	только в	7	23
4	в виде	3	22
5	вовсе не	6	21
6	и в	15	20
7	в том	11	20
8	ни в	8	17
9	не просто	7	16
10	все эти	3	16
11	смысле слова	1	15
12	то что	16	15
13	потому что	10	15
14	точки зрения	14	14
15	у нас	3	14
16	той или	4	14
17	было бы	9	14
18	но и	4	14
19	также и	4	13
20	перед нами	6	13
21	не в	8	13
22	даже и	3	13
23	или иной	1	13
24	в нашем	1	12
25	в себе	8	12
26	том что	10	12
27	не есть	40	12
28	с точки	9	11
29	по себе	13	11
30	есть символ	5	11
31	прежде всего	11	11
32	как будто	2	11
33	едва ли	3	10
34	отнюдь не	4	10
35	тем не	2	10
36	и его	7	10
37	не менее	2	10
38	так и	5	10
39	в качестве	2	10
40	при помощи	3	10
41	это значит	8	10
42	не является	1	10
43	есть нечто	2	9
44	в этом	11	9
45	может быть	17	9
46	и даже	6	9
47	все это	9	9
48	но в	3	8
49	содержит в	1	8
50	таким образом	5	8
51	если бы	6	8
52	значит что	9	8
53	что он	7	8
54	в той	1	8
55	в результате	6	8
56	и все	11	8
57	во всяком	2	8
58	то же	9	7
59	мы не	9	7
60	в ней	5	7
61	еще не	4	7
62	и с	4	7
63	ясно что	11	7
64	это не	12	7
65	общего и	1	7
66	хотя бы	4	7
67	и тем	6	7
68	есть в	4	7
69	с другой	1	7
70	именно в	5	7
71	сказать что	6	7
72	а не	18	7
73	и потому	3	7
74	тоже есть	1	7
75	сам по	2	6
76	есть не	5	6
77	мы имеем	5	6
78	как символ	1	6
79	только при	1	6
80	символ есть	4	6
81	при этом	2	6
82	всех этих	1	6
83	об этом	3	6
84	художественный образ	1	6
85	как и	7	6
86	в данном	3	6
87	но если	5	6
88	и без	2	6
89	по крайней	7	6
90	символ в	6	6
91	в каком	5	6
92	в виду	9	6
93	и вообще	7	6
94	крайней мере	7	6
95	что здесь	3	6
96	так что	6	6
97	но это	4	6
98	и от	1	6
99	другой стороны	2	6
100	в символе	1	6
101	на самом	1	5
102	действительности и	1	5
103	как в	3	5
104	хотя и	6	5
105	и если	3	5
106	в нем	5	5
107	да и	2	5
108	в них	2	5
109	и очень	1	5
110	когда мы	1	5
111	и вполне	1	5
112	и о	8	5
113	в ее	2	5
114	данном случае	1	5
115	о том	5	5
116	можно сказать	5	5
117	есть отражение	1	5
118	и можно	5	5
119	жизни и	4	5
120	уже не	9	5
121	если мы	5	5
122	так как	14	5
123	случае не	2	5
124	то и	2	5
125	миф есть	10	5
126	не может	11	5
127	вместе с	2	5
128	так же	4	5
129	в смысле	5	5
130	или в	7	5
131	и ни	2	5
132	в целях	2	5
133	ничего общего	4	5
134	и т	17	4
135	это и	9	4
136	без всякого	2	4
137	кроме того	2	4
138	и есть	19	4
139	и наконец	3	4
140	нет никакой	1	4
141	уже в	1	4
142	в этой	4	4
143	что она	5	4
144	с тем	4	4
145	в своей	3	4
146	в одном	4	4
147	в отношении	2	4
148	тем самым	3	4
149	отличается от	1	4
150	не имеет	14	4
151	только не	3	4
152	в разных	2	4
153	ни о	3	4
154	нет ни	3	4
155	всегда есть	2	4
156	можно было	1	4
157	здесь как	1	4
158	жизнь и	2	4
159	с ним	3	4
160	никак не	2	4
161	и во	2	4
162	во всех	2	4
163	и только	2	4
164	тем более	6	4
165	одной из	2	4
