N	2gram	Voloshinov_2	Morfolog
1	может быть	28	52
2	и пр	25	40
3	таким образом	14	20
4	не может	18	17
5	в этих	3	16
6	могут быть	3	15
7	этих случаях	1	14
8	с этим	3	14
9	и в	19	13
10	в этом	15	13
11	так как	3	12
12	и др	1	12
13	перед нами	3	11
14	связи с	13	11
15	мы видим	1	11
16	то же	16	9
17	так и	10	9
18	этом случае	1	9
19	прежде всего	7	9
20	а не	9	9
21	в связи	7	9
22	и не	19	9
23	что и	3	8
24	с другой	3	8
25	вопрос о	2	7
26	или же	2	7
27	в качестве	3	7
28	в тех	2	7
29	все же	5	7
30	но не	2	6
31	это не	4	6
32	во время	1	6
33	не могут	1	6
34	и здесь	5	6
35	в форме	5	6
36	в том	7	6
37	а в	3	6
38	мы не	2	5
39	во всех	6	5
40	не все	1	5
41	то что	4	5
42	далеко не	2	5
43	не менее	1	5
44	потому что	1	5
45	или в	2	5
46	мы увидим	2	5
47	если мы	6	5
48	как бы	19	5
49	то перед	1	5
50	и другие	1	5
51	также и	1	4
52	то это	1	4
53	что его	1	4
54	то мы	2	4
55	если в	1	4
56	как в	1	4
57	не хватает	1	4
58	хотя и	1	4
59	и как	6	4
60	ни одна	1	4
61	не только	13	4
62	следующим образом	1	4
63	его в	7	4
64	было бы	4	4
65	вовсе не	11	4
66	как и	9	4
67	несмотря на	1	4
68	точки зрения	17	4
69	с точки	13	4
70	тем не	1	4
71	ничего не	4	4
72	тем что	2	4
73	в других	1	4
74	как мы	15	4
75	по отношению	8	4
76	случае не	1	4
77	и затем	1	4
78	в некоторых	1	4
79	другой стороны	1	4
80	там где	2	4
81	так же	5	4
82	оно может	3	4
83	отношению к	8	4
84	что в	2	4
85	связана с	2	3
86	самом деле	9	3
87	на самом	7	3
88	формы передачи	1	3
89	и для	7	3
90	между собой	1	3
91	вступают в	1	3
92	независимо от	2	3
93	как таковое	1	3
94	но в	7	3
95	к чему	1	3
96	в целом	1	3
97	в нашем	2	3
98	в пределах	10	3
99	прежде чем	1	3
100	но все	1	3
101	входит в	1	3
102	из них	1	3
103	ни в	6	3
104	и вне	1	3
105	том что	10	3
106	в то	8	3
107	в сущности	14	3
108	того чтобы	6	3
109	здесь же	1	3
110	от того	1	3
111	и другим	1	3
112	пр он	1	3
113	на нем	1	3
114	если бы	11	3
115	но и	10	3
116	он не	3	3
117	к нему	5	3
118	в какой	3	3
119	и ее	4	3
120	в начале	2	3
121	друг друга	2	3
122	мы можем	6	3
123	не является	8	3
124	что они	2	3
125	пр и	4	3
126	последнем случае	1	3
127	но это	1	3
128	кроме того	1	3
129	мы должны	1	3
130	только что	3	3
131	же в	1	3
132	героя и	1	3
133	в последнем	1	3
134	если же	2	3
135	можно назвать	1	3
