N	3gram	Vinokur_St_1	Myshleni
1	с точки зрения	8	18
2	для того чтобы	10	15
3	в том что	17	15
4	с другой стороны	6	9
5	с одной стороны	2	8
6	по отношению к	3	7
7	в другом месте	1	6
8	заключается в том	3	6
9	о том что	11	6
10	так же как	3	5
11	не может быть	5	5
12	в то время	2	5
13	же как и	1	4
14	до сих пор	7	4
15	то время как	1	4
16	в этом отношении	7	4
17	смысле этого слова	1	3
18	на то что	4	3
19	в первую очередь	2	3
20	можно было бы	8	3
21	к тому что	1	3
22	в том чтобы	1	3
23	и в отношении	1	3
24	во всяком случае	6	3
25	друг от друга	1	3
26	том что в	3	2
27	том что он	1	2
28	в зависимости от	1	2
29	является то что	1	2
30	виде в каком	1	2
31	на этот вопрос	1	2
32	то же время	4	2
33	в равной мере	2	2
34	чтобы убедиться в	1	2
35	то что у	2	2
36	в данном случае	6	2
37	а с другой	1	2
38	ответ на этот	1	2
39	я не могу	1	2
40	на вопрос о	2	2
41	и таким образом	1	2
42	в одном из	1	2
43	в самом деле	5	2
44	речь идет о	2	2
45	в то же	4	2
46	потому что он	1	1
47	в области изучения	2	1
48	как в отношении	1	1
49	само собой разумеется	1	1
50	во всей полноте	1	1
51	с которыми мы	1	1
52	точно и в	1	1
53	которая вместе с	1	1
54	не сохраняют в	1	1
55	дело в том	4	1
56	разумеется что в	1	1
57	на самом деле	6	1
58	в этом смысле	1	1
59	в том же	1	1
60	является не только	1	1
61	должен был бы	1	1
62	тем более что	2	1
63	в наших глазах	2	1
64	что с точки	1	1
65	и не может	1	1
66	и в то	1	1
67	что он не	1	1
68	но и в	2	1
69	же время не	1	1
70	только то что	1	1
71	не быть в	1	1
72	том числе и	2	1
73	точно так же	1	1
74	и я не	1	1
75	точки зрения той	1	1
76	то что в	2	1
77	в его книгах	1	1
78	по крайней мере	2	1
79	и то что	2	1
80	ту или иную	1	1
81	не могу себе	1	1
82	как раз в	2	1
83	то обстоятельство что	2	1
84	и мн др	3	1
85	содержит в себе	1	1
86	том что от	1	1
87	в этой области	5	1
88	в результате этого	1	1
89	мн др но	1	1
90	но и это	1	1
91	к сожалению не	2	1
92	если бы мы	2	1
93	не только в	4	1
94	в конце концов	1	1
95	тот факт что	1	1
96	что оба эти	1	1
97	ответа на вопрос	1	1
98	та и другая	1	1
99	и в этом	3	1
100	тем что в	2	1
101	сомнений в том	1	1
102	того в чем	1	1
103	по этому пути	1	1
104	в целом ряде	1	1
105	убедиться в этом	1	1
106	надо сказать что	1	1
107	вопросы связанные с	2	1
108	собой разумеется что	1	1
109	что в этой	2	1
110	не хочет знать	1	1
111	говорить о том	1	1
112	на точку зрения	2	1
113	в соответствии с	1	1
114	сделать хотя бы	1	1
115	помимо того что	1	1
116	когда речь идет	2	1
117	того чтобы убедиться	1	1
118	том что этот	1	1
119	и никогда не	1	1
120	и я должен	1	1
121	могу себе представить	1	1
122	но все же	3	1
123	в этой книге	1	1
124	хотя бы в	1	1
125	в том числе	2	1
126	и т д	21	1
127	тем не менее	2	1
128	и та и	1	1
129	как и в	2	1
130	именно в области	1	1
131	даже по отношению	1	1
132	той или иной	1	1
