N	2gram	Losev_Prob_2	Problemy
1	и в	35	35
2	как бы	4	31
3	и не	37	27
4	что он	4	24
5	в его	7	21
6	но в	6	19
7	как и	5	18
8	не может	13	18
9	к другому	1	16
10	в нем	1	16
11	то есть	39	16
12	то же	5	15
13	с самим	3	15
14	и все	5	15
15	в этом	17	14
16	и его	1	14
17	может быть	18	14
18	но и	16	14
19	все это	4	14
20	он не	2	13
21	к нему	2	13
22	с другим	1	13
23	и с	10	12
24	в другом	1	12
25	прежде всего	11	12
26	и к	3	12
27	в пределах	1	11
28	в то	6	11
29	слова и	4	11
30	самом деле	4	10
31	не только	24	10
32	не в	2	10
33	то что	38	10
34	на самом	4	9
35	самим собою	1	9
36	в отношении	4	9
37	мы уже	3	8
38	я не	1	8
39	все же	8	8
40	самого начала	2	8
41	как мы	5	8
42	с самого	3	8
43	так и	7	8
44	себя и	1	8
45	и для	6	8
46	потому что	13	8
47	еще не	10	7
48	на них	1	7
49	с его	1	7
50	себе и	2	7
51	и наконец	3	7
52	лишь в	3	7
53	таким образом	4	7
54	для себя	9	7
55	и сам	2	7
56	в виде	6	7
57	вовсе не	37	7
58	так же	5	7
59	что же	9	7
60	точки зрения	2	7
61	с ним	1	7
62	а в	4	7
63	и на	5	6
64	он сам	3	6
65	но не	4	6
66	отношение к	1	6
67	что они	3	6
68	в самом	5	6
69	что у	1	6
70	в плане	2	6
71	в каждом	1	6
72	в слове	3	6
73	к тому	3	6
74	в одном	1	6
75	и что	13	6
76	только в	14	6
77	слова в	1	6
78	но это	6	6
79	не знает	3	6
80	что в	11	6
81	и то	10	5
82	как в	1	5
83	в себе	5	5
84	в конце	7	5
85	даже в	2	5
86	во время	1	5
87	на него	2	5
88	да и	10	5
89	и это	5	5
90	в том	12	5
91	так что	11	5
92	к самому	1	5
93	и даже	11	5
94	к своему	1	5
95	ведь и	2	4
96	нет и	3	4
97	же и	2	4
98	что это	1	4
99	но все	2	4
100	же не	1	4
101	его в	3	4
102	все и	1	4
103	в них	2	4
104	в такой	2	4
105	по себе	8	4
106	никогда не	1	4
107	и без	5	4
108	как раз	8	4
109	это слово	1	4
110	как будто	6	4
111	той или	5	4
112	говорили что	1	4
113	сознания и	2	4
114	еще в	2	4
115	между тем	1	4
116	тотчас же	2	4
117	все время	1	4
118	и так	1	4
119	только на	9	4
120	всяком случае	10	4
121	так как	7	4
122	не о	6	4
123	тем что	4	4
124	или иной	5	4
125	с другой	6	4
126	и прежде	2	4
127	что не	5	4
128	до конца	1	4
129	а не	10	4
130	но как	6	4
131	его внутренней	1	4
132	по своему	5	4
133	в той	2	4
134	бы в	3	4
135	но зато	2	4
136	тот же	4	4
137	во всяком	13	4
138	это и	3	3
139	обойтись без	3	3
140	говорить о	10	3
141	и со	1	3
142	в виду	8	3
143	бы то	2	3
144	во всех	2	3
145	совсем не	7	3
146	в общем	4	3
147	с этим	5	3
148	в целом	3	3
149	все эти	7	3
150	то ни	3	3
151	к другу	2	3
152	знает что	2	3
153	было бы	8	3
154	этом смысле	5	3
155	с тем	3	3
156	такой же	1	3
157	другим и	1	3
158	сам и	1	3
159	собой и	4	3
160	раз и	5	3
161	но только	4	3
162	а так	1	3
163	ничего не	10	3
164	или как	2	3
165	только с	2	3
166	с ее	1	3
167	всего этого	1	3
168	дурной бесконечности	1	3
169	сводится к	2	3
170	время не	2	3
171	и во	1	3
172	что и	2	3
173	это не	1	3
174	слов и	1	3
175	в него	2	3
176	друг к	2	3
177	того что	12	3
178	словом и	1	3
179	человека с	1	3
180	уже не	8	3
181	уже в	3	3
182	даже и	18	3
183	о своей	1	3
184	а с	1	3
185	своего собственного	5	3
186	и своего	1	3
187	должно быть	2	3
188	которой он	4	3
189	не мог	1	3
190	и от	3	3
191	конце концов	7	3
192	мы должны	3	3
193	ни было	1	3
194	том что	19	3
195	сказать что	24	3
196	другой стороны	5	3
197	бы его	2	3
198	каждое слово	1	3
199	в обычном	1	2
200	в движение	1	2
201	чтобы не	2	2
202	сам по	1	2
203	и этот	3	2
204	да еще	1	2
205	и тут	4	2
206	мы говорили	1	2
207	время как	1	2
208	свой предмет	1	2
209	своему смыслу	3	2
210	слово не	1	2
211	в ней	2	2
212	в которых	1	2
213	столь же	1	2
214	что его	1	2
215	бы не	3	2
216	именно тем	1	2
217	в голове	2	2
218	не просто	11	2
219	в своем	4	2
220	им в	1	2
221	виду и	1	2
222	мы можем	6	2
223	хотя и	3	2
224	и как	4	2
225	бы и	7	2
226	раз в	1	2
227	но ведь	3	2
228	так сказать	1	2
229	вообще не	4	2
230	при этом	3	2
231	но именно	4	2
232	всех этих	4	2
233	с таким	1	2
234	их в	4	2
235	что тут	1	2
236	и по	3	2
237	на этом	1	2
238	такого же	1	2
239	что все	6	2
240	сознание и	2	2
241	той же	2	2
242	это было	2	2
243	много раз	1	2
244	с другими	5	2
245	он есть	1	2
246	уж не	1	2
247	кажется что	1	2
248	ни в	6	2
249	но уже	5	2
250	и вы	2	2
251	если я	2	2
252	все равно	3	2
253	и того	3	2
254	но я	1	2
255	в этих	4	2
256	но эта	3	2
257	речи в	1	2
258	войти в	2	2
259	тому чтобы	1	2
