N	2gram	Bakhtin_fo_2	Dialekti
1	и не	9	27
2	а не	4	26
3	точки зрения	10	25
4	и т	14	24
5	и в	46	24
6	значит что	2	24
7	это значит	3	24
8	есть нечто	1	23
9	не только	11	23
10	т д	3	23
11	по себе	2	20
12	не может	2	19
13	и есть	2	16
14	и что	1	15
15	что все	2	14
16	с точки	8	14
17	то что	7	14
18	в таком	1	14
19	таким образом	3	13
20	что он	3	13
21	вовсе не	13	13
22	может быть	7	13
23	и даже	3	13
24	того что	3	12
25	есть и	4	12
26	не имеет	1	11
27	в сущности	2	10
28	отнюдь не	4	10
29	есть не	1	9
30	ни в	1	9
31	стало быть	1	9
32	но и	9	9
33	в этом	22	8
34	и как	3	8
35	это есть	1	8
36	учение о	1	8
37	мир как	1	8
38	так что	4	8
39	в виде	1	8
40	прежде всего	14	8
41	том что	4	8
42	если же	1	8
43	это и	1	7
44	в самом	1	7
45	как и	8	7
46	нет никакого	1	7
47	никогда не	6	7
48	потому что	8	7
49	в виду	3	7
50	но что	1	7
51	в особенности	6	7
52	ничем не	1	7
53	что в	5	7
54	самом деле	1	6
55	должна быть	1	6
56	то же	8	6
57	об этом	1	6
58	и с	6	6
59	вещей и	7	6
60	оно не	1	6
61	если бы	1	6
62	что и	3	6
63	и только	2	6
64	о том	4	6
65	и жизни	1	6
66	так как	6	6
67	и пр	2	6
68	не на	3	6
69	и все	6	6
70	все это	6	6
71	кроме того	3	6
72	вопрос о	1	5
73	точка зрения	3	5
74	хотя и	3	5
75	и к	2	5
76	он не	5	5
77	одно и	1	5
78	так и	7	5
79	было бы	2	5
80	в них	7	5
81	мы не	1	5
82	и тогда	1	5
83	в том	10	5
84	в то	5	5
85	и притом	1	5
86	и сама	1	5
87	и его	12	5
88	только в	11	5
89	уже не	3	5
90	что не	1	5
91	как это	2	5
92	с этой	4	5
93	но это	2	5
94	жизни и	8	5
95	как на	2	5
96	и то	1	4
97	чего не	1	4
98	явления и	2	4
99	и больше	1	4
100	время как	1	4
101	говорить о	2	4
102	первый план	2	4
103	в чем	1	4
104	нет и	3	4
105	в истории	4	4
