N	3gram	Bakhtin_KF_1	FransuaR
1	в то же	2	9
2	то же время	2	9
3	для того чтобы	1	6
4	в том что	2	6
5	но в то	1	5
6	на самом деле	3	4
7	и во всех	1	3
8	здесь не в	1	3
9	и не в	1	2
10	в большинстве случаев	1	2
11	жизни и смерти	1	2
12	в средние века	1	2
13	то же самое	1	2
14	дело в том	1	2
15	с точки зрения	9	2
16	дело здесь не	2	2
17	не может быть	11	2
18	менее всего можно	1	1
19	мы не можем	1	1
20	и это нисколько	1	1
21	во всех великих	1	1
22	и только в	2	1
23	мир в его	1	1
24	и в своей	2	1
25	включает в себя	2	1
26	только тогда когда	1	1
27	бы он ни	2	1
28	в одном случае	1	1
29	нет места для	1	1
30	ко всему что	1	1
31	чтобы быть единым	1	1
32	всех этих моментов	1	1
33	и в то	1	1
34	он ни был	2	1
35	его целом в	1	1
36	а именно в	1	1
37	мира и его	1	1
38	в себя и	1	1
39	может быть и	1	1
40	она жива и	1	1
41	в другом случае	1	1
42	в его целом	10	1
43	это нисколько не	1	1
44	не было ни	1	1
45	не подлежит сомнению	1	1
46	что и в	1	1
47	в себе в	1	1
48	и того же	1	1
49	он не может	1	1
50	по отношению к	22	1
51	ровно ничего не	1	1
52	и землю и	1	1
53	в значительной степени	1	1
54	в отношении ко	1	1
55	той или иной	2	1
56	в конечном счете	1	1
57	независимо от того	1	1
58	конечно не в	1	1
59	и та же	1	1
60	одного и того	1	1
61	вместе с тем	1	1
62	в основе своей	1	1
63	но ни в	1	1
64	в разные стороны	1	1
65	одна и та	1	1
66	все это в	1	1
67	даже там где	1	1
68	как бы он	1	1
69	в свою очередь	1	1
70	но это не	1	1
71	потому что в	1	1
72	мир а не	1	1
73	во всех этих	2	1
74	существенную связь с	1	1
75	тем не менее	2	1
76	между тем как	3	1
77	ничего не остается	1	1
