N	3gram	Voloshinov_1	Formalny
1	не может быть	3	10
2	в связи с	1	10
3	с точки зрения	6	7
4	в этом отношении	1	7
5	в самом деле	2	5
6	и в этом	2	5
7	во всяком случае	3	5
8	и пр и	3	4
9	вместе с тем	1	4
10	не могут быть	2	4
11	пр и пр	2	4
12	в высшей степени	1	4
13	на самом деле	4	3
14	в большинстве случаев	3	3
15	в том смысле	1	3
16	так и в	1	3
17	связи с этим	1	3
18	для того чтобы	1	3
19	не следует что	1	2
20	с его помощью	1	2
21	в этом смысле	3	2
22	на первый план	1	2
23	как это было	1	2
24	в применении к	1	2
25	на один шаг	1	2
26	ни в чем	3	2
27	с самого начала	4	2
28	это приводит к	1	2
29	и прежде всего	1	2
30	в том что	1	2
31	как мы знаем	1	2
32	мы знаем что	1	1
33	теперь мы должны	1	1
34	что иное как	1	1
35	прежде всего на	1	1
36	но даже и	1	1
37	и др но	1	1
38	в общем можно	1	1
39	нам кажется что	2	1
40	с одной стороны	1	1
41	может быть при	1	1
42	до сих пор	3	1
43	может быть даже	1	1
44	что же делает	1	1
45	каждое из этих	1	1
46	по крайней мере	3	1
47	и связанные с	1	1
48	и ее требований	1	1
49	остановимся прежде всего	1	1
50	же что и	1	1
51	мы полагаем что	3	1
52	мы не можем	1	1
53	организме и не	1	1
54	не чем иным	1	1
55	даже не пытается	1	1
56	в данном случае	1	1
57	имеет значение и	1	1
58	только из него	1	1
59	как один из	1	1
60	и пр это	1	1
61	не имеет места	1	1
62	это и есть	1	1
63	один из моментов	1	1
64	бы то ни	1	1
65	могут быть поняты	1	1
66	роковую роль в	1	1
67	же совершенно не	1	1
68	образом с точки	1	1
69	общем можно сказать	1	1
70	чем иным как	1	1
71	и пр в	1	1
72	центр тяжести в	1	1
73	имеем в виду	1	1
74	его отношение к	1	1
75	в некоторых отношениях	1	1
76	тесно примыкают к	1	1
77	или во всяком	1	1
78	мы имеем в	1	1
79	в известной степени	1	1
80	по аналогии с	2	1
81	в его целом	2	1
82	не что иное	1	1
83	и только из	1	1
84	в этой плоскости	1	1
85	и входит в	1	1
86	таким образом с	1	1
87	в чем не	3	1
