N	3gram	Vygotskiy__6	formyVre
1	с точки зрения	10	8
2	в связи с	2	7
3	для того чтобы	8	7
4	не только в	1	5
5	в том же	2	4
6	друг с другом	5	4
7	в том числе	1	3
8	о том как	1	3
9	и в этом	1	3
10	в том что	19	3
11	то же самое	6	2
12	в этом случае	2	2
13	на первый план	1	2
14	до сих пор	3	2
15	и во всех	1	2
16	сами по себе	1	2
17	том числе и	1	2
18	потому что они	1	2
19	в этом отношении	3	2
20	связи с этим	1	2
21	друг от друга	1	2
22	и того же	4	1
23	не может не	1	1
24	там где они	2	1
25	на самом деле	1	1
26	в котором он	1	1
27	оно не может	2	1
28	так что в	1	1
29	только в том	1	1
30	как и все	1	1
31	как то что	1	1
32	в конце концов	1	1
33	что он не	1	1
34	в отличие от	1	1
35	по своему содержанию	1	1
36	то что в	1	1
37	но в этом	1	1
38	по аналогии с	1	1
39	но он не	1	1
40	вместе с этим	1	1
41	так и здесь	1	1
42	с другом в	1	1
43	по самому своему	1	1
44	с этой точки	1	1
45	вместе с тем	2	1
46	влияние на развитие	1	1
47	то время как	5	1
48	из того же	1	1
49	как и в	1	1
50	в данном случае	1	1
51	что в основе	1	1
52	важно было показать	2	1
53	с одной стороны	1	1
54	в значительной мере	2	1
55	не могут не	2	1
56	обстоит дело с	1	1
57	по сравнению с	14	1
58	он утверждает что	1	1
59	и в их	2	1
60	это не значит	1	1
61	эта точка зрения	1	1
62	с другой стороны	2	1
63	вместо того чтобы	2	1
64	не может быть	2	1
65	в широком смысле	1	1
66	этой точки зрения	1	1
67	только в пределах	1	1
68	бы он ни	1	1
69	и как бы	1	1
70	в то время	6	1
71	данном случае мы	1	1
72	в свою очередь	1	1
73	с тем что	2	1
74	с самого начала	7	1
75	а это и	1	1
76	можно сказать что	6	1
77	одного и того	4	1
78	в другом случае	1	1
79	все эти особенности	1	1
80	к тому что	7	1
81	как бы в	1	1
82	в совершенно ином	1	1
83	что и в	1	1
84	как мы видели	4	1
85	той или иной	1	1
86	и в другом	1	1
