N	3gram	Bakhtin_Fr_2	Myslijsy
1	в том что	1	16
2	только тогда когда	1	7
3	там же с	2	6
4	по отношению к	1	5
5	то же время	6	5
6	в то же	6	5
7	с другой стороны	3	4
8	но и в	4	4
9	не только в	5	4
10	то есть не	1	4
11	до сих пор	4	3
12	с одной стороны	3	3
13	для того чтобы	1	3
14	не может быть	4	3
15	то есть к	1	3
16	только потому что	1	2
17	в этом последнем	1	2
18	подобно тому как	2	2
19	в том же	1	2
20	в этом отношении	3	2
21	в собственном смысле	2	2
22	в том чтобы	1	2
23	не могут быть	1	2
24	и той же	1	2
25	именно в том	1	2
26	так и в	1	2
27	как и в	1	2
28	не только не	1	2
29	можно сказать что	2	2
30	одной и той	1	2
31	и связанное с	1	1
32	одной стороны и	1	1
33	и его связь	1	1
34	если бы она	1	1
35	в свое время	3	1
36	имеет своим предметом	1	1
37	в чем же	1	1
38	потому что в	1	1
39	мы уже сказали	1	1
40	на самом деле	1	1
41	одной из этих	1	1
42	что для него	1	1
43	сих пор еще	2	1
44	в силу того	1	1
45	и там где	1	1
46	не подлежит сомнению	1	1
47	то есть вне	1	1
48	в строгом смысле	1	1
49	и та же	1	1
50	но все это	1	1
51	дело вовсе не	1	1
52	связанное с ним	1	1
53	время в его	1	1
54	есть то что	1	1
55	все это в	1	1
56	его связь с	2	1
57	в первый раз	1	1
58	и тот же	1	1
59	тот же образ	1	1
60	отношения к миру	1	1
61	лично для себя	1	1
62	для него самого	1	1
63	так и на	2	1
64	одна и та	1	1
65	может быть названо	1	1
66	что касается до	1	1
67	самом деле в	1	1
68	один и тот	1	1
69	только то что	2	1
70	силу того что	1	1
71	таким образом в	1	1
72	в них уже	1	1
73	вовсе не в	1	1
74	далеко не всегда	1	1
75	о том что	3	1
76	в художественном произведении	1	1
77	на то что	1	1
78	нам для понимания	2	1
79	том что только	1	1
80	как мы уже	3	1
81	после того как	1	1
82	там где нет	1	1
83	с тем большим	1	1
84	таким образом и	1	1
85	него самого и	1	1
86	друг с другом	1	1
87	не только от	1	1
88	но не только	1	1
89	и в ее	1	1
90	как мы видели	2	1
