N	3gram	Tiupa_Hudo_2	Mirosoze
1	не может быть	3	17
2	а не в	2	4
3	и потому не	1	3
4	и в самом	1	3
5	на поверхности земли	1	2
6	по отношению к	7	2
7	до сих пор	2	2
8	хотя бы и	2	2
9	что он не	1	2
10	в них нет	1	2
11	то время как	1	2
12	не только в	2	2
13	как будто бы	2	2
14	он уже не	1	2
15	на этом пути	1	2
16	в то время	1	2
17	в человеке и	1	2
18	ли может быть	1	2
19	тем что он	1	2
20	в самом центре	1	2
21	для того чтобы	3	2
22	на том что	1	1
23	нет и не	1	1
24	и это было	1	1
25	ни с какой	1	1
26	а иногда и	1	1
27	в ней все	1	1
28	в себе самом	1	1
29	в самом деле	3	1
30	так и не	4	1
31	и не было	1	1
32	человека а не	1	1
33	том случае если	1	1
34	связывает его с	1	1
35	определяется тем что	1	1
36	потому что сознание	1	1
37	и т п	2	1
38	нет у него	1	1
39	не было ничего	1	1
40	в том случае	1	1
41	утра до вечера	1	1
42	не несет в	1	1
43	в значительной степени	1	1
44	не только для	1	1
45	все более и	1	1
46	несет в себе	1	1
47	я верю в	1	1
48	лишь в том	1	1
49	к ней в	1	1
50	как бы в	1	1
51	момент когда он	1	1
52	между тем как	1	1
53	как и всякая	1	1
54	и в том	1	1
55	говорит о нем	1	1
56	человек и что	1	1
57	в котором она	1	1
58	образ человека в	1	1
59	них нет ничего	1	1
60	с того что	1	1
61	что и в	1	1
62	ни с чем	1	1
63	о том что	7	1
64	более и более	1	1
65	можно было бы	2	1
66	в том что	11	1
67	с утра до	1	1
68	как ему казалось	1	1
