N	3gram	Tiupa_Teor_1	Problemy
1	с точки зрения	3	9
2	не может быть	4	8
3	в большинстве случаев	1	8
4	по отношению к	4	5
5	то же время	5	5
6	в то же	5	5
7	в том числе	2	4
8	более или менее	2	3
9	в отличие от	6	3
10	том числе и	1	3
11	с самим собою	1	3
12	имеем в виду	3	3
13	с другой стороны	5	3
14	как бы в	1	3
15	мы имеем в	3	3
16	как и в	2	3
17	и в сущности	1	2
18	по себе еще	1	2
19	по своей природе	2	2
20	на себя внимание	1	2
21	дело в том	1	2
22	в этом смысле	2	2
23	в том что	8	2
24	но в то	1	2
25	о том что	1	2
26	можно сказать что	2	2
27	той или иной	1	2
28	в этих случаях	1	2
29	в отношении к	1	2
30	сама по себе	1	2
31	в себе самом	1	2
32	себе еще не	1	2
33	каждая из этих	1	1
34	но прежде всего	1	1
35	то есть для	1	1
36	не только люди	1	1
37	человека с человеком	1	1
38	в той или	1	1
39	и в жизни	1	1
40	противопоставлены в произведении	1	1
41	иметь в виду	1	1
42	в известной степени	1	1
43	не сводятся к	1	1
44	ивана карамазова в	1	1
45	определенных языковых стилей	1	1
46	а между тем	1	1
47	они сопоставлены или	1	1
48	не было и	1	1
49	и в то	1	1
50	под каким диалогическим	1	1
51	наличии определенных языковых	1	1
52	каким диалогическим углом	1	1
53	является одним из	1	1
54	речи и соответственно	1	1
55	ведь это не	1	1
56	не менее чем	1	1
57	при этом не	1	1
58	в самом наличии	1	1
59	в соответствии со	1	1
60	не могли бы	1	1
61	может быть и	2	1
62	одно и то	1	1
63	но дело в	1	1
64	ибо и в	1	1
65	личности и его	1	1
66	в значительной степени	1	1
67	не совпадает с	1	1
68	отношение между ними	1	1
69	в том или	1	1
70	не в самом	2	1
71	так же как	1	1
72	в данном случае	5	1
73	в том под	1	1
74	стилей социальных диалектов	1	1
75	к своему собственному	1	1
76	с одной стороны	2	1
77	у нее нет	1	1
78	но в отличие	1	1
79	и то же	1	1
80	как один из	1	1
81	так или иначе	4	1
82	это возможно в	1	1
83	в связи с	1	1
84	не только к	1	1
85	в виду что	1	1
86	языковых стилей социальных	1	1
87	главного героя и	1	1
88	перед тем как	1	1
89	во втором эпизоде	1	1
90	самим собой как	1	1
91	своими корнями в	1	1
92	таким образом и	1	1
93	было и не	1	1
94	том под каким	1	1
95	не могло быть	2	1
96	сопоставлены или противопоставлены	1	1
97	как бы вбирает	1	1
98	эстетическое отношение к	3	1
99	или противопоставлены в	1	1
100	существенно отличается от	1	1
101	и т.д как	1	1
102	самом наличии определенных	1	1
103	друг от друга	1	1
104	никогда не бывает	1	1
105	к тому что	2	1
106	углом они сопоставлены	1	1
107	дело не в	1	1
108	никак не может	1	1
109	диалогическим углом они	1	1
110	и не могло	2	1
111	в своей жизни	1	1
