N	2gram	Tiupa_Anal_2	FransuaR
1	и в	16	65
2	то есть	9	45
3	как бы	10	22
4	и не	12	22
5	вовсе не	2	18
6	и т.п	8	17
7	в сущности	4	16
8	в том	12	16
9	в этом	18	15
10	но в	6	14
11	в нем	1	13
12	нового времени	1	13
13	мы уже	1	12
14	и на	6	11
15	прежде всего	3	11
16	все эти	1	10
17	не только	16	10
18	и его	4	10
19	так и	15	10
20	но и	12	10
21	и потому	1	10
22	во всех	4	9
23	в его	2	9
24	все это	4	9
25	за пределы	4	8
26	всех этих	1	8
27	в своем	4	8
28	и даже	9	8
29	здесь в	2	8
30	его в	2	7
31	точки зрения	4	7
32	только в	4	7
33	они были	1	6
34	еще не	2	6
35	при этом	10	6
36	том что	12	6
37	в отношении	1	6
38	никогда не	3	6
39	как мы	3	6
40	времени и	1	6
41	в значительной	2	6
42	в литературе	1	6
43	одно из	2	6
44	так как	1	6
45	может быть	6	6
46	не знает	3	6
47	сказать что	2	6
48	с его	1	5
49	отличие от	2	5
50	как в	4	5
51	с их	2	5
52	смеха в	1	5
53	на протяжении	2	5
54	в них	1	5
55	как и	14	5
56	есть в	3	5
57	в своей	2	5
58	потому что	1	5
59	той или	3	5
60	между тем	2	5
61	и одновременно	3	5
62	для него	4	5
63	в одном	2	5
64	или иной	3	5
65	еще и	1	5
66	превращается в	2	5
67	в частности	16	5
68	и все	3	5
69	почти вовсе	1	5
70	еще более	2	5
71	здесь и	1	4
72	и до	2	4
73	в общем	2	4
74	и к	5	4
75	в самом	6	4
76	в этой	9	4
77	так сказать	1	4
78	входит в	1	4
79	в их	3	4
80	в отличие	2	4
81	не в	4	4
82	на всех	2	4
83	связи с	1	4
84	в жизни	1	4
85	из них	3	4
86	для нас	1	4
87	совершенно не	1	4
88	это в	1	4
89	в применении	1	3
90	самом деле	1	3
91	между всеми	1	3
92	жизни здесь	1	3
93	по его	1	3
94	конечно и	1	3
95	в себя	4	3
96	уже не	4	3
97	то что	7	3
98	в себе	7	3
99	но на	1	3
100	на этой	2	3
101	это не	1	3
102	далеко не	1	3
103	в ее	1	3
104	он и	2	3
105	с точки	2	3
106	но это	1	3
107	даже в	2	3
108	на котором	2	3
109	всей их	1	3
110	ничего не	9	3
111	по своей	1	3
112	в ночных	1	3
113	этом отношении	3	3
114	и здесь	1	3
115	сама жизнь	1	3
116	но одновременно	1	3
117	в виду	1	3
118	она была	1	3
119	с ним	2	3
120	о нем	1	3
121	с другой	6	3
122	и во	2	3
123	к нему	1	3
124	в системе	1	3
125	как раз	4	3
126	связан с	1	3
127	характерно для	1	3
128	в ряду	1	3
129	мира в	1	3
130	на фоне	3	3
