1	в том что	8	15
2	состоит в том	3	8
3	том что в	1	6
4	как мы увидим	1	5
5	в связи с	2	4
6	о том что	6	4
7	а иногда и	1	3
8	с точки зрения	2	3
9	тем не менее	3	3
10	что иное как	2	2
11	в равной степени	1	2
12	не что иное	2	2
13	и у нас	1	2
14	может быть и	1	2
15	что в этом	1	2
16	в западной европе	1	2
17	в свою очередь	3	2
18	с этого момента	1	2
19	но это не	1	2
20	но все же	4	2
21	один из них	1	2
22	все же не	4	2
23	а в тех	1	1
24	что каждый из	1	1
25	и как бы	1	1
26	некоторые из них	1	1
27	что не только	1	1
28	тогда как в	2	1
29	или может быть	1	1
30	так же как	2	1
31	в отличие от	5	1
32	на себя внимание	3	1
33	же как и	1	1
34	не только в	2	1
35	одного и того	1	1
36	можно было бы	2	1
37	может быть лучше	1	1
38	по отношению к	6	1
39	совершенно очевидно что	1	1
40	на другой день	2	1
41	с таким же	1	1
42	как это часто	1	1
43	точно так же	2	1
44	как мы уже	1	1
45	и того же	1	1
46	относиться и к	1	1
47	можно сказать что	4	1
48	независимо от того	1	1
49	на самом деле	1	1
50	друг с другом	1	1
51	в данном случае	4	1
52	в таком случае	2	1
53	обращает на себя	3	1
54	в этом ряду	2	1
55	подобно тому как	2	1
56	значении этого слова	2	1
57	как и в	1	1
58	в своего рода	1	1
59	в этом отношении	3	1
60	только потому что	1	1
61	иметь в виду	1	1
62	собой не что	1	1
63	из них в	1	1
64	хотя они и	1	1
65	как мы видели	1	1
