N	3gram	Propp_Morf_1	Problema
1	в настоящее время	3	16
2	о том что	1	14
3	тем не менее	4	12
4	в таком случае	1	10
5	во всяком случае	2	10
6	в этом случае	8	7
7	и т д	39	6
8	в данном случае	1	5
9	с одной стороны	1	5
10	в связи с	8	5
11	с другой стороны	4	5
12	более или менее	2	4
13	до сих пор	1	4
14	на то что	2	4
15	в том что	3	4
16	точно так же	1	3
17	мы скажем что	1	3
18	не может быть	9	3
19	это значит что	1	3
20	можно сказать что	1	3
21	и есть то	1	2
22	то это значит	1	2
23	находится еще в	1	2
24	то во всяком	1	2
25	на самом деле	4	2
26	с самого начала	1	2
27	бы то ни	3	2
28	точном смысле слова	1	2
29	но если мы	1	2
30	в том случае	1	2
31	может быть и	2	2
32	для того чтобы	2	2
33	в этой работе	1	2
34	и многие другие	1	2
35	имеет ничего общего	1	2
36	друг к другу	2	2
37	не имеет ничего	1	2
38	того или другого	1	2
39	между собой и	1	2
40	связи с этим	4	2
41	и независимо от	1	2
42	то что не	1	2
43	подобно тому как	5	2
44	на русском языке	1	2
45	таким образом что	1	1
46	в тот момент	1	1
47	связаны между собою	1	1
48	и не требует	1	1
49	растения и животные	1	1
50	то ни стало	1	1
51	иметь в виду	1	1
52	а вовсе не	1	1
53	которые хотя и	1	1
54	далеко не все	3	1
55	это было бы	1	1
56	но то что	1	1
57	но как бы	1	1
58	он может быть	2	1
59	о том как	1	1
60	во что бы	1	1
61	может быть определен	1	1
62	тем что она	1	1
63	том случае если	1	1
64	в этом отношении	1	1
65	то что в	2	1
66	в собственном смысле	3	1
67	совершенно ясно что	1	1
68	лежат в основе	1	1
69	но это не	1	1
70	и тем не	1	1
71	не может считаться	1	1
72	она должна быть	1	1
73	что совсем не	1	1
74	что бы то	1	1
75	то время как	3	1
76	здесь мы имеем	1	1
77	то ни было	2	1
78	на первый взгляд	3	1
79	и то же	1	1
80	обстоит дело с	1	1
81	в одном случае	1	1
82	в том или	1	1
83	перед нами в	1	1
84	все более и	1	1
85	она все же	1	1
86	этом случае он	1	1
87	в точном смысле	1	1
88	и как они	1	1
89	а на самом	1	1
90	никак нельзя было	1	1
91	т д это	1	1
92	мы не можем	1	1
93	не потому что	1	1
94	в то время	3	1
95	говорить о том	1	1
96	здесь не может	1	1
97	мы не будем	2	1
98	ни одна из	1	1
99	более и более	1	1
100	в этих условиях	1	1
101	но все же	3	1
102	мы имеем в	1	1
103	в этих случаях	11	1
104	в другом случае	1	1
105	и когда мы	1	1
106	хотя бы отдаленно	1	1
107	во многих отношениях	1	1
108	или вовсе не	1	1
109	со стороны их	2	1
