N	2gram	Tiupa_Narr_2	FransuaR
1	и в	13	41
2	то есть	9	20
3	таким образом	5	19
4	в этом	13	15
5	как и	4	14
6	и все	4	14
7	то же	4	13
8	все эти	3	13
9	в этой	4	13
10	в его	6	12
11	в себе	8	11
12	как мы	1	11
13	в том	14	11
14	прежде всего	6	11
15	так и	9	10
16	в то	5	10
17	никто не	1	10
18	все это	1	10
19	в своем	6	9
20	не в	8	9
21	же время	3	9
22	и его	3	9
23	в качестве	14	9
24	и т.п	6	9
25	но и	15	9
26	что в	4	9
27	но в	6	8
28	в конце	4	8
29	то что	8	8
30	и от	1	8
31	в нем	5	7
32	вовсе не	2	7
33	как бы	6	7
34	и не	14	7
35	в романе	1	7
36	ни в	1	6
37	о том	5	6
38	только в	11	6
39	это не	3	6
40	есть в	1	6
41	для него	4	6
42	у него	6	6
43	с помощью	1	6
44	как в	5	5
45	и к	6	5
46	не только	26	5
47	в плане	1	5
48	на этом	1	5
49	точки зрения	5	5
50	потому что	2	5
51	в ней	2	5
52	к нему	1	5
53	на одном	2	5
54	и у	4	5
55	что и	2	5
56	вместе с	1	5
57	так же	2	5
58	и для	3	5
59	в другое	1	5
60	а в	9	5
61	к этому	1	5
62	место в	5	4
63	хотя и	5	4
64	и наконец	1	4
65	что это	4	4
66	он не	5	4
67	при виде	1	4
68	картины мира	2	4
69	и с	1	4
70	должно быть	1	4
71	том что	13	4
72	но он	2	4
73	одна из	3	4
74	ничего не	6	4
75	в виду	1	4
76	и здесь	2	4
77	сверху вниз	1	4
78	может быть	10	4
79	было бы	2	4
80	мира в	4	4
81	к жизни	1	4
82	мира и	3	4
83	все что	4	4
84	этом свете	1	3
85	например в	1	3
86	он может	2	3
87	с точки	2	3
88	той же	2	3
89	я не	5	3
90	с ее	1	3
91	проявляется в	1	3
92	во всех	1	3
93	его к	1	3
94	в главе	1	3
95	так сказать	3	3
96	при этом	14	3
97	и по	3	3
98	в нее	1	3
99	в мире	4	3
100	несмотря на	2	3
101	во время	2	3
102	в своей	4	3
103	таким же	1	3
104	тем самым	5	3
105	в отношении	1	3
106	не имеет	2	3
107	тем что	1	3
108	как о	2	3
109	все то	2	3
110	можно было	2	3
111	что у	2	3
112	о нем	3	3
113	все его	4	3
114	это была	1	3
115	в форме	5	3
116	в формах	1	3
117	что он	5	3
118	и их	1	3
119	в одном	1	3
120	в ряде	1	3
121	нового времени	2	3
122	не на	1	3
123	ничем не	1	3
124	не может	8	3
125	и потому	1	3
126	в той	5	3
127	в это	1	3
128	но это	2	3
129	не подлежит	1	3
130	с ними	3	3
131	в свою	2	3
132	не знает	1	3
133	которым он	1	3
134	того же	1	3
135	жизни и	4	3
136	как нечто	1	2
137	также и	1	2
138	начинается с	1	2
139	на самом	2	2
140	было как	1	2
141	здесь и	1	2
142	и так	1	2
143	все те	2	2
144	есть не	1	2
145	мы не	2	2
146	мир не	1	2
147	в которой	1	2
148	но по	1	2
149	моря и	1	2
150	и верха	1	2
151	и самого	1	2
152	на другом	1	2
153	еще не	2	2
154	в которых	1	2
155	время в	1	2
156	в чем	2	2
157	с его	3	2
158	по отношению	5	2
159	отношение к	1	2
160	не просто	1	2
161	в течение	2	2
