N	2gram	Tiupa_Teor_1	Psycholo
1	в том	16	37
2	и в	18	32
3	и что	3	22
4	то есть	12	21
5	том что	9	21
6	потому что	3	21
7	таким образом	3	21
8	в искусстве	6	21
9	то что	3	21
10	что в	9	20
11	может быть	17	18
12	так же	2	18
13	точки зрения	9	17
14	что и	2	17
15	не может	4	17
16	что она	2	16
17	того чтобы	1	14
18	то же	7	13
19	в этом	8	13
20	при этом	12	13
21	для того	1	13
22	что он	1	13
23	в самом	4	12
24	заключается в	2	12
25	не только	16	12
26	по себе	1	12
27	если мы	2	12
28	так как	1	12
29	на то	1	11
30	было бы	1	11
31	с тем	1	11
32	в основе	3	11
33	с точки	3	10
34	но и	9	10
35	же точно	1	10
36	как и	4	10
37	и не	13	10
38	как в	5	9
39	никогда не	4	9
40	искусства и	1	9
41	тем что	1	9
42	что все	1	9
43	в своих	1	9
44	на деле	2	8
45	той же	1	8
46	что это	1	8
47	не в	7	8
48	не менее	4	8
49	дело с	1	8
50	того что	4	8
51	в сущности	1	7
52	в стихе	2	7
53	что они	1	7
54	и как	2	7
55	говорит что	2	7
56	все эти	2	7
57	и его	8	7
58	как будто	2	7
59	к тому	2	7
60	можно было	1	7
61	только в	6	7
62	что для	1	7
63	а не	9	7
64	сказать что	3	7
65	в этой	3	6
66	в художественном	3	6
67	целый ряд	1	6
68	он не	3	6
69	если бы	3	6
70	те же	1	6
71	о том	1	6
72	тот же	1	6
73	как бы	5	6
74	художественное произведение	1	6
75	же самое	1	6
76	художественном произведении	1	5
77	художественного произведения	4	5
78	исходит из	1	5
79	и на	1	5
80	что его	1	5
81	только на	1	5
82	к искусству	1	5
83	искусства в	2	5
84	далеко не	2	5
85	все это	2	5
86	в то	6	5
87	и даже	2	5
88	вслед за	2	5
89	отнюдь не	3	5
90	искусства но	3	5
91	как раз	2	5
92	ту же	1	4
93	же как	1	4
94	есть не	1	4
95	мы имеем	7	4
96	столь же	2	4
97	в чем	1	4
98	из которого	3	4
99	в действительности	1	4
100	с той	1	4
101	в произведении	3	4
102	в целом	3	4
103	и те	1	4
104	в нем	4	4
105	к одному	1	4
106	и по	2	4
107	том случае	1	4
108	и тем	3	4
109	в жизни	2	4
110	в данном	8	4
111	иначе говоря	4	4
112	образом и	1	4
113	которые в	1	4
114	и более	1	4
115	тому что	2	4
116	и до	1	4
117	и для	2	4
118	могут быть	4	4
119	тем не	3	4
120	и это	2	4
121	данном случае	5	4
122	и сам	1	4
123	о ней	2	4
124	и поэтому	1	4
125	никак не	1	4
126	между тем	5	4
127	мы видим	1	4
128	из них	1	4
129	а на	3	4
130	произведения искусства	2	4
131	как это	8	4
132	случае если	1	4
133	а в	13	4
134	совершенно не	1	4
135	из этого	1	4
136	например в	1	3
137	отношении к	2	3
138	и то	2	3
139	имеет дело	1	3
140	смысл слова	1	3
141	во всех	1	3
142	но как	1	3
143	а только	3	3
144	как говорит	3	3
145	как к	2	3
146	и к	3	3
147	но в	9	3
148	он в	1	3
149	в поэзии	2	3
150	состоит в	17	3
151	и вот	3	3
152	на этом	1	3
153	об этом	2	3
154	это было	2	3
155	к области	2	3
156	в своей	6	3
157	в их	2	3
158	но он	3	3
159	не могли	1	3
160	искусства если	2	3
161	в отношении	3	3
162	в каком	1	3
163	не могут	2	3
164	и заключается	1	3
165	указывает на	1	3
166	отказаться от	1	3
167	на это	1	3
168	с ее	3	3
169	в виду	5	3
170	то время	1	3
171	так и	10	3
172	жизнь и	1	3
173	мы в	2	3
174	для этого	1	3
175	с другой	7	3
176	звуков в	1	3
177	в конечном	6	3
178	один из	2	3
179	действующих лиц	1	3
180	действительной жизни	1	3
181	и ее	3	3
182	так что	1	3
183	что не	1	3
184	конечном счете	6	3
185	и их	1	3
186	представить себе	1	3
187	в конце	2	3
188	может служить	2	3
189	тому как	1	3
190	в частности	16	3
191	того или	3	3
192	по своему	2	3
193	по существу	1	3
194	в свою	3	3
195	точно так	1	3
196	также и	1	2
197	того же	3	2
198	и без	1	2
199	еще не	4	2
200	при анализе	1	2
201	из того	1	2
202	к своему	1	2
203	бы то	1	2
204	роман и	2	2
205	с его	5	2
206	в ее	5	2
207	но не	9	2
208	если в	2	2
209	искусство в	1	2
210	художественного впечатления	5	2
211	отличие от	6	2
212	могли бы	2	2
213	но эта	1	2
214	в которой	2	2
215	в себе	9	2
216	имеем в	3	2
217	на одну	1	2
218	тем и	1	2
219	в узком	3	2
220	на его	1	2
221	подобно тому	1	2
222	заключает в	1	2
223	в каждом	1	2
224	здесь мы	1	2
225	то ни	1	2
226	значение в	1	2
227	с другими	5	2
228	это не	2	2
229	должен был	1	2
230	в них	2	2
231	всю жизнь	1	2
232	одного и	3	2
233	сводятся к	2	2
234	место в	5	2
235	их в	3	2
236	и наоборот	1	2
237	том же	1	2
238	в этих	3	2
239	точно и	1	2
240	что звуки	1	2
241	же самую	1	2
242	в уме	1	2
243	того и	1	2
244	казалось бы	2	2
245	в самой	2	2
246	же время	5	2
247	в русском	1	2
248	не вполне	2	2
249	ни в	2	2
250	эстетического объекта	2	2
251	отличается от	2	2
252	для такого	1	2
253	его с	1	2
254	это происходит	1	2
255	оно не	1	2
256	она не	1	2
257	на вопрос	1	2
258	свою очередь	2	2
259	сводится к	5	2
260	то или	1	2
261	в особенности	1	2
262	действия и	1	2
263	так в	4	2
264	роль в	2	2
265	начала и	1	2
266	на которую	1	2
267	две части	1	2
268	именно потому	1	2
269	и здесь	2	2
270	в глаза	2	2
271	к действительности	3	2
272	после того	1	2
273	этих двух	2	2
274	в его	6	2
275	и только	1	2
276	к нему	1	2
277	в драме	1	2
278	в какой	2	2
279	может оказаться	2	2
280	говорит о	1	2
281	слова в	2	2
282	в одном	2	2
283	вовсе не	3	2
284	с этими	1	2
285	отношение к	5	2
286	к ним	1	2
287	имеет значение	1	2
288	на примере	1	2
289	к которому	3	2
290	а с	3	2
291	не было	1	2
292	полагал что	1	2
293	не на	2	2
294	была бы	3	2
295	вместе с	2	2
296	если она	1	2
297	есть как	2	2
298	только мы	1	2
299	когда я	1	2
300	искусства как	2	2
301	не существует	1	2
302	это может	1	2
303	тем более	1	2
304	всякий раз	2	2
305	в романе	3	2
306	другой стороны	5	2
307	или иного	3	2
308	и от	1	2
309	тайны и	1	2
310	все что	1	2
311	искусство есть	1	1
312	а между	1	1
313	искусства она	1	1
314	героев и	1	1
315	говоря о	3	1
316	одним из	2	1
317	для построения	1	1
318	чтобы не	1	1
319	человека и	1	1
320	или к	1	1
321	другому человеку	1	1
322	мере в	1	1
323	или говоря	1	1
324	тем же	1	1
325	от своей	1	1
326	в первом	2	1
327	к другому	1	1
328	и чрезвычайно	1	1
329	по преимуществу	4	1
330	на две	3	1
331	и больше	2	1
332	мышления но	1	1
333	отношения к	2	1
334	как утверждает	1	1
335	первой и	1	1
336	стих в	1	1
337	впечатление от	1	1
338	что иное	1	1
339	при сохранении	1	1
340	о судьбе	1	1
341	в обычной	1	1
342	что две	1	1
343	тем как	1	1
344	это имеет	1	1
345	одним словом	1	1
346	с одной	2	1
347	истинный смысл	1	1
348	чем это	2	1
349	могло быть	2	1
350	жить и	2	1
351	для других	1	1
352	и т.д	3	1
353	а и	4	1
354	друг от	1	1
355	или иное	1	1
356	за пределы	2	1
357	внешних и	1	1
358	идет о	1	1
359	более чем	1	1
360	независимо от	1	1
361	данный момент	2	1
362	для всех	1	1
363	можно предположить	1	1
364	сознания в	1	1
365	объекта с	1	1
366	неизмеримо более	1	1
367	к числу	1	1
368	более или	2	1
369	в противоположность	2	1
370	то в	2	1
371	только то	1	1
372	говорит не	1	1
373	уже не	4	1
374	говорят о	1	1
375	и идет	1	1
376	в литературном	1	1
377	в нашем	4	1
378	у каждого	1	1
379	из этих	3	1
380	одном случае	1	1
381	в большинстве	2	1
382	продолжением и	1	1
383	если он	1	1
384	не могла	1	1
385	оказывается чем-то	1	1
386	вследствие этого	1	1
387	роли в	5	1
388	противном случае	1	1
389	не следует	4	1
390	произведения она	1	1
391	однако при	3	1
392	существенное для	1	1
393	ключ к	2	1
394	он должен	2	1
395	в принципе	4	1
396	в силу	1	1
397	именно к	1	1
398	и предполагает	1	1
399	одно и	1	1
400	русском языке	1	1
401	не будет	2	1
402	тем в	1	1
403	различие между	1	1
404	в другом	3	1
405	произведением искусства	1	1
406	оно становится	1	1
407	сознание не	1	1
408	обретает в	1	1
409	его в	2	1
410	свое я	1	1
411	на почве	4	1
412	и дает	1	1
413	но именно	1	1
414	только одно	1	1
415	чтобы этот	1	1
416	в обыденной	1	1
