N	2gram	Ircho_Kome_2	TeoriaLi
1	в мире	2	24
2	не только	7	18
3	в качестве	5	17
4	и не	14	16
5	а в	3	14
6	и в	26	13
7	в частности	4	13
8	так и	12	12
9	может быть	11	12
10	в этом	10	11
11	представляет собой	1	11
12	в том	11	11
13	но не	3	10
14	и его	12	10
15	а не	1	10
16	то же	3	9
17	в его	4	9
18	по отношению	3	8
19	такого рода	1	8
20	сводится к	1	8
21	но и	10	8
22	отношению к	3	8
23	что в	9	8
24	отличие от	2	7
25	в себе	1	7
26	том что	9	7
27	точки зрения	4	7
28	в отличие	2	7
29	в то	6	7
30	по своей	1	7
31	во второй	1	7
32	только в	4	7
33	себя в	3	7
34	как это	4	7
35	еще не	6	6
36	с его	5	6
37	но в	3	6
38	место в	4	6
39	же время	3	6
40	как бы	2	6
41	мы имеем	2	5
42	в рамках	1	5
43	в своем	6	5
44	в самом	4	5
45	он не	2	5
46	в принципе	2	5
47	того или	1	5
48	как и	4	5
49	не в	2	5
50	однако в	2	5
51	тем самым	1	5
52	в нем	6	5
53	в ее	2	5
54	в пределах	1	5
55	или иной	1	5
56	а также	1	5
57	между тем	4	5
58	с другой	2	5
59	как в	3	5
60	или иного	1	5
61	в искусстве	1	5
62	между ними	1	5
63	героя и	1	5
64	говорить о	2	4
65	как правило	3	4
66	конечном счете	1	4
67	отношение к	2	4
68	хотя и	4	4
69	то что	6	4
70	ни в	5	4
71	в своей	3	4
72	в их	3	4
73	или менее	1	4
74	не столько	1	4
75	не менее	4	4
76	приводит к	1	4
77	и ее	2	4
78	за пределами	1	4
79	в свою	1	4
80	не знает	1	4
81	сказать что	1	4
82	не может	3	4
83	более или	1	4
84	на две	1	3
85	например в	3	3
86	не все	1	3
87	в художественном	1	3
88	и к	2	3
89	со своей	3	3
90	все эти	1	3
91	в нашем	2	3
92	в этой	3	3
93	самим собой	1	3
94	его в	4	3
95	этом смысле	2	3
96	мог бы	1	3
97	и сам	3	3
98	в этих	4	3
99	тем не	1	3
100	никогда не	1	3
101	на меня	1	3
102	как раз	1	3
103	потому что	6	3
104	той или	1	3
105	свою очередь	1	3
106	другой стороны	1	3
107	так в	2	3
108	в другом	1	3
109	в порядке	1	3
110	и что	2	3
111	входит в	1	3
112	а с	1	3
113	человека с	1	3
114	для него	1	3
115	именно в	1	3
116	нового времени	2	3
117	прежде всего	4	3
118	в соответствии	1	3
119	по своему	2	3
120	мира в	4	3
121	к которому	1	3
122	таким образом	6	3
123	или в	3	3
124	в основе	1	3
125	речи и	1	3
126	была бы	1	2
127	отношения к	1	2
128	того же	3	2
129	и это	2	2
130	перед лицом	2	2
131	всех без	1	2
132	на себя	7	2
133	в целом	4	2
134	между собой	1	2
135	в чем	1	2
136	и мира	1	2
137	чем это	2	2
138	у него	4	2
139	и весьма	1	2
140	свою жизнь	1	2
141	как к	1	2
142	и как	1	2
143	самом начале	2	2
144	в которой	5	2
145	образом и	1	2
146	так или	3	2
147	не следует	2	2
148	могла бы	3	2
149	об этом	2	2
150	это не	2	2
151	соответствии с	1	2
152	вовсе не	2	2
153	и некоторые	1	2
154	с точки	1	2
155	их в	1	2
156	по себе	1	2
157	даже в	2	2
158	автора и	1	2
159	и одной	1	2
160	вытекает из	1	2
161	однако если	1	2
162	имеем дело	1	2
163	этих двух	1	2
164	как будто	4	2
165	и для	4	2
166	следует признать	2	2
167	частной жизни	1	2
168	в себя	1	2
169	роль в	2	2
170	не с	1	2
171	к его	2	2
172	если бы	9	2
173	в виду	2	2
174	и здесь	6	2
175	в состав	2	2
176	о том	6	2
177	времени в	2	2
178	это было	4	2
179	восходит к	4	2
180	к нему	3	2
181	во всех	3	2
182	или иначе	3	2
183	соединении с	1	2
184	вслед за	2	2
185	в литературе	1	2
186	тот или	1	2
187	с одной	2	2
188	в большинстве	1	2
189	о и	1	2
190	в диалоге	1	2
191	в конце	2	2
192	во всей	1	2
193	и даже	1	2
194	со стороны	2	2
195	в области	1	2
196	одной стороны	2	2
197	а на	2	2
198	не на	1	2
199	одну из	1	2
200	о чем	3	2
201	на фоне	1	2
202	о себе	1	2
203	вместе с	9	2
204	так же	1	2
205	и особенно	3	2
206	текста в	1	2
207	из которых	3	2
208	в той	2	2
209	к тому	12	2
210	жизни в	1	2
211	одной из	4	2
212	имеет в	2	2
213	что он	5	2
214	также что	2	1
215	говоря о	1	1
216	подлинным произведением	1	1
217	отделен от	1	1
218	переходит к	1	1
219	говорилось выше	1	1
220	идет о	2	1
221	и есть	2	1
222	тем же	1	1
223	отношения между	1	1
224	и чрезвычайно	1	1
225	из его	2	1
226	едва ли	14	1
227	общественных отношений	1	1
228	одним из	2	1
229	что даже	1	1
230	той же	3	1
231	вопрос о	3	1
232	впечатление от	1	1
233	не вполне	2	1
234	думаю что	1	1
235	собой в	1	1
236	и на	7	1
237	столь же	9	1
238	время в	1	1
239	и служит	1	1
240	бы то	2	1
241	в различных	1	1
242	во внешнем	1	1
243	в традициях	1	1
244	нет не	1	1
245	из окна	1	1
246	если в	2	1
247	с совершенно	1	1
248	в комедии	19	1
249	значение для	1	1
250	или к	1	1
251	было ожидать	1	1
252	отнюдь не	2	1
253	в истории	5	1
254	всего к	1	1
255	мере в	1	1
256	более чем	4	1
257	независимо от	5	1
258	что касается	3	1
259	воспоминании о	1	1
260	целый ряд	2	1
261	как уже	1	1
262	что по	2	1
263	в герое	1	1
264	шире и	1	1
265	из жизни	1	1
266	привести к	1	1
267	что это	4	1
268	из этих	4	1
269	что автор	1	1
270	с их	4	1
271	не приводит	1	1
272	узнавания в	2	1
273	двух других	2	1
274	корнями в	1	1
275	не могла	1	1
276	у а	1	1
277	на его	1	1
278	что она	2	1
279	время и	1	1
280	всем законам	2	1
281	в силу	2	1
282	по существу	1	1
283	в первом	2	1
284	том числе	3	1
285	является не	2	1
286	основе его	1	1
287	по его	1	1
288	то ни	2	1
289	речь в	1	1
290	которыми он	1	1
291	том случае	1	1
292	а по	1	1
293	времени и	1	1
294	большинстве случаев	1	1
295	второй половины	2	1
296	первую очередь	3	1
297	было бы	8	1
298	системе образов	1	1
299	же образом	1	1
300	в них	4	1
301	рядом с	2	1
302	игра с	1	1
303	на второй	1	1
304	выступает не	1	1
305	служить также	1	1
306	с тем	5	1
307	как видно	2	1
308	не всегда	2	1
309	он и	1	1
310	ведет к	1	1
311	с первых	1	1
312	в на	2	1
313	себя внимание	5	1
314	привычных для	1	1
315	но если	3	1
316	от своего	1	1
317	таким же	1	1
318	свою речь	1	1
319	и без	1	1
320	тем к	1	1
321	в котором	3	1
322	не несущих	1	1
323	от его	1	1
324	сам же	1	1
325	друг другу	3	1
326	и меньше	1	1
327	и более	1	1
328	он выступает	2	1
329	остановимся на	1	1
330	игра случая	1	1
331	у нее	2	1
332	между людьми	1	1
333	случае в	1	1
334	чуть больше	1	1
335	жизни между	1	1
336	с которой	1	1
337	из нас	1	1
338	она могла	1	1
339	от греч	1	1
340	не имеет	3	1
341	одна из	2	1
342	на себе	1	1
343	в самой	3	1
344	первых десятилетий	1	1
345	и теперь	1	1
346	связи с	3	1
347	из того	1	1
348	в большой	1	1
349	не по	4	1
350	обращает на	5	1
351	не является	2	1
352	в каком	1	1
353	у нас	1	1
354	ли не	7	1
355	числе и	1	1
356	его с	1	1
357	в поле	3	1
358	как следствие	1	1
359	в каждом	3	1
360	на это	2	1
361	говорит о	1	1
362	в каждой	1	1
363	должен быть	1	1
364	ожидания к	1	1
365	как мы	4	1
366	а затем	5	1
367	того чтобы	6	1
368	та или	1	1
369	на основе	1	1
370	только при	1	1
371	его поступки	1	1
372	в собственном	1	1
373	мысль о	1	1
374	единственный в	1	1
375	то время	3	1
376	художественного мышления	2	1
377	друг перед	1	1
378	с собой	2	1
379	можно было	4	1
380	в последующих	1	1
381	с учетом	1	1
382	своему происхождению	1	1
383	разного рода	1	1
384	жизнь и	1	1
385	является в	1	1
386	с ним	1	1
387	означает что	1	1
388	с человеком	1	1
389	не дай	1	1
390	первом случае	1	1
391	возможна только	1	1
392	что речь	1	1
393	в драматическом	1	1
394	никак не	1	1
395	судьбы здесь	1	1
396	как ее	1	1
397	одного из	1	1
398	первого из	1	1
399	и большого	1	1
400	после того	2	1
401	в сущности	1	1
402	это была	1	1
403	служит для	1	1
404	под именем	2	1
405	каждом из	1	1
406	в которую	1	1
407	я думаю	1	1
408	нуждается в	1	1
409	искусства к	1	1
410	в другой	2	1
411	выступает как	1	1
412	с матерью	1	1
413	в динамике	1	1
414	наконец в	2	1
415	первых же	1	1
416	перед другом	1	1
417	один из	5	1
418	поле зрения	2	1
419	обе эти	1	1
420	в двух	6	1
421	образов и	1	1
422	тот же	2	1
423	дело с	3	1
424	а у	3	1
425	в какой	2	1
426	и является	1	1
427	его чувства	1	1
428	даже если	1	1
429	или его	2	1
430	теперь в	2	1
431	с которыми	2	1
432	типов но	1	1
433	так что	5	1
434	внимание в	1	1
435	для всех	3	1
436	человеком который	1	1
437	с нею	1	1
438	если мы	1	1
439	только на	1	1
440	общественном сознании	1	1
441	из них	7	1
442	за ним	1	1
443	к каким	1	1
444	одно из	2	1
445	и их	3	1
446	никто не	3	1
447	представить себе	3	1
448	в одном	2	1
449	так как	4	1
450	тому же	11	1
451	может служить	1	1
452	той самой	1	1
453	в первую	3	1
454	ее на	1	1
455	для того	5	1
456	им по	1	1
457	он же	1	1
458	расположение в	1	1
459	другого и	1	1
460	на примере	1	1
461	под определенным	1	1
462	в общественном	1	1
463	на ее	1	1
464	если говорить	1	1
465	войны и	3	1
466	не обязательно	1	1
467	отказаться от	1	1
468	с той	2	1
469	на чем	1	1
470	в отсутствие	1	1
471	нередко в	1	1
472	однако что	1	1
473	что для	4	1
474	к более	1	1
475	противоречие между	1	1
476	не было	3	1
477	и завершает	1	1
478	с которым	2	1
479	жизнь в	1	1
480	и я	2	1
481	что из	2	1
482	ближе к	1	1
483	в одно	1	1
484	то она	1	1
485	если не	2	1
486	в связи	3	1
487	с помощью	1	1
488	в одной	2	1
489	от ее	2	1
