N	2gram	Tiupa_Anal_2	Marksizm
1	может быть	6	28
2	и в	16	19
3	как бы	10	19
4	и не	12	19
5	не может	4	18
6	точки зрения	4	17
7	то же	4	16
8	и его	4	16
9	как мы	3	15
10	в этом	18	15
11	языка и	2	15
12	в сущности	4	14
13	так сказать	1	14
14	таким образом	2	14
15	лишь в	9	14
16	не только	16	13
17	с точки	2	13
18	связи с	1	13
19	речи и	2	13
20	в нем	1	11
21	высказывания и	2	11
22	если бы	3	11
23	вовсе не	2	11
24	не в	4	10
25	речи в	2	10
26	так и	15	10
27	и т.п	8	10
28	но и	12	10
29	в пределах	9	10
30	том что	12	10
31	самом деле	1	9
32	при этом	10	9
33	как и	14	9
34	для него	4	9
35	а не	10	9
36	с его	1	8
37	по отношению	4	8
38	в то	2	8
39	же время	2	8
40	только в	4	8
41	слова в	1	8
42	отнюдь не	8	8
43	не является	1	8
44	отношению к	4	8
45	внутренней речи	4	7
46	его в	2	7
47	и более	1	7
48	высказывания в	3	7
49	одна из	1	7
50	никогда не	3	7
51	в том	12	7
52	прежде всего	3	7
53	в связи	1	7
54	и для	2	7
55	но в	6	7
56	в таком	2	7
57	мы уже	1	6
58	социальной группы	1	6
59	во всех	4	6
60	и как	1	6
61	в самом	6	6
62	слова и	1	6
63	ни в	1	6
64	к тому	7	6
65	же самое	1	6
66	между тем	2	6
67	более того	1	6
68	и все	3	6
69	хотя бы	1	6
70	в свою	1	6
71	того же	4	5
72	к другому	1	5
73	и на	6	5
74	на этой	2	5
75	лишь на	1	5
76	в данном	8	5
77	в их	3	5
78	свою очередь	1	5
79	и здесь	1	5
80	к нему	1	5
81	в его	2	5
82	отношении к	1	5
83	или иной	3	5
84	системе языка	1	5
85	этого слова	3	5
86	в контексте	5	5
87	тем более	1	5
88	совершенно не	1	5
89	к этому	2	5
90	так же	2	5
91	тем же	1	4
92	а как	2	4
93	и ее	1	4
94	слова о	1	4
95	переживания и	1	4
96	только на	3	4
97	в себе	7	4
98	на то	2	4
99	значение в	1	4
100	это не	1	4
101	было бы	3	4
102	и тем	4	4
103	этой связи	1	4
104	тому что	1	4
105	в отношении	1	4
106	ничего не	9	4
107	и т.д	3	4
108	той или	3	4
109	для себя	1	4
110	из одного	1	4
111	того что	2	4
112	с ними	3	4
113	и их	2	4
114	как раз	4	4
115	в основном	1	4
116	бы в	3	4
117	то что	7	4
118	сказать что	2	4
119	таком случае	2	3
120	и то	3	3
121	в котором	2	3
122	и до	2	3
123	исходит из	1	3
124	в становлении	1	3
125	еще не	2	3
126	столь же	4	3
127	в ее	1	3
128	как такой	1	3
129	отличие от	2	3
130	за пределы	4	3
131	перед нами	1	3
132	все эти	1	3
133	в этой	9	3
134	но ведь	1	3
135	слово в	1	3
136	он не	2	3
137	не к	1	3
138	не как	1	3
139	одно и	1	3
140	в другом	1	3
141	той же	2	3
142	по себе	2	3
143	в этих	2	3
144	в своей	2	3
145	в отличие	2	3
146	тема и	1	3
147	в устах	2	3
