N	2gram	Losev_Prob_5	Literetu
1	а не	5	20
2	и в	30	19
3	может быть	7	17
4	в стихотворении	14	13
5	своего рода	1	13
6	то же	2	12
7	и не	12	11
8	как и	7	10
9	в том	12	10
10	но и	13	10
11	в этом	17	9
12	состоит в	1	9
13	в то	4	9
14	же время	1	9
15	не может	5	9
16	такого рода	2	9
17	не только	18	8
18	и даже	14	8
19	с другой	6	8
20	том что	17	7
21	так и	7	7
22	с одной	3	7
23	я в	1	7
24	то что	18	7
25	и на	6	6
26	в себе	4	6
27	при этом	4	6
28	однако в	3	6
29	не менее	5	6
30	одной стороны	3	6
31	в году	5	5
32	я не	2	5
33	но не	7	5
34	он не	3	5
35	в качестве	4	5
36	для всех	1	5
37	у нас	7	5
38	на фоне	1	5
39	то есть	21	5
40	того что	3	5
41	вместе с	7	5
42	я и	1	4
43	но тем	2	4
44	мы не	2	4
45	того же	4	4
46	по отношению	2	4
47	так что	11	4
48	отнюдь не	4	4
49	едва ли	4	4
50	точки зрения	10	4
51	в поэме	2	4
52	не в	7	4
53	даже в	1	4
54	в русской	3	4
55	в области	2	4
56	ли не	2	4
57	в ней	3	4
58	еще в	5	4
59	в его	12	4
60	один из	2	4
61	и других	1	4
62	тем что	2	4
63	прежде всего	6	4
64	в частности	4	4
65	в искусстве	1	4
66	жизни в	4	4
67	другой стороны	6	4
68	жизни и	2	4
69	что в	5	4
70	и то	5	3
71	тем же	3	3
72	и он	4	3
73	я на	1	3
74	поскольку в	3	3
75	право на	1	3
76	в этой	10	3
77	то и	2	3
78	в нем	6	3
79	обращаясь к	1	3
80	но лишь	1	3
81	такой же	1	3
82	в их	1	3
83	том чтобы	1	3
84	с точки	8	3
85	тем самым	1	3
86	вплоть до	1	3
87	не столько	1	3
88	путь и	1	3
89	никогда не	7	3
90	ничего не	2	3
91	и его	6	3
92	этот путь	1	3
93	данном случае	2	3
94	русской поэзии	1	3
95	всей своей	2	3
96	и с	5	3
97	отдельной личности	1	3
98	в другом	3	3
99	но с	1	3
100	в поэзии	1	3
101	а в	6	3
102	так как	6	3
103	этом отношении	1	3
104	и др	1	3
105	со стороны	1	3
106	не знали	1	3
107	и жизни	1	3
108	в данном	2	3
109	а именно	12	3
110	по существу	2	3
111	но это	1	3
112	в начале	3	3
113	и для	6	3
114	обращается к	1	3
115	и как	6	3
116	здесь поэт	1	3
117	что он	7	3
118	о себе	2	3
119	отношению к	2	3
120	и т	1	2
121	и до	2	2
122	и за	2	2
123	являет собой	1	2
124	поэзии и	1	2
125	на первом	3	2
126	из своих	1	2
127	что нам	1	2
128	на себя	1	2
129	с ее	1	2
130	жизни как	1	2
131	к своему	1	2
132	нам представляется	1	2
133	если в	1	2
134	все же	9	2
135	и наконец	1	2
136	и к	4	2
137	но в	9	2
138	в противоположность	3	2
139	то в	1	2
140	в нашем	1	2
141	и сам	4	2
142	искусство не	1	2
143	но уже	2	2
144	в них	2	2
145	с этой	2	2
146	с тем	5	2
147	он и	5	2
148	как бы	6	2
149	художественного творчества	8	2
150	в такой	1	2
151	и без	2	2
152	не к	2	2
153	что я	1	2
154	такую же	2	2
155	что было	1	2
156	тем не	5	2
157	по крайней	4	2
158	не раз	1	2
159	в тебе	1	2
160	но только	3	2
161	не вполне	1	2
162	уже о	1	2
163	могут быть	1	2
164	восходит к	1	2
165	даже и	4	2
166	все еще	4	2
167	для того	3	2
168	для себя	5	2
169	в виду	3	2
170	говоря уже	1	2
171	в ее	3	2
172	за то	2	2
173	еще не	3	2
174	о том	12	2
175	и что	6	2
176	для нас	10	2
177	а также	3	2
178	русской литературе	3	2
179	и только	2	2
180	крайней мере	4	2
181	в него	1	2
182	было бы	4	2
183	тот же	3	2
184	одной из	1	2
185	в какой	2	2
186	потому что	13	2
187	уже не	6	2
188	уже в	2	2
189	ни было	1	2
190	свидетельствует о	2	2
191	из них	2	2
192	был бы	1	2
193	одно из	1	2
194	не так	4	2
195	в одном	3	2
196	в конце	8	2
197	что и	6	2
198	вовсе не	8	2
199	у него	11	2
200	как раз	5	2
201	себя и	1	2
202	что не	2	2
203	не было	1	2
204	говорит я	1	2
205	до конца	1	2
206	черты в	1	2
207	него не	2	2
208	мира в	3	2
209	не видит	1	2
210	как это	1	2
211	и каждый	1	2
212	из которых	1	2
213	а если	1	2
214	сравнении с	3	2
215	на свете	1	2
216	нового человека	1	2
217	под названием	4	2
218	и нет	2	2
219	на плечи	2	2
220	при всем	2	2
221	в результате	7	2
222	хотя бы	2	2
223	с ним	3	2
224	же в	3	2
