N	2gram	Potebnia_M_1	Problemy
1	и в	39	46
2	то есть	42	40
3	и не	18	27
4	может быть	27	23
5	не может	22	19
6	как бы	6	19
7	в нем	20	17
8	в этом	15	16
9	не только	21	14
10	слова в	2	13
11	перед нами	1	12
12	как мы	2	12
13	но и	20	12
14	как и	9	12
15	и на	1	11
16	точки зрения	8	11
17	в одном	8	11
18	а не	21	11
19	не в	15	10
20	между ними	1	10
21	в самом	3	9
22	с точки	3	9
23	и все	3	9
24	в его	5	9
25	в том	26	9
26	вовсе не	5	9
27	прежде всего	4	9
28	до сих	1	8
29	сих пор	1	8
30	или в	2	8
31	в сущности	2	7
32	еще не	6	7
33	в себе	13	7
34	и с	3	7
35	слова с	1	7
36	по себе	10	7
37	слова и	4	7
38	то же	6	6
39	никогда не	4	6
40	хотя и	3	6
41	но в	9	6
42	слово в	1	6
43	к одному	2	6
44	в каждом	4	6
45	ни в	1	6
46	что я	1	6
47	но это	5	6
48	и его	5	6
49	о нем	1	6
50	что он	1	6
51	только в	25	6
52	есть в	2	6
53	друг друга	5	6
54	все это	1	6
55	мы увидим	3	6
56	в котором	1	5
57	с его	1	5
58	во всех	5	5
59	по отношению	13	5
60	за пределы	2	5
61	нам кажется	1	5
62	так сказать	2	5
63	при этом	6	5
64	это не	7	5
65	в жизни	3	5
66	рядом с	1	5
67	в то	4	5
68	себе самом	1	5
69	в самой	3	5
70	это слово	1	5
71	если же	5	5
72	о том	2	5
73	же время	4	5
74	к нему	1	5
75	если мы	3	5
76	мы находим	1	5
77	так как	21	5
78	у него	1	5
79	речи и	10	5
80	отношению к	13	5
81	жизни и	2	5
82	например в	1	4
83	самом деле	1	4
84	в их	2	4
85	мы не	10	4
86	на себя	1	4
87	но не	8	4
88	как в	10	4
89	все же	6	4
90	все эти	1	4
91	он не	3	4
92	таким образом	13	4
93	том что	16	4
94	в этих	7	4
95	том же	2	4
96	во всем	4	4
97	потому что	52	4
98	слова но	2	4
99	здесь не	1	4
100	приводит к	1	4
101	так и	13	4
102	в словах	3	4
103	по мере	6	4
104	в виду	2	4
105	и других	4	4
106	уже не	2	4
107	уже в	1	4
108	к ним	2	4
109	мы можем	2	4
110	еще и	1	4
111	превращается в	1	4
112	да и	1	4
113	должно быть	7	4
114	и нет	1	4
115	а что	1	4
116	то что	10	4
117	совершенно не	1	4
118	что в	22	4
119	но эти	2	4
120	одним из	2	3
121	человека и	1	3
122	сам по	1	3
123	и это	3	3
124	тем же	2	3
125	той же	3	3
126	мы имеем	1	3
127	и о	2	3
128	то это	5	3
129	себе и	1	3
130	друга и	1	3
131	в своем	3	3
132	более или	1	3
133	из этих	4	3
134	в этой	3	3
135	как он	1	3
136	на то	2	3
137	их в	1	3
138	на этом	1	3
139	друг в	1	3
140	в мире	3	3
141	было бы	12	3
142	далеко не	1	3
143	в слове	8	3
144	или менее	1	3
145	но если	2	3
146	и при	3	3
147	и их	3	3
148	в своей	3	3
149	не как	1	3
150	образом и	2	3
151	но он	2	3
152	в отношении	1	3
153	она не	3	3
154	дело в	2	3
155	по своей	1	3
156	на него	3	3
157	не могут	4	3
158	с ее	2	3
159	но при	3	3
160	в последующих	1	3
161	здесь нет	1	3
162	если бы	14	3
163	слово то	1	3
164	никак не	2	3
165	и что	10	3
166	в различных	1	3
167	и во	3	3
168	и только	2	3
169	слов и	4	3
170	в формах	1	3
171	словом и	2	3
172	между этими	1	3
173	себя в	1	3
174	эти отношения	3	3
175	только на	3	3
176	в единстве	2	3
177	что и	6	3
178	бытия и	3	3
179	тем что	9	3
180	эти явления	3	3
181	и даже	4	3
182	с другой	7	3
183	себя и	1	3
184	более того	1	3
185	слова то	2	3
186	так же	5	3
187	что же	2	3
188	но для	1	3
189	и для	5	3
190	в речи	1	3
191	бы в	4	3
192	еще более	2	3
193	другой стороны	5	3
194	того же	3	3
195	и другие	1	3
196	а между	3	2
197	отношения к	1	2
198	же как	1	2
199	от предшествующих	1	2
200	связи между	2	2
201	а как	2	2
202	вопрос о	4	2
203	из своих	1	2
204	не была	1	2
205	а следовательно	1	2
206	как если	1	2
207	мы будем	2	2
208	друг на	1	2
209	если в	1	2
210	к слову	1	2
211	сама по	3	2
212	в одной	1	2
213	с этим	7	2
214	стороны и	2	2
215	и слова	2	2
216	когда он	1	2
217	и как	6	2
218	не было	4	2
219	его к	2	2
220	увидим что	4	2
221	от этого	1	2
222	бы не	6	2
223	так в	1	2
224	но на	2	2
225	бы ни	4	2
226	должна быть	3	2
227	на том	1	2
228	оно должно	2	2
229	и по	6	2
230	но дело	2	2
231	но все	2	2
232	на все	2	2
233	лишь в	1	2
234	хотя бы	2	2
235	от одного	1	2
236	может стать	1	2
237	он есть	2	2
238	этом смысле	4	2
239	и тем	3	2
240	к области	1	2
241	все равно	1	2
242	на друга	1	2
243	переходим к	2	2
244	что такое	1	2
245	себе а	1	2
246	в которых	1	2
247	мысли и	9	2
248	могло бы	3	2
249	не менее	6	2
250	одном из	1	2
251	не могли	2	2
252	слова мы	3	2
253	речь и	2	2
254	того как	6	2
255	не могло	3	2
256	следовательно и	2	2
257	ничего не	1	2
258	к ней	2	2
259	то и	7	2
260	у нас	2	2
261	языка в	6	2
262	могут быть	9	2
263	к тому	4	2
264	указывает на	1	2
265	людей в	1	2
266	языка и	17	2
267	в произведении	1	2
268	и совершенно	1	2
269	в другом	1	2
270	можно было	1	2
271	те же	1	2
272	времени и	2	2
273	из одного	3	2
274	остановимся на	1	2
275	с ним	3	2
276	все в	2	2
277	между тем	5	2
278	от них	1	2
279	тем как	3	2
280	в языке	33	2
281	с отношением	1	2
282	и следовательно	2	2
283	изменения которые	1	2
284	но с	2	2
285	к различным	1	2
286	этот вопрос	2	2
287	явления в	1	2
288	поэтому и	1	2
289	так что	16	2
290	с нею	4	2
291	слова не	2	2
292	слово но	1	2
293	для него	4	2
294	сами по	1	2
295	а в	5	2
296	каждого слова	1	2
297	в других	2	2
298	о которых	2	2
299	именно как	1	2
300	для этого	2	2
301	влияние на	2	2
302	только к	1	2
303	предмет и	1	2
304	на этот	2	2
305	его как	1	2
306	что так	1	2
307	там где	4	2
308	что мы	4	2
309	в одно	2	2
310	слова от	1	2
311	вместе с	8	2
312	в духе	1	2
313	со словом	3	2
314	в данном	1	2
315	есть если	2	2
316	этого слова	1	2
317	стремятся к	1	2
318	остается в	1	2
319	себе еще	1	2
320	при всем	1	2
321	вне его	1	2
322	то будет	1	2
323	оно и	3	2
324	речи как	1	2
325	сознания и	1	2
326	в результате	1	2
327	о котором	3	2
328	для нас	9	2
329	есть уже	3	2
330	сказать что	3	2
331	нет но	1	2
332	к другим	2	2
333	во всяком	3	2
334	все что	2	2
335	они не	1	2
336	предполагает что	1	1
337	чтобы не	2	1
338	и то	3	1
339	на самом	1	1
340	он может	1	1
341	смотрит на	3	1
342	и есть	2	1
343	которую они	1	1
344	собственном смысле	1	1
345	видеть в	2	1
346	и могут	1	1
347	может даже	1	1
348	или наоборот	1	1
349	входит в	1	1
350	не во	1	1
351	язык как	7	1
352	именно к	1	1
353	их к	2	1
354	этом не	1	1
355	совпадает с	1	1
356	происходят и	1	1
357	на себе	2	1
358	не вполне	1	1
359	непосредственного выражения	1	1
360	слова например	1	1
361	от друга	2	1
362	из того	2	1
363	в некотором	2	1
364	смысле имеет	1	1
365	в каждой	1	1
366	в ней	7	1
367	внимание и	1	1
368	это возможно	1	1
369	именно эти	1	1
370	себя а	2	1
371	от своей	1	1
372	в нашем	1	1
373	то мы	2	1
374	одним словом	2	1
375	но как	3	1
376	а только	4	1
377	очевидно и	1	1
378	тем положением	1	1
379	который мы	1	1
380	это последнее	2	1
381	друг от	2	1
382	бы до	1	1
383	к сожалению	1	1
384	в собственном	2	1
385	вследствие чего	1	1
386	каждая из	1	1
387	для создания	1	1
388	на которое	1	1
389	что как	3	1
390	в одних	2	1
391	все остальные	4	1
392	от нашего	1	1
393	могли бы	2	1
394	нами в	1	1
395	было только	2	1
396	мысль в	2	1
397	одни для	1	1
398	в ожидании	1	1
399	духа и	7	1
400	себе не	1	1
401	он на	1	1
402	и пространства	1	1
403	та же	1	1
404	что это	3	1
405	в целом	2	1
406	сказать о	1	1
407	бы с	1	1
408	есть для	2	1
409	определяет все	1	1
410	самое это	1	1
411	языка а	3	1
412	тоже не	1	1
413	и отношения	1	1
414	с их	1	1
415	во многих	2	1
416	из его	1	1
417	верно еще	1	1
418	и если	2	1
419	на его	1	1
420	мы совершенно	1	1
421	что она	1	1
422	в ее	1	1
423	она еще	1	1
424	человек не	1	1
425	высшей степени	1	1
426	он должен	2	1
427	отношений между	3	1
428	по законам	2	1
429	в первом	5	1
430	ни были	3	1
431	что у	1	1
432	к каждому	1	1
433	кажется нам	1	1
434	слова к	1	1
435	ней не	1	1
436	говорит следующее	2	1
437	одно и	1	1
438	от нее	6	1
439	гораздо глубже	1	1
440	что все	3	1
441	же не	1	1
442	и характер	1	1
443	сознание и	1	1
444	от некоторых	1	1
445	его в	1	1
446	для нее	2	1
447	которая как	1	1
