N	2gram	Tiupa_Lite_3	Istorich
1	и в	16	22
2	в этом	14	17
3	и т	1	16
4	что в	2	15
5	не только	14	14
6	но и	14	12
7	и не	22	12
8	в этих	1	11
9	может быть	12	11
10	но в	3	10
11	после чего	1	10
12	еще не	6	10
13	в нем	2	9
14	что и	2	9
15	в том	12	9
16	что он	5	9
17	вместе с	5	9
18	как мы	2	8
19	что они	1	8
20	не знаю	2	8
21	с этим	1	8
22	том что	8	8
23	но не	4	7
24	то что	12	7
25	уже не	3	7
26	из них	4	7
27	так как	1	7
28	с другой	6	7
29	другой стороны	2	7
30	там где	3	7
31	к этому	2	7
32	то же	9	6
33	мы уже	1	6
34	не вполне	2	6
35	это не	5	6
36	во время	1	6
37	связи с	2	6
38	все еще	3	6
39	так в	1	6
40	если бы	2	6
41	в них	1	6
42	что здесь	1	6
43	то и	1	6
44	друг друга	1	6
45	а не	12	6
46	а в	5	6
47	с ней	2	6
48	все же	2	5
49	он не	1	5
50	здесь мы	1	5
51	в этой	8	5
52	тем не	1	5
53	не менее	2	5
54	к нему	1	5
55	в свете	1	5
56	того что	9	5
57	один из	2	5
58	так что	1	5
59	у меня	1	5
60	в частности	11	5
61	есть и	1	5
62	одним из	4	4
63	и на	2	4
64	отношение к	2	4
65	не в	10	4
66	и с	2	4
67	не всегда	2	4
68	у нас	2	4
69	как это	3	4
70	но он	1	4
71	и его	6	4
72	тем что	2	4
73	она не	1	4
74	с появлением	1	4
75	только в	7	4
76	а именно	5	4
77	связано с	1	4
78	они не	1	4
79	власть над	1	4
80	в данном	4	4
81	и там	1	4
82	для нас	1	4
83	в свою	2	4
84	на смену	3	4
85	не может	8	4
86	он все	2	3
87	что иное	1	3
88	я не	2	3
89	и ее	2	3
90	иное как	1	3
91	в чем	1	3
92	со стороны	7	3
93	и как	3	3
94	и к	3	3
95	в целом	5	3
96	представляет собой	2	3
97	на его	3	3
98	а затем	3	3
99	его в	2	3
100	было бы	2	3
101	все равно	1	3
102	далеко не	2	3
103	как и	5	3
104	состоит в	6	3
105	одном из	2	3
106	и эти	1	3
107	в русской	1	3
108	никогда не	4	3
109	потому что	3	3
110	он и	2	3
111	к тому	6	3
112	о том	6	3
113	но по	1	3
114	здесь не	2	3
115	данном случае	4	3
116	на том	1	3
117	что у	2	3
118	на нее	1	3
119	жить в	1	3
120	можно только	1	3
121	особого рода	5	3
122	в его	6	3
123	эти два	1	3
124	и она	1	3
125	с ними	2	3
126	никого не	1	3
127	и у	1	3
128	за ним	2	3
129	прежде всего	3	3
130	у него	1	3
131	превращается в	1	3
132	в связи	1	3
133	если это	2	3
134	так же	2	3
135	стороны и	2	3
136	но это	1	3
137	и от	1	3
138	его не	1	3
139	и все	1	3
140	сказать что	1	3
141	не что	1	3
142	ее в	2	3
143	например в	3	2
144	и то	1	2
145	на самом	1	2
146	и есть	1	2
147	в котором	1	2
148	той же	3	2
149	вопрос о	2	2
150	и новые	1	2
151	на себя	2	2
152	из того	2	2
153	то это	2	2
154	и он	1	2
155	в ней	1	2
156	как правило	1	2
