N	2gram	Vinokur_Vv_1	Myshleni
1	в том	31	33
2	том что	26	27
3	точки зрения	7	26
4	то что	17	20
5	в этом	34	19
6	с точки	2	18
7	того что	12	17
8	не только	21	15
9	и в	27	15
10	таким образом	19	14
11	что в	11	14
12	и речи	1	13
13	того чтобы	21	12
14	и т.д	4	12
15	говорит он	2	12
16	что он	4	12
17	в самом	12	11
18	мы не	2	10
19	в целом	5	10
20	было бы	5	10
21	для того	21	10
22	но и	5	10
23	мы можем	2	10
24	в сущности	3	9
25	в своем	3	9
26	о том	15	9
27	связи с	3	9
28	может быть	24	9
29	что мы	2	9
30	не может	13	9
31	заключается в	4	8
32	не в	8	8
33	никогда не	3	8
34	казалось бы	2	8
35	так и	1	8
36	если бы	2	8
37	и что	4	8
38	к действительности	2	8
39	по себе	9	7
40	к тому	4	7
41	и т.п	1	7
42	тот же	1	7
43	с одной	4	7
44	потому что	14	7
45	мы знаем	1	7
46	одной стороны	4	7
47	как бы	5	7
48	и не	13	7
49	во всяком	3	7
50	самом деле	6	6
51	в зависимости	1	6
52	мы уже	1	6
53	в учении	1	6
54	зависимости от	1	6
55	по отношению	4	6
56	в этой	3	6
57	в истории	9	6
58	мы должны	1	6
59	и к	1	6
60	что это	3	6
61	как он	6	6
62	на то	1	6
63	к выводу	6	6
64	как и	5	6
65	мы видели	2	6
66	всяком случае	3	6
67	точку зрения	1	6
68	в отношении	2	6
69	как мы	9	6
70	в виду	4	6
71	но в	10	6
72	по этому	2	6
73	мы находим	1	6
74	вовсе не	6	6
75	с другой	8	6
76	к которому	1	6
77	на этот	4	6
78	в частности	3	6
79	вместе с	6	6
80	как это	5	6
81	в связи	2	6
82	сказать что	5	6
83	смысле слова	7	5
84	на деле	1	5
85	то же	8	5
86	вопрос о	8	5
87	говорит что	1	5
88	уже в	5	5
89	от действительности	2	5
90	это не	8	5
91	что с	3	5
92	тогда когда	3	5
93	во всей	1	5
94	можно было	7	5
95	и даже	5	5
96	связь между	4	5
97	этот вопрос	4	5
98	представление о	1	5
99	и др	2	5
100	с помощью	1	5
101	сравнению с	3	5
102	по существу	2	5
103	отношению к	4	5
104	все что	1	5
105	по сравнению	3	5
106	связана с	4	4
107	из того	2	4
108	хотя бы	5	4
109	что его	1	4
110	из этих	5	4
111	независимо от	3	4
112	как в	1	4
113	все же	8	4
114	в которой	1	4
115	том чтобы	6	4
116	что все	1	4
117	в них	4	4
118	несмотря на	2	4
119	со всей	3	4
120	в эту	1	4
121	в своей	4	4
122	от его	1	4
123	к этому	3	4
124	не имеет	4	4
125	того как	3	4
126	и его	5	4
127	указание на	1	4
128	что оно	2	4
129	и с	2	4
130	на вопрос	6	4
131	в конечном	1	4
132	мы видим	1	4
133	так как	13	4
134	только в	13	4
135	в качестве	7	4
136	в начале	3	4
137	при помощи	2	4
138	потребность в	1	4
139	как раз	4	4
140	в предисловии	1	4
141	прежде всего	8	4
142	так же	3	4
143	предисловии к	1	4
