N	2gram	Bakhtin_fo_2	Myshleni
1	в том	10	42
2	том что	4	35
3	с помощью	3	31
4	таким образом	3	25
5	в этом	22	24
6	точки зрения	10	24
7	в качестве	3	21
8	и в	46	20
9	что в	5	19
10	в основе	6	17
11	то же	8	16
12	не только	11	15
13	то что	7	15
14	что они	4	14
15	как мы	6	13
16	в их	3	12
17	при этом	6	12
18	может быть	7	12
19	с другой	2	12
20	потому что	8	12
21	с точки	8	11
22	в его	8	11
23	так же	2	11
24	этого слова	1	11
25	и то	1	10
26	на основе	3	10
27	в истории	4	10
28	в себе	4	10
29	в отношении	2	10
30	того что	3	10
31	мы видим	2	10
32	только в	11	10
33	так как	6	10
34	того же	3	9
35	и другие	3	9
36	и как	3	9
37	понятий и	1	9
38	как и	8	9
39	понятия и	1	9
40	между тем	1	9
41	что и	3	9
42	тот же	3	9
43	с одной	2	9
44	одной стороны	1	9
45	ребенка и	1	9
46	как это	2	9
47	другой стороны	1	9
48	но и	9	9
49	и тем	1	8
50	было бы	2	8
51	и что	1	8
52	вместе с	9	8
53	и не	9	8
54	в результате	1	8
55	самом деле	1	7
56	и тот	1	7
57	в своей	1	7
58	и более	2	7
59	с другом	4	7
60	могут быть	2	7
61	же самое	3	7
62	того чтобы	8	7
63	тем что	3	7
64	этом отношении	2	7
65	а не	4	7
66	как бы	10	7
67	друг с	4	7
68	в самом	1	6
69	и на	7	6
70	одно и	1	6
71	те же	6	6
72	с тем	2	6
73	мы видели	2	6
74	одного и	1	6
75	на каждом	1	6
76	по своей	1	6
77	к тому	3	6
78	его в	6	6
79	что он	3	6
80	уже в	4	6
81	не может	2	6
82	и развития	1	6
83	сказать что	1	6
84	мы уже	9	5
85	между собой	1	5
86	друг на	2	5
87	как в	4	5
88	с этим	5	5
89	все же	6	5
90	целый ряд	3	5
91	и к	2	5
92	все эти	5	5
93	это не	2	5
94	на друга	2	5
95	в действии	1	5
96	и того	1	5
97	и его	12	5
98	не является	3	5
99	никогда не	6	5
100	так и	7	5
101	если бы	1	5
102	о том	4	5
103	говорит он	1	5
104	мы можем	1	5
105	для того	8	5
106	в частности	5	5
107	слова и	3	5
108	тем же	2	4
109	в сущности	2	4
110	первый план	2	4
111	в своем	5	4
112	как уже	3	4
113	его к	1	4
114	в нашем	1	4
115	и те	1	4
116	как он	2	4
117	ключ к	1	4
118	и с	6	4
119	с этой	4	4
120	на первый	3	4
121	по сравнению	1	4
122	которые в	1	4
123	не в	9	4
124	тому что	1	4
125	возникает в	1	4
126	роль в	3	4
127	и только	2	4
128	словом и	2	4
129	является не	1	4
130	из них	8	4
131	в речи	1	4
132	по своему	2	4
133	нами выше	1	4
134	в смысле	5	4
135	и для	9	4
136	между ними	2	4
137	к этому	3	4
138	во всяком	2	4
139	этой точки	1	4
140	идет о	1	3
141	почти всегда	2	3
142	не имеют	1	3
143	приходит к	1	3
144	на место	1	3
145	в виду	3	3
146	в чем	1	3
147	тем как	1	3
148	себе и	1	3
149	в настоящем	1	3
150	отнюдь не	4	3
151	когда он	1	3
152	не являются	1	3
153	следующим образом	1	3
154	но в	10	3
155	в которой	1	3
156	в этой	2	3
157	на его	1	3
158	на этом	2	3
159	что все	2	3
160	в совершенно	3	3
161	со всеми	2	3
162	и других	2	3
163	ни в	1	3
164	чем в	1	3
165	в один	1	3
166	в этих	3	3
167	важную роль	1	3
168	в другую	1	3
169	и является	1	3
170	во всем	1	3
171	связи с	8	3
172	не могут	1	3
173	должно быть	5	3
174	и поэтому	1	3
175	внимание на	1	3
176	и во	6	3
177	и история	1	3
178	один из	2	3
179	но не	5	3
180	себя в	1	3
181	так что	4	3
182	но что	1	3
183	на этот	1	3
184	именно в	2	3
185	в связи	8	3
186	сравнению с	1	3
187	наряду с	2	3
188	одновременно с	2	3
189	по существу	5	3
190	этом случае	2	3
191	в условиях	1	3
192	отношений и	1	3
193	формы и	1	3
194	и от	2	3
195	бы в	1	3
196	основе их	1	3
197	связей и	1	3
198	совершенно не	1	3
199	в виде	1	3
200	говоря о	1	2
201	также и	4	2
202	проявляются в	1	2
203	ту же	2	2
204	свое место	1	2
205	должна быть	1	2
206	видеть в	1	2
207	мы имеем	2	2
208	что если	1	2
209	что уже	1	2
210	место в	4	2
211	основе этого	1	2
212	в ней	1	2
213	этому вопросу	1	2
214	мы будем	3	2
215	для других	3	2
216	отличие от	1	2
217	и речи	1	2
218	между словом	1	2
219	как говорит	1	2
220	опирается на	2	2
221	более и	1	2
222	стороны мы	1	2
223	животных и	1	2
224	говорил он	1	2
225	ступени развития	1	2
226	из этих	4	2
227	остановиться на	1	2
228	в наших	1	2
229	дальше и	1	2
230	вообще не	1	2
231	в нем	5	2
232	из него	1	2
233	в основу	1	2
234	в каждом	1	2
235	здесь мы	3	2
236	а затем	3	2
237	далеко не	2	2
238	такой же	1	2
239	и тогда	1	2
240	нисколько не	1	2
241	в отличие	1	2
242	и связей	1	2
243	дает в	1	2
244	их в	4	2
245	том же	4	2
246	в той	2	2
247	в историческом	2	2
248	же самого	1	2
249	что те	1	2
250	не имеет	1	2
251	на котором	2	2
252	не по	1	2
253	это мы	1	2
254	слово и	1	2
255	под этим	1	2
256	уже и	1	2
257	что на	3	2
258	мы встречаем	1	2
259	очень часто	2	2
260	когда мы	1	2
261	в наши	1	2
262	и он	4	2
263	существует только	1	2
264	и это	2	2
265	свою очередь	1	2
266	здесь не	2	2
267	данном случае	1	2
268	никак не	1	2
269	мы наблюдаем	3	2
270	и которые	1	2
271	еще не	6	2
272	мы в	1	2
273	и здесь	1	2
274	и т.д	1	2
275	а также	3	2
276	может не	1	2
277	двух сторон	1	2
278	на одном	1	2
279	в него	1	2
280	значит что	2	2
281	что здесь	2	2
282	он что	1	2
283	образов и	1	2
284	уже говорили	4	2
285	но как	1	2
286	по типу	1	2
287	и у	5	2
288	для него	3	2
289	у него	9	2
290	прежде всего	14	2
291	под влиянием	1	2
292	если не	2	2
293	все более	1	2
294	все основные	2	2
295	в данном	2	2
296	а потом	2	2
297	это значит	3	2
298	в реальном	3	2
299	как только	1	2
300	для развития	1	2
301	числе и	2	2
302	корни в	1	2
303	рассматривать как	1	2
304	на одной	1	2
305	мы найдем	1	2
306	которая в	1	2
307	в настоящее	1	2
308	с двух	1	2
309	и которое	1	2
310	и т.п	2	2
311	здесь впервые	1	2
312	а в	3	2
313	нам не	1	2
314	в свою	1	2
315	не знает	2	2
316	на более	1	2
317	в таком	1	2
318	том числе	3	2
319	они не	1	2
320	смысле слова	2	1
321	например в	1	1
322	человека и	4	1
323	себе этот	1	1
324	столько же	2	1
325	на самом	1	1
326	тех же	1	1
327	и есть	2	1
328	явления и	2	1
329	оно было	2	1
330	и больше	1	1
331	к созданию	1	1
332	которыми он	1	1
333	и людей	2	1
334	а как	1	1
335	на материале	1	1
336	значении в	1	1
337	мы не	1	1
338	всех его	1	1
339	которую мы	1	1
340	та же	3	1
341	вопрос о	1	1
342	во внутреннем	1	1
343	время как	1	1
344	говорить о	2	1
345	ему в	3	1
346	самой природе	1	1
347	же что	1	1
348	заключенных в	1	1
349	во всех	11	1
350	зрения все	1	1
351	не исчерпываются	1	1
352	все больше	1	1
353	и существенного	1	1
354	совсем не	2	1
355	характерная для	1	1
356	или источником	1	1
357	точка зрения	3	1
358	не входит	1	1
359	значение и	4	1
360	если в	2	1
361	друг от	2	1
362	большое значение	2	1
363	форме и	1	1
364	связи и	1	1
365	тем больше	1	1
366	план выступает	1	1
367	мы также	1	1
368	однако не	1	1
369	этом же	1	1
370	грубое непосредственное	1	1
371	силе и	1	1
372	в этот	3	1
373	то в	2	1
374	но эта	2	1
375	отношение как	1	1
