N	3gram	Berdyaev_M_2	Problemy
1	с точки зрения	1	13
2	по отношению к	2	8
3	в том что	2	6
4	и в этом	3	5
5	в романах достоевского	1	5
6	в конце концов	1	5
7	на самом деле	1	4
8	том что он	1	4
9	между тем как	1	4
10	в творчестве достоевского	3	4
11	не может быть	8	4
12	что она не	2	3
13	подобно тому как	2	3
14	потому что она	3	3
15	в этом отношении	1	3
16	то же что	1	3
17	для него не	1	2
18	записок из подполья	1	2
19	до сих пор	3	2
20	но это не	2	2
21	т е в	2	2
22	из подполья и	2	2
23	по ту сторону	1	2
24	идеи в нем	1	2
25	для него нет	2	2
26	именно потому что	1	2
27	достоевского не есть	1	1
28	потому что он	2	1
29	а следовательно и	1	1
30	по замыслу достоевского	1	1
31	и иван карамазов	3	1
32	же как и	3	1
33	в нем и	1	1
34	а не о	1	1
35	и его любовь	1	1
36	может быть назван	2	1
37	что действие романа	1	1
38	и для него	2	1
39	том что это	1	1
40	и его жизнь	1	1
41	но достоевский не	2	1
42	достоевского нельзя найти	1	1
43	в своей книге	1	1
44	голос самого достоевского	1	1
45	переносится в вечность	1	1
46	в себе и	1	1
47	все те же	1	1
48	достоевского не только	1	1
49	выход за пределы	1	1
50	но он не	1	1
51	с самим собою	2	1
52	может быть лишь	2	1
53	он остается в	1	1
54	обладают лишь те	1	1
55	как и всегда	2	1
56	может быть и	2	1
57	в своем творчестве	1	1
58	так же как	3	1
59	а не только	1	1
60	не потому что	1	1
61	у достоевского нельзя	1	1
62	в противоречии с	1	1
63	он не знал	1	1
64	в высшей степени	3	1
65	в обычном смысле	1	1
66	и менее всего	1	1
67	и хоть и	1	1
68	что он сам	1	1
69	за пределы своего	1	1
70	ни в какие	1	1
71	не дает никакой	1	1
72	и не раскрывает	1	1
73	о том что	2	1
74	друг к другу	5	1
75	только в россии	2	1
76	тому как в	1	1
77	по сравнению с	1	1
78	в себе он	1	1
79	она не может	1	1
80	это и есть	3	1
81	та или иная	1	1
82	только это и	2	1
83	у него есть	1	1
84	и никогда не	2	1
85	что это не	2	1
86	к тому что	3	1
87	достоевский не знает	1	1
88	сама по себе	1	1
89	в целом мире	1	1
90	обычном смысле слова	1	1
91	и в нем	1	1
92	место в творчестве	1	1
93	в отношении к	2	1
94	творчестве достоевского но	1	1
95	для того чтобы	4	1
96	что и в	4	1
